FCSFileNames,Sample,Experiment,Tissue,Mouse Number,For_Vlookup,UniqueMouseID,Treatment,Timepoint,Sex,Hh Dose,NTHi Dose,NTHi MET CFUml,Log10(CFUml),Developed OM
EXP24_Nasal Tissue_Mouse 6.fcs,CD45_EXP24_Nasal Tissue_Mouse 6.fcs,24,Nasal Tissue,6,24_6,140,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP24_Spleen_Mouse 1.fcs,CD45_EXP24_Spleen_Mouse 1.fcs,24,Spleen,1,24_1,135,Saline,96,M,NA,NA,NA,NA,NA
EXP24_Spleen_Mouse 2.fcs,CD45_EXP24_Spleen_Mouse 2.fcs,24,Spleen,2,24_2,136,Saline,96,F,NA,NA,NA,NA,NA
EXP24_Spleen_Mouse 3.fcs,CD45_EXP24_Spleen_Mouse 3.fcs,24,Spleen,3,24_3,137,Hh,96,M,6.67E+07,NA,NA,NA,NA
EXP24_Spleen_Mouse 4.fcs,CD45_EXP24_Spleen_Mouse 4.fcs,24,Spleen,4,24_4,138,Hh,96,F,6.67E+07,NA,NA,NA,NA
EXP24_Spleen_Mouse 5.fcs,CD45_EXP24_Spleen_Mouse 5.fcs,24,Spleen,5,24_5,139,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP24_Spleen_Mouse 6.fcs,CD45_EXP24_Spleen_Mouse 6.fcs,24,Spleen,6,24_6,140,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 1.fcs,CD45_EXP25_Lung_Mouse 1.fcs,25,Lung,1,25_1,141,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 2.fcs,CD45_EXP25_Lung_Mouse 2.fcs,25,Lung,2,25_2,142,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 3.fcs,CD45_EXP25_Lung_Mouse 3.fcs,25,Lung,3,25_3,143,Hh+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 4.fcs,CD45_EXP25_Lung_Mouse 4.fcs,25,Lung,4,25_4,144,Hh+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 5.fcs,CD45_EXP25_Lung_Mouse 5.fcs,25,Lung,5,25_5,145,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Lung_Mouse 6.fcs,CD45_EXP25_Lung_Mouse 6.fcs,25,Lung,6,25_6,146,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 1.fcs,CD45_EXP25_Nasal Tissue_Mouse 1.fcs,25,Nasal Tissue,1,25_1,141,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 2.fcs,CD45_EXP25_Nasal Tissue_Mouse 2.fcs,25,Nasal Tissue,2,25_2,142,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 3.fcs,CD45_EXP25_Nasal Tissue_Mouse 3.fcs,25,Nasal Tissue,3,25_3,143,Hh+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 4.fcs,CD45_EXP25_Nasal Tissue_Mouse 4.fcs,25,Nasal Tissue,4,25_4,144,Hh+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 5.fcs,CD45_EXP25_Nasal Tissue_Mouse 5.fcs,25,Nasal Tissue,5,25_5,145,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Nasal Tissue_Mouse 6.fcs,CD45_EXP25_Nasal Tissue_Mouse 6.fcs,25,Nasal Tissue,6,25_6,146,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 1.fcs,CD45_EXP25_Spleen_Mouse 1.fcs,25,Spleen,1,25_1,141,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 2.fcs,CD45_EXP25_Spleen_Mouse 2.fcs,25,Spleen,2,25_2,142,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 3.fcs,CD45_EXP25_Spleen_Mouse 3.fcs,25,Spleen,3,25_3,143,Hh+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 4.fcs,CD45_EXP25_Spleen_Mouse 4.fcs,25,Spleen,4,25_4,144,Hh+IAV,48,F,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 5.fcs,CD45_EXP25_Spleen_Mouse 5.fcs,25,Spleen,5,25_5,145,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP25_Spleen_Mouse 6.fcs,CD45_EXP25_Spleen_Mouse 6.fcs,25,Spleen,6,25_6,146,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 1.fcs,CD45_EXP26_Lung_Mouse 1.fcs,26,Lung,1,26_1,147,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 2.fcs,CD45_EXP26_Lung_Mouse 2.fcs,26,Lung,2,26_2,148,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 3.fcs,CD45_EXP26_Lung_Mouse 3.fcs,26,Lung,3,26_3,149,Hh+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 4.fcs,CD45_EXP26_Lung_Mouse 4.fcs,26,Lung,4,26_4,150,Hh+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 5.fcs,CD45_EXP26_Lung_Mouse 5.fcs,26,Lung,5,26_5,151,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Lung_Mouse 6.fcs,CD45_EXP26_Lung_Mouse 6.fcs,26,Lung,6,26_6,152,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 1.fcs,CD45_EXP26_Nasal Tissue_Mouse 1.fcs,26,Nasal Tissue,1,26_1,147,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 2.fcs,CD45_EXP26_Nasal Tissue_Mouse 2.fcs,26,Nasal Tissue,2,26_2,148,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 3.fcs,CD45_EXP26_Nasal Tissue_Mouse 3.fcs,26,Nasal Tissue,3,26_3,149,Hh+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 4.fcs,CD45_EXP26_Nasal Tissue_Mouse 4.fcs,26,Nasal Tissue,4,26_4,150,Hh+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 5.fcs,CD45_EXP26_Nasal Tissue_Mouse 5.fcs,26,Nasal Tissue,5,26_5,151,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Nasal Tissue_Mouse 6.fcs,CD45_EXP26_Nasal Tissue_Mouse 6.fcs,26,Nasal Tissue,6,26_6,152,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 1.fcs,CD45_EXP26_Spleen_Mouse 1.fcs,26,Spleen,1,26_1,147,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 2.fcs,CD45_EXP26_Spleen_Mouse 2.fcs,26,Spleen,2,26_2,148,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 3.fcs,CD45_EXP26_Spleen_Mouse 3.fcs,26,Spleen,3,26_3,149,Hh+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 4.fcs,CD45_EXP26_Spleen_Mouse 4.fcs,26,Spleen,4,26_4,150,Hh+IAV,96,F,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 5.fcs,CD45_EXP26_Spleen_Mouse 5.fcs,26,Spleen,5,26_5,151,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP26_Spleen_Mouse 6.fcs,CD45_EXP26_Spleen_Mouse 6.fcs,26,Spleen,6,26_6,152,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP27_Lung_Mouse 1.fcs,CD45_EXP27_Lung_Mouse 1.fcs,27,Lung,1,27_1,153,Saline,48,M,NA,NA,NA,NA,NA
EXP27_Lung_Mouse 2.fcs,CD45_EXP27_Lung_Mouse 2.fcs,27,Lung,2,27_2,154,Saline,48,F,NA,NA,NA,NA,NA
EXP27_Lung_Mouse 3.fcs,CD45_EXP27_Lung_Mouse 3.fcs,27,Lung,3,27_3,155,Hh,48,M,2.45E+07,NA,NA,NA,NA
EXP27_Lung_Mouse 4.fcs,CD45_EXP27_Lung_Mouse 4.fcs,27,Lung,4,27_4,156,Hh,48,F,2.45E+07,NA,NA,NA,NA
EXP27_Lung_Mouse 5.fcs,CD45_EXP27_Lung_Mouse 5.fcs,27,Lung,5,27_5,157,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP27_Lung_Mouse 6.fcs,CD45_EXP27_Lung_Mouse 6.fcs,27,Lung,6,27_6,158,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 1.fcs,CD45_EXP27_Nasal Tissue_Mouse 1.fcs,27,Nasal Tissue,1,27_1,153,Saline,48,M,NA,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 2.fcs,CD45_EXP27_Nasal Tissue_Mouse 2.fcs,27,Nasal Tissue,2,27_2,154,Saline,48,F,NA,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 3.fcs,CD45_EXP27_Nasal Tissue_Mouse 3.fcs,27,Nasal Tissue,3,27_3,155,Hh,48,M,2.45E+07,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 4.fcs,CD45_EXP27_Nasal Tissue_Mouse 4.fcs,27,Nasal Tissue,4,27_4,156,Hh,48,F,2.45E+07,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 5.fcs,CD45_EXP27_Nasal Tissue_Mouse 5.fcs,27,Nasal Tissue,5,27_5,157,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP27_Nasal Tissue_Mouse 6.fcs,CD45_EXP27_Nasal Tissue_Mouse 6.fcs,27,Nasal Tissue,6,27_6,158,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP27_Spleen_Mouse 1.fcs,CD45_EXP27_Spleen_Mouse 1.fcs,27,Spleen,1,27_1,153,Saline,48,M,NA,NA,NA,NA,NA
EXP27_Spleen_Mouse 2.fcs,CD45_EXP27_Spleen_Mouse 2.fcs,27,Spleen,2,27_2,154,Saline,48,F,NA,NA,NA,NA,NA
EXP27_Spleen_Mouse 3.fcs,CD45_EXP27_Spleen_Mouse 3.fcs,27,Spleen,3,27_3,155,Hh,48,M,2.45E+07,NA,NA,NA,NA
EXP27_Spleen_Mouse 4.fcs,CD45_EXP27_Spleen_Mouse 4.fcs,27,Spleen,4,27_4,156,Hh,48,F,2.45E+07,NA,NA,NA,NA
EXP27_Spleen_Mouse 5.fcs,CD45_EXP27_Spleen_Mouse 5.fcs,27,Spleen,5,27_5,157,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP27_Spleen_Mouse 6.fcs,CD45_EXP27_Spleen_Mouse 6.fcs,27,Spleen,6,27_6,158,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP28_Lung_Mouse 1.fcs,CD45_EXP28_Lung_Mouse 1.fcs,28,Lung,1,28_1,159,Saline,96,M,NA,NA,NA,NA,NA
EXP28_Lung_Mouse 2.fcs,CD45_EXP28_Lung_Mouse 2.fcs,28,Lung,2,28_2,160,Saline,96,F,NA,NA,NA,NA,NA
EXP28_Lung_Mouse 3.fcs,CD45_EXP28_Lung_Mouse 3.fcs,28,Lung,3,28_3,161,Hh,96,M,2.45E+07,NA,NA,NA,NA
EXP28_Lung_Mouse 4.fcs,CD45_EXP28_Lung_Mouse 4.fcs,28,Lung,4,28_4,162,Hh,96,F,2.45E+07,NA,NA,NA,NA
EXP28_Lung_Mouse 5.fcs,CD45_EXP28_Lung_Mouse 5.fcs,28,Lung,5,28_5,163,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP28_Lung_Mouse 6.fcs,CD45_EXP28_Lung_Mouse 6.fcs,28,Lung,6,28_6,164,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 1.fcs,CD45_EXP28_Nasal Tissue_Mouse 1.fcs,28,Nasal Tissue,1,28_1,159,Saline,96,M,NA,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 2.fcs,CD45_EXP28_Nasal Tissue_Mouse 2.fcs,28,Nasal Tissue,2,28_2,160,Saline,96,F,NA,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 3.fcs,CD45_EXP28_Nasal Tissue_Mouse 3.fcs,28,Nasal Tissue,3,28_3,161,Hh,96,M,2.45E+07,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 4.fcs,CD45_EXP28_Nasal Tissue_Mouse 4.fcs,28,Nasal Tissue,4,28_4,162,Hh,96,F,2.45E+07,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 5.fcs,CD45_EXP28_Nasal Tissue_Mouse 5.fcs,28,Nasal Tissue,5,28_5,163,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP28_Nasal Tissue_Mouse 6.fcs,CD45_EXP28_Nasal Tissue_Mouse 6.fcs,28,Nasal Tissue,6,28_6,164,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP28_Spleen_Mouse 1.fcs,CD45_EXP28_Spleen_Mouse 1.fcs,28,Spleen,1,28_1,159,Saline,96,M,NA,NA,NA,NA,NA
EXP28_Spleen_Mouse 2.fcs,CD45_EXP28_Spleen_Mouse 2.fcs,28,Spleen,2,28_2,160,Saline,96,F,NA,NA,NA,NA,NA
EXP28_Spleen_Mouse 3.fcs,CD45_EXP28_Spleen_Mouse 3.fcs,28,Spleen,3,28_3,161,Hh,96,M,2.45E+07,NA,NA,NA,NA
EXP28_Spleen_Mouse 4.fcs,CD45_EXP28_Spleen_Mouse 4.fcs,28,Spleen,4,28_4,162,Hh,96,F,2.45E+07,NA,NA,NA,NA
EXP28_Spleen_Mouse 5.fcs,CD45_EXP28_Spleen_Mouse 5.fcs,28,Spleen,5,28_5,163,Pam1ug,96,M,NA,NA,NA,NA,NA
EXP28_Spleen_Mouse 6.fcs,CD45_EXP28_Spleen_Mouse 6.fcs,28,Spleen,6,28_6,164,Pam1ug,96,F,NA,NA,NA,NA,NA
EXP29_Lung_Mouse 1.fcs,CD45_EXP29_Lung_Mouse 1.fcs,29,Lung,1,29_1,165,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Lung_Mouse 2.fcs,CD45_EXP29_Lung_Mouse 2.fcs,29,Lung,2,29_2,166,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP29_Lung_Mouse 3.fcs,CD45_EXP29_Lung_Mouse 3.fcs,29,Lung,3,29_3,167,Hh+IAV,144,M,2.00E+07,NA,NA,NA,NA
EXP29_Lung_Mouse 4.fcs,CD45_EXP29_Lung_Mouse 4.fcs,29,Lung,4,29_4,168,Hh+IAV,144,F,2.00E+07,NA,NA,NA,NA
EXP29_Lung_Mouse 5.fcs,CD45_EXP29_Lung_Mouse 5.fcs,29,Lung,5,29_5,169,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Lung_Mouse 6.fcs,CD45_EXP29_Lung_Mouse 6.fcs,29,Lung,6,29_6,170,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 1.fcs,CD45_EXP29_Nasal Tissue_Mouse 1.fcs,29,Nasal Tissue,1,29_1,165,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 2.fcs,CD45_EXP29_Nasal Tissue_Mouse 2.fcs,29,Nasal Tissue,2,29_2,166,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 3.fcs,CD45_EXP29_Nasal Tissue_Mouse 3.fcs,29,Nasal Tissue,3,29_3,167,Hh+IAV,144,M,2.00E+07,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 4.fcs,CD45_EXP29_Nasal Tissue_Mouse 4.fcs,29,Nasal Tissue,4,29_4,168,Hh+IAV,144,F,2.00E+07,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 5.fcs,CD45_EXP29_Nasal Tissue_Mouse 5.fcs,29,Nasal Tissue,5,29_5,169,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Nasal Tissue_Mouse 6.fcs,CD45_EXP29_Nasal Tissue_Mouse 6.fcs,29,Nasal Tissue,6,29_6,170,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP29_Spleen_Mouse 1.fcs,CD45_EXP29_Spleen_Mouse 1.fcs,29,Spleen,1,29_1,165,Saline+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Spleen_Mouse 2.fcs,CD45_EXP29_Spleen_Mouse 2.fcs,29,Spleen,2,29_2,166,Saline+IAV,144,F,NA,NA,NA,NA,NA
EXP29_Spleen_Mouse 3.fcs,CD45_EXP29_Spleen_Mouse 3.fcs,29,Spleen,3,29_3,167,Hh+IAV,144,M,2.00E+07,NA,NA,NA,NA
EXP29_Spleen_Mouse 4.fcs,CD45_EXP29_Spleen_Mouse 4.fcs,29,Spleen,4,29_4,168,Hh+IAV,144,F,2.00E+07,NA,NA,NA,NA
EXP29_Spleen_Mouse 5.fcs,CD45_EXP29_Spleen_Mouse 5.fcs,29,Spleen,5,29_5,169,Pam1ug+IAV,144,M,NA,NA,NA,NA,NA
EXP29_Spleen_Mouse 6.fcs,CD45_EXP29_Spleen_Mouse 6.fcs,29,Spleen,6,29_6,170,Pam1ug+IAV,144,F,NA,NA,NA,NA,NA
EXP30_Lung_Mouse 1.fcs,CD45_EXP30_Lung_Mouse 1.fcs,30,Lung,1,30_1,171,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Lung_Mouse 2.fcs,CD45_EXP30_Lung_Mouse 2.fcs,30,Lung,2,30_2,172,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP30_Lung_Mouse 3.fcs,CD45_EXP30_Lung_Mouse 3.fcs,30,Lung,3,30_3,173,Hh+IAV,96,M,3.83E+06,NA,NA,NA,NA
EXP30_Lung_Mouse 4.fcs,CD45_EXP30_Lung_Mouse 4.fcs,30,Lung,4,30_4,174,Hh+IAV,96,F,3.83E+06,NA,NA,NA,NA
EXP30_Lung_Mouse 5.fcs,CD45_EXP30_Lung_Mouse 5.fcs,30,Lung,5,30_5,175,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Lung_Mouse 6.fcs,CD45_EXP30_Lung_Mouse 6.fcs,30,Lung,6,30_6,176,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 1.fcs,CD45_EXP30_Nasal Tissue_Mouse 1.fcs,30,Nasal Tissue,1,30_1,171,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 2.fcs,CD45_EXP30_Nasal Tissue_Mouse 2.fcs,30,Nasal Tissue,2,30_2,172,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 3.fcs,CD45_EXP30_Nasal Tissue_Mouse 3.fcs,30,Nasal Tissue,3,30_3,173,Hh+IAV,96,M,3.83E+06,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 4.fcs,CD45_EXP30_Nasal Tissue_Mouse 4.fcs,30,Nasal Tissue,4,30_4,174,Hh+IAV,96,F,3.83E+06,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 5.fcs,CD45_EXP30_Nasal Tissue_Mouse 5.fcs,30,Nasal Tissue,5,30_5,175,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Nasal Tissue_Mouse 6.fcs,CD45_EXP30_Nasal Tissue_Mouse 6.fcs,30,Nasal Tissue,6,30_6,176,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP30_Spleen_Mouse 1.fcs,CD45_EXP30_Spleen_Mouse 1.fcs,30,Spleen,1,30_1,171,Saline+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Spleen_Mouse 2.fcs,CD45_EXP30_Spleen_Mouse 2.fcs,30,Spleen,2,30_2,172,Saline+IAV,96,F,NA,NA,NA,NA,NA
EXP30_Spleen_Mouse 3.fcs,CD45_EXP30_Spleen_Mouse 3.fcs,30,Spleen,3,30_3,173,Hh+IAV,96,M,3.83E+06,NA,NA,NA,NA
EXP30_Spleen_Mouse 4.fcs,CD45_EXP30_Spleen_Mouse 4.fcs,30,Spleen,4,30_4,174,Hh+IAV,96,F,3.83E+06,NA,NA,NA,NA
EXP30_Spleen_Mouse 5.fcs,CD45_EXP30_Spleen_Mouse 5.fcs,30,Spleen,5,30_5,175,Pam1ug+IAV,96,M,NA,NA,NA,NA,NA
EXP30_Spleen_Mouse 6.fcs,CD45_EXP30_Spleen_Mouse 6.fcs,30,Spleen,6,30_6,176,Pam1ug+IAV,96,F,NA,NA,NA,NA,NA
EXP31_Lung_Mouse 1.fcs,CD45_EXP31_Lung_Mouse 1.fcs,31,Lung,1,31_1,177,Saline,144,M,NA,NA,NA,NA,NA
EXP31_Lung_Mouse 2.fcs,CD45_EXP31_Lung_Mouse 2.fcs,31,Lung,2,31_2,178,Saline,144,F,NA,NA,NA,NA,NA
EXP31_Lung_Mouse 3.fcs,CD45_EXP31_Lung_Mouse 3.fcs,31,Lung,3,31_3,179,Hh,144,M,2.67E+06,NA,NA,NA,NA
EXP31_Lung_Mouse 4.fcs,CD45_EXP31_Lung_Mouse 4.fcs,31,Lung,4,31_4,180,Hh,144,F,2.67E+06,NA,NA,NA,NA
EXP31_Lung_Mouse 5.fcs,CD45_EXP31_Lung_Mouse 5.fcs,31,Lung,5,31_5,181,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP31_Lung_Mouse 6.fcs,CD45_EXP31_Lung_Mouse 6.fcs,31,Lung,6,31_6,182,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 1.fcs,CD45_EXP31_Nasal Tissue_Mouse 1.fcs,31,Nasal Tissue,1,31_1,177,Saline,144,M,NA,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 2.fcs,CD45_EXP31_Nasal Tissue_Mouse 2.fcs,31,Nasal Tissue,2,31_2,178,Saline,144,F,NA,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 3.fcs,CD45_EXP31_Nasal Tissue_Mouse 3.fcs,31,Nasal Tissue,3,31_3,179,Hh,144,M,2.67E+06,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 4.fcs,CD45_EXP31_Nasal Tissue_Mouse 4.fcs,31,Nasal Tissue,4,31_4,180,Hh,144,F,2.67E+06,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 5.fcs,CD45_EXP31_Nasal Tissue_Mouse 5.fcs,31,Nasal Tissue,5,31_5,181,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP31_Nasal Tissue_Mouse 6.fcs,CD45_EXP31_Nasal Tissue_Mouse 6.fcs,31,Nasal Tissue,6,31_6,182,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP31_Spleen_Mouse 1.fcs,CD45_EXP31_Spleen_Mouse 1.fcs,31,Spleen,1,31_1,177,Saline,144,M,NA,NA,NA,NA,NA
EXP31_Spleen_Mouse 2.fcs,CD45_EXP31_Spleen_Mouse 2.fcs,31,Spleen,2,31_2,178,Saline,144,F,NA,NA,NA,NA,NA
EXP31_Spleen_Mouse 3.fcs,CD45_EXP31_Spleen_Mouse 3.fcs,31,Spleen,3,31_3,179,Hh,144,M,2.67E+06,NA,NA,NA,NA
EXP31_Spleen_Mouse 4.fcs,CD45_EXP31_Spleen_Mouse 4.fcs,31,Spleen,4,31_4,180,Hh,144,F,2.67E+06,NA,NA,NA,NA
EXP31_Spleen_Mouse 5.fcs,CD45_EXP31_Spleen_Mouse 5.fcs,31,Spleen,5,31_5,181,Pam1ug,144,M,NA,NA,NA,NA,NA
EXP31_Spleen_Mouse 6.fcs,CD45_EXP31_Spleen_Mouse 6.fcs,31,Spleen,6,31_6,182,Pam1ug,144,F,NA,NA,NA,NA,NA
EXP32_Lung_Mouse 1.fcs,CD45_EXP32_Lung_Mouse 1.fcs,32,Lung,1,32_1,183,Saline+IAV+NTHi,144,M,NA,1.25E+06,1.22E+06,6.09E+00,OM
EXP32_Lung_Mouse 2.fcs,CD45_EXP32_Lung_Mouse 2.fcs,32,Lung,2,32_2,184,Saline+IAV+NTHi,144,F,NA,1.25E+06,8.25E+06,6.92E+00,OM
EXP32_Lung_Mouse 3.fcs,CD45_EXP32_Lung_Mouse 3.fcs,32,Lung,3,32_3,185,Hh+IAV+NTHi,144,M,2.50E+07,1.25E+06,1.60E+06,6.20E+00,OM
EXP32_Lung_Mouse 4.fcs,CD45_EXP32_Lung_Mouse 4.fcs,32,Lung,4,32_4,186,Hh+IAV+NTHi,144,F,2.50E+07,1.25E+06,0.00E+00,9.60E-01,nOM
EXP32_Lung_Mouse 5.fcs,CD45_EXP32_Lung_Mouse 5.fcs,32,Lung,5,32_5,187,Pam1ug+IAV+NTHi,144,M,NA,1.25E+06,4.25E+04,4.63E+00,OM
EXP32_Lung_Mouse 6.fcs,CD45_EXP32_Lung_Mouse 6.fcs,32,Lung,6,32_6,188,Pam1ug+IAV+NTHi,144,F,NA,1.25E+06,4.83E+06,6.68E+00,OM
EXP32_Nasal Tissue_Mouse 1.fcs,CD45_EXP32_Nasal Tissue_Mouse 1.fcs,32,Nasal Tissue,1,32_1,183,Saline+IAV+NTHi,144,M,NA,1.25E+06,1.22E+06,6.09E+00,OM
EXP32_Nasal Tissue_Mouse 2.fcs,CD45_EXP32_Nasal Tissue_Mouse 2.fcs,32,Nasal Tissue,2,32_2,184,Saline+IAV+NTHi,144,F,NA,1.25E+06,8.25E+06,6.92E+00,OM
EXP32_Nasal Tissue_Mouse 3.fcs,CD45_EXP32_Nasal Tissue_Mouse 3.fcs,32,Nasal Tissue,3,32_3,185,Hh+IAV+NTHi,144,M,2.50E+07,1.25E+06,1.60E+06,6.20E+00,OM
EXP32_Nasal Tissue_Mouse 4.fcs,CD45_EXP32_Nasal Tissue_Mouse 4.fcs,32,Nasal Tissue,4,32_4,186,Hh+IAV+NTHi,144,F,2.50E+07,1.25E+06,0.00E+00,9.60E-01,nOM
EXP32_Nasal Tissue_Mouse 5.fcs,CD45_EXP32_Nasal Tissue_Mouse 5.fcs,32,Nasal Tissue,5,32_5,187,Pam1ug+IAV+NTHi,144,M,NA,1.25E+06,4.25E+04,4.63E+00,OM
EXP32_Nasal Tissue_Mouse 6.fcs,CD45_EXP32_Nasal Tissue_Mouse 6.fcs,32,Nasal Tissue,6,32_6,188,Pam1ug+IAV+NTHi,144,F,NA,1.25E+06,4.83E+06,6.68E+00,OM
EXP32_Spleen_Mouse 1.fcs,CD45_EXP32_Spleen_Mouse 1.fcs,32,Spleen,1,32_1,183,Saline+IAV+NTHi,144,M,NA,1.25E+06,1.22E+06,6.09E+00,OM
EXP32_Spleen_Mouse 2.fcs,CD45_EXP32_Spleen_Mouse 2.fcs,32,Spleen,2,32_2,184,Saline+IAV+NTHi,144,F,NA,1.25E+06,8.25E+06,6.92E+00,OM
EXP32_Spleen_Mouse 3.fcs,CD45_EXP32_Spleen_Mouse 3.fcs,32,Spleen,3,32_3,185,Hh+IAV+NTHi,144,M,2.50E+07,1.25E+06,1.60E+06,6.20E+00,OM
EXP32_Spleen_Mouse 4.fcs,CD45_EXP32_Spleen_Mouse 4.fcs,32,Spleen,4,32_4,186,Hh+IAV+NTHi,144,F,2.50E+07,1.25E+06,0.00E+00,9.60E-01,nOM
