FCSFileNames,Sample,Experiment,Tissue,Mouse Number,For_Vlookup,UniqueMouseID,Treatment,Timepoint,Sex,Hh Dose,NTHi Dose,NTHi MET CFUml,Log10(CFUml),Developed OM
EXP7_Lung_Mouse 6.fcs,CD45_EXP7_Lung_Mouse 6.fcs,7,Lung,6,7_6,40,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 1.fcs,CD45_EXP7_Nasal Tissue_Mouse 1.fcs,7,Nasal Tissue,1,7_1,35,Saline,2,M,NA,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 2.fcs,CD45_EXP7_Nasal Tissue_Mouse 2.fcs,7,Nasal Tissue,2,7_2,36,Saline,2,F,NA,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 3.fcs,CD45_EXP7_Nasal Tissue_Mouse 3.fcs,7,Nasal Tissue,3,7_3,37,Hh,2,M,2.17E+06,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 4.fcs,CD45_EXP7_Nasal Tissue_Mouse 4.fcs,7,Nasal Tissue,4,7_4,38,Hh,2,F,2.17E+06,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 5.fcs,CD45_EXP7_Nasal Tissue_Mouse 5.fcs,7,Nasal Tissue,5,7_5,39,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP7_Nasal Tissue_Mouse 6.fcs,CD45_EXP7_Nasal Tissue_Mouse 6.fcs,7,Nasal Tissue,6,7_6,40,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP7_Spleen_Mouse 1.fcs,CD45_EXP7_Spleen_Mouse 1.fcs,7,Spleen,1,7_1,35,Saline,2,M,NA,NA,NA,NA,NA
EXP7_Spleen_Mouse 2.fcs,CD45_EXP7_Spleen_Mouse 2.fcs,7,Spleen,2,7_2,36,Saline,2,F,NA,NA,NA,NA,NA
EXP7_Spleen_Mouse 3.fcs,CD45_EXP7_Spleen_Mouse 3.fcs,7,Spleen,3,7_3,37,Hh,2,M,2.17E+06,NA,NA,NA,NA
EXP7_Spleen_Mouse 4.fcs,CD45_EXP7_Spleen_Mouse 4.fcs,7,Spleen,4,7_4,38,Hh,2,F,2.17E+06,NA,NA,NA,NA
EXP7_Spleen_Mouse 5.fcs,CD45_EXP7_Spleen_Mouse 5.fcs,7,Spleen,5,7_5,39,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP7_Spleen_Mouse 6.fcs,CD45_EXP7_Spleen_Mouse 6.fcs,7,Spleen,6,7_6,40,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP8_Lung_Mouse 1.fcs,CD45_EXP8_Lung_Mouse 1.fcs,8,Lung,1,8_1,41,Saline,2,M,NA,NA,NA,NA,NA
EXP8_Lung_Mouse 2.fcs,CD45_EXP8_Lung_Mouse 2.fcs,8,Lung,2,8_2,42,Saline,2,F,NA,NA,NA,NA,NA
EXP8_Lung_Mouse 3.fcs,CD45_EXP8_Lung_Mouse 3.fcs,8,Lung,3,8_3,43,Hh,2,M,4.67E+06,NA,NA,NA,NA
EXP8_Lung_Mouse 4.fcs,CD45_EXP8_Lung_Mouse 4.fcs,8,Lung,4,8_4,44,Hh,2,F,4.67E+06,NA,NA,NA,NA
EXP8_Lung_Mouse 5.fcs,CD45_EXP8_Lung_Mouse 5.fcs,8,Lung,5,8_5,45,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP8_Lung_Mouse 6.fcs,CD45_EXP8_Lung_Mouse 6.fcs,8,Lung,6,8_6,46,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 1.fcs,CD45_EXP8_Nasal Tissue_Mouse 1.fcs,8,Nasal Tissue,1,8_1,41,Saline,2,M,NA,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 2.fcs,CD45_EXP8_Nasal Tissue_Mouse 2.fcs,8,Nasal Tissue,2,8_2,42,Saline,2,F,NA,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 3.fcs,CD45_EXP8_Nasal Tissue_Mouse 3.fcs,8,Nasal Tissue,3,8_3,43,Hh,2,M,4.67E+06,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 4.fcs,CD45_EXP8_Nasal Tissue_Mouse 4.fcs,8,Nasal Tissue,4,8_4,44,Hh,2,F,4.67E+06,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 5.fcs,CD45_EXP8_Nasal Tissue_Mouse 5.fcs,8,Nasal Tissue,5,8_5,45,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP8_Nasal Tissue_Mouse 6.fcs,CD45_EXP8_Nasal Tissue_Mouse 6.fcs,8,Nasal Tissue,6,8_6,46,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP8_Spleen_Mouse 1.fcs,CD45_EXP8_Spleen_Mouse 1.fcs,8,Spleen,1,8_1,41,Saline,2,M,NA,NA,NA,NA,NA
EXP8_Spleen_Mouse 2.fcs,CD45_EXP8_Spleen_Mouse 2.fcs,8,Spleen,2,8_2,42,Saline,2,F,NA,NA,NA,NA,NA
EXP8_Spleen_Mouse 3.fcs,CD45_EXP8_Spleen_Mouse 3.fcs,8,Spleen,3,8_3,43,Hh,2,M,4.67E+06,NA,NA,NA,NA
EXP8_Spleen_Mouse 4.fcs,CD45_EXP8_Spleen_Mouse 4.fcs,8,Spleen,4,8_4,44,Hh,2,F,4.67E+06,NA,NA,NA,NA
EXP8_Spleen_Mouse 5.fcs,CD45_EXP8_Spleen_Mouse 5.fcs,8,Spleen,5,8_5,45,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP8_Spleen_Mouse 6.fcs,CD45_EXP8_Spleen_Mouse 6.fcs,8,Spleen,6,8_6,46,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP9_Lung_Mouse 1.fcs,CD45_EXP9_Lung_Mouse 1.fcs,9,Lung,1,9_1,47,Saline,2,M,NA,NA,NA,NA,NA
EXP9_Lung_Mouse 2.fcs,CD45_EXP9_Lung_Mouse 2.fcs,9,Lung,2,9_2,48,Saline,2,F,NA,NA,NA,NA,NA
EXP9_Lung_Mouse 3.fcs,CD45_EXP9_Lung_Mouse 3.fcs,9,Lung,3,9_3,49,Hh,2,M,6.00E+07,NA,NA,NA,NA
EXP9_Lung_Mouse 4.fcs,CD45_EXP9_Lung_Mouse 4.fcs,9,Lung,4,9_4,50,Hh,2,F,6.00E+07,NA,NA,NA,NA
EXP9_Lung_Mouse 5.fcs,CD45_EXP9_Lung_Mouse 5.fcs,9,Lung,5,9_5,51,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP9_Lung_Mouse 6.fcs,CD45_EXP9_Lung_Mouse 6.fcs,9,Lung,6,9_6,52,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 1.fcs,CD45_EXP9_Nasal Tissue_Mouse 1.fcs,9,Nasal Tissue,1,9_1,47,Saline,2,M,NA,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 2.fcs,CD45_EXP9_Nasal Tissue_Mouse 2.fcs,9,Nasal Tissue,2,9_2,48,Saline,2,F,NA,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 3.fcs,CD45_EXP9_Nasal Tissue_Mouse 3.fcs,9,Nasal Tissue,3,9_3,49,Hh,2,M,6.00E+07,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 4.fcs,CD45_EXP9_Nasal Tissue_Mouse 4.fcs,9,Nasal Tissue,4,9_4,50,Hh,2,F,6.00E+07,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 5.fcs,CD45_EXP9_Nasal Tissue_Mouse 5.fcs,9,Nasal Tissue,5,9_5,51,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP9_Nasal Tissue_Mouse 6.fcs,CD45_EXP9_Nasal Tissue_Mouse 6.fcs,9,Nasal Tissue,6,9_6,52,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP9_Spleen_Mouse 1.fcs,CD45_EXP9_Spleen_Mouse 1.fcs,9,Spleen,1,9_1,47,Saline,2,M,NA,NA,NA,NA,NA
EXP9_Spleen_Mouse 2.fcs,CD45_EXP9_Spleen_Mouse 2.fcs,9,Spleen,2,9_2,48,Saline,2,F,NA,NA,NA,NA,NA
EXP9_Spleen_Mouse 3.fcs,CD45_EXP9_Spleen_Mouse 3.fcs,9,Spleen,3,9_3,49,Hh,2,M,6.00E+07,NA,NA,NA,NA
EXP9_Spleen_Mouse 4.fcs,CD45_EXP9_Spleen_Mouse 4.fcs,9,Spleen,4,9_4,50,Hh,2,F,6.00E+07,NA,NA,NA,NA
EXP9_Spleen_Mouse 5.fcs,CD45_EXP9_Spleen_Mouse 5.fcs,9,Spleen,5,9_5,51,Pam1ug,2,M,NA,NA,NA,NA,NA
EXP9_Spleen_Mouse 6.fcs,CD45_EXP9_Spleen_Mouse 6.fcs,9,Spleen,6,9_6,52,Pam1ug,2,F,NA,NA,NA,NA,NA
EXP10_Lung_Mouse 1.fcs,CD45_EXP10_Lung_Mouse 1.fcs,10,Lung,1,10_1,53,Saline,6,M,NA,NA,NA,NA,NA
EXP10_Lung_Mouse 2.fcs,CD45_EXP10_Lung_Mouse 2.fcs,10,Lung,2,10_2,54,Saline,6,F,NA,NA,NA,NA,NA
EXP10_Lung_Mouse 3.fcs,CD45_EXP10_Lung_Mouse 3.fcs,10,Lung,3,10_3,55,Pam1ug,6,M,NA,NA,NA,NA,NA
EXP10_Lung_Mouse 4.fcs,CD45_EXP10_Lung_Mouse 4.fcs,10,Lung,4,10_4,56,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP10_Lung_Mouse 5.fcs,CD45_EXP10_Lung_Mouse 5.fcs,10,Lung,5,10_5,57,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP10_Nasal Tissue_Mouse 1.fcs,CD45_EXP10_Nasal Tissue_Mouse 1.fcs,10,Nasal Tissue,1,10_1,53,Saline,6,M,NA,NA,NA,NA,NA
EXP10_Nasal Tissue_Mouse 2.fcs,CD45_EXP10_Nasal Tissue_Mouse 2.fcs,10,Nasal Tissue,2,10_2,54,Saline,6,F,NA,NA,NA,NA,NA
EXP10_Nasal Tissue_Mouse 3.fcs,CD45_EXP10_Nasal Tissue_Mouse 3.fcs,10,Nasal Tissue,3,10_3,55,Pam1ug,6,M,NA,NA,NA,NA,NA
EXP10_Nasal Tissue_Mouse 4.fcs,CD45_EXP10_Nasal Tissue_Mouse 4.fcs,10,Nasal Tissue,4,10_4,56,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP10_Nasal Tissue_Mouse 5.fcs,CD45_EXP10_Nasal Tissue_Mouse 5.fcs,10,Nasal Tissue,5,10_5,57,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP10_Spleen_Mouse 1.fcs,CD45_EXP10_Spleen_Mouse 1.fcs,10,Spleen,1,10_1,53,Saline,6,M,NA,NA,NA,NA,NA
EXP10_Spleen_Mouse 2.fcs,CD45_EXP10_Spleen_Mouse 2.fcs,10,Spleen,2,10_2,54,Saline,6,F,NA,NA,NA,NA,NA
EXP10_Spleen_Mouse 3.fcs,CD45_EXP10_Spleen_Mouse 3.fcs,10,Spleen,3,10_3,55,Pam1ug,6,M,NA,NA,NA,NA,NA
EXP10_Spleen_Mouse 4.fcs,CD45_EXP10_Spleen_Mouse 4.fcs,10,Spleen,4,10_4,56,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP10_Spleen_Mouse 5.fcs,CD45_EXP10_Spleen_Mouse 5.fcs,10,Spleen,5,10_5,57,Pam1ug,6,F,NA,NA,NA,NA,NA
EXP11_Lung_Mouse 1.fcs,CD45_EXP11_Lung_Mouse 1.fcs,11,Lung,1,11_1,58,Saline,24,M,NA,NA,NA,NA,NA
EXP11_Lung_Mouse 2.fcs,CD45_EXP11_Lung_Mouse 2.fcs,11,Lung,2,11_2,59,Saline,24,F,NA,NA,NA,NA,NA
EXP11_Lung_Mouse 3.fcs,CD45_EXP11_Lung_Mouse 3.fcs,11,Lung,3,11_3,60,Pam1ug,24,M,NA,NA,NA,NA,NA
EXP11_Lung_Mouse 4.fcs,CD45_EXP11_Lung_Mouse 4.fcs,11,Lung,4,11_4,61,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP11_Lung_Mouse 5.fcs,CD45_EXP11_Lung_Mouse 5.fcs,11,Lung,5,11_5,62,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP11_Nasal Tissue_Mouse 1.fcs,CD45_EXP11_Nasal Tissue_Mouse 1.fcs,11,Nasal Tissue,1,11_1,58,Saline,24,M,NA,NA,NA,NA,NA
EXP11_Nasal Tissue_Mouse 2.fcs,CD45_EXP11_Nasal Tissue_Mouse 2.fcs,11,Nasal Tissue,2,11_2,59,Saline,24,F,NA,NA,NA,NA,NA
EXP11_Nasal Tissue_Mouse 3.fcs,CD45_EXP11_Nasal Tissue_Mouse 3.fcs,11,Nasal Tissue,3,11_3,60,Pam1ug,24,M,NA,NA,NA,NA,NA
EXP11_Nasal Tissue_Mouse 4.fcs,CD45_EXP11_Nasal Tissue_Mouse 4.fcs,11,Nasal Tissue,4,11_4,61,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP11_Nasal Tissue_Mouse 5.fcs,CD45_EXP11_Nasal Tissue_Mouse 5.fcs,11,Nasal Tissue,5,11_5,62,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP11_Spleen_Mouse 1.fcs,CD45_EXP11_Spleen_Mouse 1.fcs,11,Spleen,1,11_1,58,Saline,24,M,NA,NA,NA,NA,NA
EXP11_Spleen_Mouse 2.fcs,CD45_EXP11_Spleen_Mouse 2.fcs,11,Spleen,2,11_2,59,Saline,24,F,NA,NA,NA,NA,NA
EXP11_Spleen_Mouse 3.fcs,CD45_EXP11_Spleen_Mouse 3.fcs,11,Spleen,3,11_3,60,Pam1ug,24,M,NA,NA,NA,NA,NA
EXP11_Spleen_Mouse 4.fcs,CD45_EXP11_Spleen_Mouse 4.fcs,11,Spleen,4,11_4,61,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP11_Spleen_Mouse 5.fcs,CD45_EXP11_Spleen_Mouse 5.fcs,11,Spleen,5,11_5,62,Pam1ug,24,F,NA,NA,NA,NA,NA
EXP12_Lung_Mouse 1.fcs,CD45_EXP12_Lung_Mouse 1.fcs,12,Lung,1,12_1,63,Saline,48,M,NA,NA,NA,NA,NA
EXP12_Lung_Mouse 2.fcs,CD45_EXP12_Lung_Mouse 2.fcs,12,Lung,2,12_2,64,Saline,48,F,NA,NA,NA,NA,NA
EXP12_Lung_Mouse 3.fcs,CD45_EXP12_Lung_Mouse 3.fcs,12,Lung,3,12_3,65,Hh,48,M,7.50E+07,NA,NA,NA,NA
EXP12_Lung_Mouse 4.fcs,CD45_EXP12_Lung_Mouse 4.fcs,12,Lung,4,12_4,66,Hh,48,F,7.50E+07,NA,NA,NA,NA
EXP12_Lung_Mouse 5.fcs,CD45_EXP12_Lung_Mouse 5.fcs,12,Lung,5,12_5,67,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP12_Lung_Mouse 6.fcs,CD45_EXP12_Lung_Mouse 6.fcs,12,Lung,6,12_6,68,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 1.fcs,CD45_EXP12_Nasal Tissue_Mouse 1.fcs,12,Nasal Tissue,1,12_1,63,Saline,48,M,NA,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 2.fcs,CD45_EXP12_Nasal Tissue_Mouse 2.fcs,12,Nasal Tissue,2,12_2,64,Saline,48,F,NA,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 3.fcs,CD45_EXP12_Nasal Tissue_Mouse 3.fcs,12,Nasal Tissue,3,12_3,65,Hh,48,M,7.50E+07,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 4.fcs,CD45_EXP12_Nasal Tissue_Mouse 4.fcs,12,Nasal Tissue,4,12_4,66,Hh,48,F,7.50E+07,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 5.fcs,CD45_EXP12_Nasal Tissue_Mouse 5.fcs,12,Nasal Tissue,5,12_5,67,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP12_Nasal Tissue_Mouse 6.fcs,CD45_EXP12_Nasal Tissue_Mouse 6.fcs,12,Nasal Tissue,6,12_6,68,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP12_Spleen_Mouse 1.fcs,CD45_EXP12_Spleen_Mouse 1.fcs,12,Spleen,1,12_1,63,Saline,48,M,NA,NA,NA,NA,NA
EXP12_Spleen_Mouse 2.fcs,CD45_EXP12_Spleen_Mouse 2.fcs,12,Spleen,2,12_2,64,Saline,48,F,NA,NA,NA,NA,NA
EXP12_Spleen_Mouse 3.fcs,CD45_EXP12_Spleen_Mouse 3.fcs,12,Spleen,3,12_3,65,Hh,48,M,7.50E+07,NA,NA,NA,NA
EXP12_Spleen_Mouse 4.fcs,CD45_EXP12_Spleen_Mouse 4.fcs,12,Spleen,4,12_4,66,Hh,48,F,7.50E+07,NA,NA,NA,NA
EXP12_Spleen_Mouse 5.fcs,CD45_EXP12_Spleen_Mouse 5.fcs,12,Spleen,5,12_5,67,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP12_Spleen_Mouse 6.fcs,CD45_EXP12_Spleen_Mouse 6.fcs,12,Spleen,6,12_6,68,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP13_Lung_Mouse 1.fcs,CD45_EXP13_Lung_Mouse 1.fcs,13,Lung,1,13_1,69,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Lung_Mouse 2.fcs,CD45_EXP13_Lung_Mouse 2.fcs,13,Lung,2,13_2,70,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP13_Lung_Mouse 3.fcs,CD45_EXP13_Lung_Mouse 3.fcs,13,Lung,3,13_3,71,Hh+IAV,48,M,1.48E+07,NA,NA,NA,NA
EXP13_Lung_Mouse 4.fcs,CD45_EXP13_Lung_Mouse 4.fcs,13,Lung,4,13_4,72,Hh+IAV,48,F,1.48E+07,NA,NA,NA,NA
EXP13_Lung_Mouse 5.fcs,CD45_EXP13_Lung_Mouse 5.fcs,13,Lung,5,13_5,73,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Lung_Mouse 6.fcs,CD45_EXP13_Lung_Mouse 6.fcs,13,Lung,6,13_6,74,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 1.fcs,CD45_EXP13_Nasal Tissue_Mouse 1.fcs,13,Nasal Tissue,1,13_1,69,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 2.fcs,CD45_EXP13_Nasal Tissue_Mouse 2.fcs,13,Nasal Tissue,2,13_2,70,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 3.fcs,CD45_EXP13_Nasal Tissue_Mouse 3.fcs,13,Nasal Tissue,3,13_3,71,Hh+IAV,48,M,1.48E+07,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 4.fcs,CD45_EXP13_Nasal Tissue_Mouse 4.fcs,13,Nasal Tissue,4,13_4,72,Hh+IAV,48,F,1.48E+07,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 5.fcs,CD45_EXP13_Nasal Tissue_Mouse 5.fcs,13,Nasal Tissue,5,13_5,73,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Nasal Tissue_Mouse 6.fcs,CD45_EXP13_Nasal Tissue_Mouse 6.fcs,13,Nasal Tissue,6,13_6,74,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP13_Spleen_Mouse 1.fcs,CD45_EXP13_Spleen_Mouse 1.fcs,13,Spleen,1,13_1,69,Saline+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Spleen_Mouse 2.fcs,CD45_EXP13_Spleen_Mouse 2.fcs,13,Spleen,2,13_2,70,Saline+IAV,48,F,NA,NA,NA,NA,NA
EXP13_Spleen_Mouse 3.fcs,CD45_EXP13_Spleen_Mouse 3.fcs,13,Spleen,3,13_3,71,Hh+IAV,48,M,1.48E+07,NA,NA,NA,NA
EXP13_Spleen_Mouse 4.fcs,CD45_EXP13_Spleen_Mouse 4.fcs,13,Spleen,4,13_4,72,Hh+IAV,48,F,1.48E+07,NA,NA,NA,NA
EXP13_Spleen_Mouse 5.fcs,CD45_EXP13_Spleen_Mouse 5.fcs,13,Spleen,5,13_5,73,Pam1ug+IAV,48,M,NA,NA,NA,NA,NA
EXP13_Spleen_Mouse 6.fcs,CD45_EXP13_Spleen_Mouse 6.fcs,13,Spleen,6,13_6,74,Pam1ug+IAV,48,F,NA,NA,NA,NA,NA
EXP14_Lung_Mouse 1.fcs,CD45_EXP14_Lung_Mouse 1.fcs,14,Lung,1,14_1,75,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Lung_Mouse 2.fcs,CD45_EXP14_Lung_Mouse 2.fcs,14,Lung,2,14_2,76,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP14_Lung_Mouse 3.fcs,CD45_EXP14_Lung_Mouse 3.fcs,14,Lung,3,14_3,77,Hh+IAV,72,M,1.48E+07,NA,NA,NA,NA
EXP14_Lung_Mouse 4.fcs,CD45_EXP14_Lung_Mouse 4.fcs,14,Lung,4,14_4,78,Hh+IAV,72,F,1.48E+07,NA,NA,NA,NA
EXP14_Lung_Mouse 5.fcs,CD45_EXP14_Lung_Mouse 5.fcs,14,Lung,5,14_5,79,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Lung_Mouse 6.fcs,CD45_EXP14_Lung_Mouse 6.fcs,14,Lung,6,14_6,80,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 1.fcs,CD45_EXP14_Nasal Tissue_Mouse 1.fcs,14,Nasal Tissue,1,14_1,75,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 2.fcs,CD45_EXP14_Nasal Tissue_Mouse 2.fcs,14,Nasal Tissue,2,14_2,76,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 3.fcs,CD45_EXP14_Nasal Tissue_Mouse 3.fcs,14,Nasal Tissue,3,14_3,77,Hh+IAV,72,M,1.48E+07,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 4.fcs,CD45_EXP14_Nasal Tissue_Mouse 4.fcs,14,Nasal Tissue,4,14_4,78,Hh+IAV,72,F,1.48E+07,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 5.fcs,CD45_EXP14_Nasal Tissue_Mouse 5.fcs,14,Nasal Tissue,5,14_5,79,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Nasal Tissue_Mouse 6.fcs,CD45_EXP14_Nasal Tissue_Mouse 6.fcs,14,Nasal Tissue,6,14_6,80,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP14_Spleen_Mouse 1.fcs,CD45_EXP14_Spleen_Mouse 1.fcs,14,Spleen,1,14_1,75,Saline+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Spleen_Mouse 2.fcs,CD45_EXP14_Spleen_Mouse 2.fcs,14,Spleen,2,14_2,76,Saline+IAV,72,F,NA,NA,NA,NA,NA
EXP14_Spleen_Mouse 3.fcs,CD45_EXP14_Spleen_Mouse 3.fcs,14,Spleen,3,14_3,77,Hh+IAV,72,M,1.48E+07,NA,NA,NA,NA
EXP14_Spleen_Mouse 4.fcs,CD45_EXP14_Spleen_Mouse 4.fcs,14,Spleen,4,14_4,78,Hh+IAV,72,F,1.48E+07,NA,NA,NA,NA
EXP14_Spleen_Mouse 5.fcs,CD45_EXP14_Spleen_Mouse 5.fcs,14,Spleen,5,14_5,79,Pam1ug+IAV,72,M,NA,NA,NA,NA,NA
EXP14_Spleen_Mouse 6.fcs,CD45_EXP14_Spleen_Mouse 6.fcs,14,Spleen,6,14_6,80,Pam1ug+IAV,72,F,NA,NA,NA,NA,NA
EXP15_Lung_Mouse 1.fcs,CD45_EXP15_Lung_Mouse 1.fcs,15,Lung,1,15_1,81,Saline,48,M,NA,NA,NA,NA,NA
EXP15_Lung_Mouse 2.fcs,CD45_EXP15_Lung_Mouse 2.fcs,15,Lung,2,15_2,82,Saline,48,F,NA,NA,NA,NA,NA
EXP15_Lung_Mouse 3.fcs,CD45_EXP15_Lung_Mouse 3.fcs,15,Lung,3,15_3,83,Hh,48,M,6.00E+07,NA,NA,NA,NA
EXP15_Lung_Mouse 4.fcs,CD45_EXP15_Lung_Mouse 4.fcs,15,Lung,4,15_4,84,Hh,48,F,6.00E+07,NA,NA,NA,NA
EXP15_Lung_Mouse 5.fcs,CD45_EXP15_Lung_Mouse 5.fcs,15,Lung,5,15_5,85,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP15_Lung_Mouse 6.fcs,CD45_EXP15_Lung_Mouse 6.fcs,15,Lung,6,15_6,86,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 1.fcs,CD45_EXP15_Nasal Tissue_Mouse 1.fcs,15,Nasal Tissue,1,15_1,81,Saline,48,M,NA,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 2.fcs,CD45_EXP15_Nasal Tissue_Mouse 2.fcs,15,Nasal Tissue,2,15_2,82,Saline,48,F,NA,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 3.fcs,CD45_EXP15_Nasal Tissue_Mouse 3.fcs,15,Nasal Tissue,3,15_3,83,Hh,48,M,6.00E+07,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 4.fcs,CD45_EXP15_Nasal Tissue_Mouse 4.fcs,15,Nasal Tissue,4,15_4,84,Hh,48,F,6.00E+07,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 5.fcs,CD45_EXP15_Nasal Tissue_Mouse 5.fcs,15,Nasal Tissue,5,15_5,85,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP15_Nasal Tissue_Mouse 6.fcs,CD45_EXP15_Nasal Tissue_Mouse 6.fcs,15,Nasal Tissue,6,15_6,86,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP15_Spleen_Mouse 1.fcs,CD45_EXP15_Spleen_Mouse 1.fcs,15,Spleen,1,15_1,81,Saline,48,M,NA,NA,NA,NA,NA
EXP15_Spleen_Mouse 2.fcs,CD45_EXP15_Spleen_Mouse 2.fcs,15,Spleen,2,15_2,82,Saline,48,F,NA,NA,NA,NA,NA
EXP15_Spleen_Mouse 3.fcs,CD45_EXP15_Spleen_Mouse 3.fcs,15,Spleen,3,15_3,83,Hh,48,M,6.00E+07,NA,NA,NA,NA
EXP15_Spleen_Mouse 4.fcs,CD45_EXP15_Spleen_Mouse 4.fcs,15,Spleen,4,15_4,84,Hh,48,F,6.00E+07,NA,NA,NA,NA
EXP15_Spleen_Mouse 5.fcs,CD45_EXP15_Spleen_Mouse 5.fcs,15,Spleen,5,15_5,85,Pam1ug,48,M,NA,NA,NA,NA,NA
EXP15_Spleen_Mouse 6.fcs,CD45_EXP15_Spleen_Mouse 6.fcs,15,Spleen,6,15_6,86,Pam1ug,48,F,NA,NA,NA,NA,NA
EXP16_Lung_Mouse 1.fcs,CD45_EXP16_Lung_Mouse 1.fcs,16,Lung,1,16_1,87,Saline,72,M,NA,NA,NA,NA,NA
EXP16_Lung_Mouse 2.fcs,CD45_EXP16_Lung_Mouse 2.fcs,16,Lung,2,16_2,88,Saline,72,F,NA,NA,NA,NA,NA
EXP16_Lung_Mouse 3.fcs,CD45_EXP16_Lung_Mouse 3.fcs,16,Lung,3,16_3,89,Hh,72,M,6.00E+07,NA,NA,NA,NA
