Tissue,Timepoint,Treatment,Cell_ID,Total_idPerSample,Total_evtsPerSample,Proportion_idPerSample,For_Vlookup,Sample_ID
Lung,6,Saline,Ly6C-CD8+ T-cells,5594,39873,0.140295438,10_2,2
Lung,6,Saline,Ly6C+CD8+ T-cells,2636,39873,0.066109899,10_2,2
Lung,6,Saline,Drop,3456,39873,0.086675194,10_2,2
Lung,6,Saline,Ly6C- NK cells,2312,39873,0.0579841,10_2,2
Lung,6,Saline,Monocytes,257,39873,0.006445464,10_2,2
Lung,6,Saline,Ly6C+ NK cells,1980,39873,0.049657663,10_2,2
Lung,6,Saline,Unknown Myeloid,1657,39873,0.041556943,10_2,2
Lung,6,Saline,Ly6C(hi)CD64(hi) Monocytes,328,39873,0.008226118,10_2,2
Lung,6,Saline,Neutrophils,72,39873,0.001805733,10_2,2
Lung,6,Saline,cDC2,36,39873,0.000902867,10_2,2
Lung,6,Saline,CD206+ Macrophages,148,39873,0.003711785,10_2,2
Lung,6,Saline,CD103+CD4+ T-cells,380,39873,0.009530259,10_2,2
Lung,6,Saline,cDC1,111,39873,0.002783839,10_2,2
Lung,6,Saline,pDCs,161,39873,0.00403782,10_2,2
Lung,6,Saline,CD64+MHCII- Macrophages,8,39873,0.000200637,10_2,2
Lung,6,Pam1ug,CD4+ T-cells,9786,44189,0.221457829,10_3,4
Lung,6,Pam1ug,Ly6C+CD8+ T-cells,1927,44189,0.043608138,10_3,4
Lung,6,Pam1ug,B-cells,11632,44189,0.263232931,10_3,4
Lung,6,Pam1ug,Ly6C-CD8+ T-cells,1993,44189,0.045101722,10_3,4
Lung,6,Pam1ug,Drop,3224,44189,0.072959334,10_3,4
Lung,6,Pam1ug,Unknown Myeloid,1639,44189,0.037090679,10_3,4
Lung,6,Pam1ug,Ly6C- NK cells,2152,44189,0.048699903,10_3,4
Lung,6,Pam1ug,Neutrophils,5059,44189,0.114485505,10_3,4
Lung,6,Pam1ug,Monocytes,1380,44189,0.031229492,10_3,4
Lung,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1678,44189,0.037973251,10_3,4
Lung,6,Pam1ug,moDCs,872,44189,0.019733418,10_3,4
Lung,6,Pam1ug,Ly6C+ NK cells,1876,44189,0.042454004,10_3,4
Lung,6,Pam1ug,CD103+CD4+ T-cells,393,44189,0.008893616,10_3,4
Lung,6,Pam1ug,pDCs,160,44189,0.003620811,10_3,4
Lung,6,Pam1ug,cDC1,178,44189,0.004028152,10_3,4
Lung,6,Pam1ug,CD206+ Macrophages,187,44189,0.004231822,10_3,4
Lung,6,Pam1ug,CD64+MHCII- Macrophages,19,44189,0.000429971,10_3,4
Lung,6,Pam1ug,cDC2,34,44189,0.000769422,10_3,4
Lung,6,Pam1ug,CD4+ T-cells,10970,48097,0.228080753,10_4,5
Lung,6,Pam1ug,Neutrophils,5845,48097,0.121525251,10_4,5
Lung,6,Pam1ug,B-cells,11304,48097,0.235025054,10_4,5
Lung,6,Pam1ug,Drop,3560,48097,0.07401709,10_4,5
Lung,6,Pam1ug,Unknown Myeloid,2515,48097,0.052290164,10_4,5
Lung,6,Pam1ug,Ly6C+CD8+ T-cells,2137,48097,0.044431046,10_4,5
Lung,6,Pam1ug,Ly6C-CD8+ T-cells,1989,48097,0.041353931,10_4,5
Lung,6,Pam1ug,Ly6C+ NK cells,1971,48097,0.040979687,10_4,5
Lung,6,Pam1ug,moDCs,1235,48097,0.025677277,10_4,5
Lung,6,Pam1ug,pDCs,133,48097,0.002765245,10_4,5
Lung,6,Pam1ug,Ly6C- NK cells,2182,48097,0.045366655,10_4,5
Lung,6,Pam1ug,Monocytes,1286,48097,0.026737634,10_4,5
Lung,6,Pam1ug,cDC1,185,48097,0.003846394,10_4,5
Lung,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2023,48097,0.042060835,10_4,5
Lung,6,Pam1ug,CD103+CD4+ T-cells,432,48097,0.008981849,10_4,5
Lung,6,Pam1ug,CD206+ Macrophages,249,48097,0.005177038,10_4,5
Lung,6,Pam1ug,cDC2,64,48097,0.001330644,10_4,5
Lung,6,Pam1ug,CD64+MHCII- Macrophages,17,48097,0.000353452,10_4,5
Lung,6,Pam1ug,Neutrophils,2226,33308,0.066830791,10_5,6
Lung,6,Pam1ug,CD4+ T-cells,6476,33308,0.194427765,10_5,6
Lung,6,Pam1ug,B-cells,10702,33308,0.321304191,10_5,6
Lung,6,Pam1ug,moDCs,659,33308,0.019785037,10_5,6
Lung,6,Pam1ug,cDC1,102,33308,0.003062327,10_5,6
Lung,6,Pam1ug,Ly6C+CD8+ T-cells,1516,33308,0.045514591,10_5,6
Lung,6,Pam1ug,Ly6C- NK cells,1975,33308,0.059295064,10_5,6
Lung,6,Pam1ug,Drop,2025,33308,0.060796205,10_5,6
Lung,6,Pam1ug,Ly6C-CD8+ T-cells,1439,33308,0.043202834,10_5,6
Lung,6,Pam1ug,Unknown Myeloid,1393,33308,0.041821785,10_5,6
Lung,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1560,33308,0.046835595,10_5,6
Lung,6,Pam1ug,Monocytes,1302,33308,0.039089708,10_5,6
Lung,6,Pam1ug,Ly6C+ NK cells,1253,33308,0.03761859,10_5,6
Lung,6,Pam1ug,CD103+CD4+ T-cells,309,33308,0.009277051,10_5,6
Lung,6,Pam1ug,pDCs,210,33308,0.006304792,10_5,6
Lung,6,Pam1ug,CD206+ Macrophages,90,33308,0.002702054,10_5,6
Lung,6,Pam1ug,cDC2,61,33308,0.001831392,10_5,6
Lung,6,Pam1ug,CD64+MHCII- Macrophages,10,33308,0.000300228,10_5,6
Nasal Tissue,6,Saline,Neutrophils,15602,66221,0.23560502,10_1,1
Nasal Tissue,6,Saline,B-cells,35559,66221,0.536974676,10_1,1
Nasal Tissue,6,Saline,Monocytes,1570,66221,0.023708491,10_1,1
Nasal Tissue,6,Saline,Unknown Myeloid,2318,66221,0.035004002,10_1,1
Nasal Tissue,6,Saline,pDCs,1142,66221,0.017245285,10_1,1
Nasal Tissue,6,Saline,Drop,3650,66221,0.055118467,10_1,1
Nasal Tissue,6,Saline,Ly6C- NK cells,1268,66221,0.019148004,10_1,1
Nasal Tissue,6,Saline,Ly6C(hi)CD64(hi) Monocytes,2964,66221,0.044759215,10_1,1
Nasal Tissue,6,Saline,Ly6C+ NK cells,272,66221,0.004107458,10_1,1
Nasal Tissue,6,Saline,CD4+ T-cells,580,66221,0.008758551,10_1,1
Nasal Tissue,6,Saline,CD206+ Macrophages,558,66221,0.00842633,10_1,1
Nasal Tissue,6,Saline,CD103+CD4+ T-cells,131,66221,0.001978224,10_1,1
Nasal Tissue,6,Saline,Ly6C-CD8+ T-cells,238,66221,0.003594026,10_1,1
Nasal Tissue,6,Saline,Ly6C+CD8+ T-cells,249,66221,0.003760137,10_1,1
Nasal Tissue,6,Saline,cDC1,17,66221,0.000256716,10_1,1
Nasal Tissue,6,Saline,CD64+MHCII- Macrophages,60,66221,0.000906057,10_1,1
Nasal Tissue,6,Saline,cDC2,34,66221,0.000513432,10_1,1
Nasal Tissue,6,Saline,moDCs,9,66221,0.000135909,10_1,1
Nasal Tissue,6,Saline,B-cells,25437,45475,0.559362287,10_2,2
Nasal Tissue,6,Saline,Neutrophils,8334,45475,0.183265531,10_2,2
Nasal Tissue,6,Saline,Ly6C(hi)CD64(hi) Monocytes,2148,45475,0.047234744,10_2,2
Nasal Tissue,6,Saline,Unknown Myeloid,1855,45475,0.040791644,10_2,2
Nasal Tissue,6,Saline,Drop,2339,45475,0.051434854,10_2,2
Nasal Tissue,6,Saline,Ly6C- NK cells,867,45475,0.019065421,10_2,2
Nasal Tissue,6,Saline,CD206+ Macrophages,767,45475,0.01686641,10_2,2
Nasal Tissue,6,Saline,CD4+ T-cells,969,45475,0.021308411,10_2,2
Nasal Tissue,6,Saline,pDCs,734,45475,0.016140737,10_2,2
Nasal Tissue,6,Saline,Monocytes,1001,45475,0.022012095,10_2,2
Nasal Tissue,6,Saline,CD103+CD4+ T-cells,162,45475,0.003562397,10_2,2
Nasal Tissue,6,Saline,Ly6C+CD8+ T-cells,267,45475,0.005871358,10_2,2
Nasal Tissue,6,Saline,Ly6C-CD8+ T-cells,219,45475,0.004815833,10_2,2
Nasal Tissue,6,Saline,Ly6C+ NK cells,206,45475,0.004529962,10_2,2
Nasal Tissue,6,Saline,CD64+MHCII- Macrophages,107,45475,0.002352941,10_2,2
Nasal Tissue,6,Saline,cDC1,43,45475,0.000945574,10_2,2
Nasal Tissue,6,Saline,cDC2,17,45475,0.000373832,10_2,2
Nasal Tissue,6,Saline,moDCs,3,45475,6.59703E-05,10_2,2
Nasal Tissue,6,Pam1ug,B-cells,35854,63195,0.567355012,10_3,4
Nasal Tissue,6,Pam1ug,Neutrophils,12419,63195,0.196518712,10_3,4
Nasal Tissue,6,Pam1ug,Monocytes,2486,63195,0.039338555,10_3,4
Nasal Tissue,6,Pam1ug,Drop,2801,63195,0.044323127,10_3,4
Nasal Tissue,6,Pam1ug,Ly6C+ NK cells,349,63195,0.005522589,10_3,4
Nasal Tissue,6,Pam1ug,CD206+ Macrophages,540,63195,0.00854498,10_3,4
Nasal Tissue,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2738,63195,0.043326213,10_3,4
Nasal Tissue,6,Pam1ug,Unknown Myeloid,2416,63195,0.038230873,10_3,4
Nasal Tissue,6,Pam1ug,CD4+ T-cells,818,63195,0.012944062,10_3,4
Nasal Tissue,6,Pam1ug,Ly6C- NK cells,1262,63195,0.019969934,10_3,4
Nasal Tissue,6,Pam1ug,Ly6C-CD8+ T-cells,258,63195,0.004082601,10_3,4
Nasal Tissue,6,Pam1ug,CD103+CD4+ T-cells,301,63195,0.004763035,10_3,4
Nasal Tissue,6,Pam1ug,pDCs,615,63195,0.009731783,10_3,4
Nasal Tissue,6,Pam1ug,Ly6C+CD8+ T-cells,242,63195,0.003829417,10_3,4
Nasal Tissue,6,Pam1ug,cDC1,24,63195,0.000379777,10_3,4
Nasal Tissue,6,Pam1ug,CD64+MHCII- Macrophages,58,63195,0.000917794,10_3,4
Nasal Tissue,6,Pam1ug,cDC2,12,63195,0.000189888,10_3,4
Nasal Tissue,6,Pam1ug,moDCs,2,63195,3.16481E-05,10_3,3
Nasal Tissue,6,Pam1ug,B-cells,39652,75059,0.528277755,10_4,5
Nasal Tissue,6,Pam1ug,Neutrophils,14358,75059,0.191289519,10_4,5
Nasal Tissue,6,Pam1ug,cDC1,32,75059,0.000426331,10_4,5
Nasal Tissue,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,4181,75059,0.055702847,10_4,5
Nasal Tissue,6,Pam1ug,Ly6C+CD8+ T-cells,422,75059,0.005622244,10_4,5
Nasal Tissue,6,Pam1ug,Unknown Myeloid,2646,75059,0.035252268,10_4,5
Nasal Tissue,6,Pam1ug,Drop,3878,75059,0.051666023,10_4,5
Nasal Tissue,6,Pam1ug,Monocytes,3042,75059,0.040528118,10_4,5
Nasal Tissue,6,Pam1ug,Ly6C- NK cells,1576,75059,0.020996816,10_4,5
Nasal Tissue,6,Pam1ug,CD4+ T-cells,2050,75059,0.027311848,10_4,5
Nasal Tissue,6,Pam1ug,CD103+CD4+ T-cells,833,75059,0.011097936,10_4,5
Nasal Tissue,6,Pam1ug,Ly6C+ NK cells,436,75059,0.005808764,10_4,5
Nasal Tissue,6,Pam1ug,pDCs,675,75059,0.008992926,10_4,5
Nasal Tissue,6,Pam1ug,CD206+ Macrophages,512,75059,0.006821301,10_4,5
Nasal Tissue,6,Pam1ug,Ly6C-CD8+ T-cells,640,75059,0.008526626,10_4,5
Nasal Tissue,6,Pam1ug,CD64+MHCII- Macrophages,94,75059,0.001252348,10_4,5
Nasal Tissue,6,Pam1ug,cDC2,29,75059,0.000386363,10_4,5
Nasal Tissue,6,Pam1ug,moDCs,3,75059,3.99686E-05,10_4,4
Nasal Tissue,6,Pam1ug,B-cells,17343,33962,0.510658972,10_5,6
Nasal Tissue,6,Pam1ug,Neutrophils,7062,33962,0.207938284,10_5,6
Nasal Tissue,6,Pam1ug,Drop,2063,33962,0.060744361,10_5,6
Nasal Tissue,6,Pam1ug,Unknown Myeloid,1154,33962,0.033979153,10_5,6
Nasal Tissue,6,Pam1ug,pDCs,553,33962,0.016282904,10_5,6
Nasal Tissue,6,Pam1ug,CD64+MHCII- Macrophages,54,33962,0.001590012,10_5,6
Nasal Tissue,6,Pam1ug,Monocytes,1406,33962,0.041399211,10_5,6
Nasal Tissue,6,Pam1ug,Ly6C- NK cells,757,33962,0.022289618,10_5,6
Nasal Tissue,6,Pam1ug,CD4+ T-cells,432,33962,0.012720099,10_5,6
Nasal Tissue,6,Pam1ug,Ly6C+CD8+ T-cells,141,33962,0.004151699,10_5,6
Nasal Tissue,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,2099,33962,0.06180437,10_5,6
Nasal Tissue,6,Pam1ug,CD103+CD4+ T-cells,138,33962,0.004063365,10_5,6
Nasal Tissue,6,Pam1ug,CD206+ Macrophages,465,33962,0.013691773,10_5,6
Nasal Tissue,6,Pam1ug,cDC1,21,33962,0.000618338,10_5,6
Nasal Tissue,6,Pam1ug,Ly6C-CD8+ T-cells,100,33962,0.002944467,10_5,6
Nasal Tissue,6,Pam1ug,Ly6C+ NK cells,143,33962,0.004210588,10_5,6
Nasal Tissue,6,Pam1ug,cDC2,27,33962,0.000795006,10_5,6
Nasal Tissue,6,Pam1ug,moDCs,4,33962,0.000117779,10_5,5
Spleen,6,Saline,B-cells,58711,118391,0.495907628,10_1,1
Spleen,6,Saline,CD4+ T-cells,28972,118391,0.244714548,10_1,1
Spleen,6,Saline,Drop,3167,118391,0.026750344,10_1,1
Spleen,6,Saline,cDC1,469,118391,0.00396145,10_1,1
Spleen,6,Saline,Ly6C+CD8+ T-cells,8942,118391,0.07552939,10_1,1
Spleen,6,Saline,Neutrophils,1221,118391,0.010313284,10_1,1
Spleen,6,Saline,Ly6C-CD8+ T-cells,9195,118391,0.077666377,10_1,1
Spleen,6,Saline,Ly6C- NK cells,1690,118391,0.014274734,10_1,1
Spleen,6,Saline,Ly6C+ NK cells,1007,118391,0.008505714,10_1,1
Spleen,6,Saline,CD206+ Macrophages,1135,118391,0.009586877,10_1,1
Spleen,6,Saline,Unknown Myeloid,1044,118391,0.008818238,10_1,1
Spleen,6,Saline,cDC2,962,118391,0.008125618,10_1,1
Spleen,6,Saline,Ly6C(hi)CD64(hi) Monocytes,236,118391,0.001993395,10_1,1
Spleen,6,Saline,CD103+CD4+ T-cells,614,118391,0.005186205,10_1,1
Spleen,6,Saline,Monocytes,251,118391,0.002120094,10_1,1
Spleen,6,Saline,pDCs,767,118391,0.006478533,10_1,1
Spleen,6,Saline,moDCs,6,118391,5.06795E-05,10_1,1
Spleen,6,Saline,CD64+MHCII- Macrophages,2,118391,1.68932E-05,10_1,1
Spleen,6,Saline,B-cells,70956,136789,0.518725921,10_2,2
Spleen,6,Saline,CD4+ T-cells,30205,136789,0.220814539,10_2,2
Spleen,6,Saline,cDC2,985,136789,0.007200871,10_2,2
Spleen,6,Saline,Ly6C+CD8+ T-cells,11176,136789,0.081702476,10_2,2
Spleen,6,Saline,Ly6C+ NK cells,1290,136789,0.009430583,10_2,2
Spleen,6,Saline,Drop,4299,136789,0.031427966,10_2,2
Spleen,6,Saline,Ly6C-CD8+ T-cells,10195,136789,0.074530847,10_2,2
Spleen,6,Saline,cDC1,397,136789,0.00290228,10_2,2
Spleen,6,Saline,CD206+ Macrophages,1812,136789,0.013246679,10_2,2
Spleen,6,Saline,Unknown Myeloid,976,136789,0.007135077,10_2,2
Spleen,6,Saline,CD103+CD4+ T-cells,806,136789,0.005892287,10_2,2
Spleen,6,Saline,Neutrophils,350,136789,0.002558685,10_2,2
Spleen,6,Saline,Ly6C- NK cells,2005,136789,0.014657611,10_2,2
Spleen,6,Saline,pDCs,758,136789,0.005541381,10_2,2
Spleen,6,Saline,Ly6C(hi)CD64(hi) Monocytes,290,136789,0.002120054,10_2,2
Spleen,6,Saline,Monocytes,284,136789,0.00207619,10_2,2
Spleen,6,Saline,CD64+MHCII- Macrophages,2,136789,1.46211E-05,10_2,2
Spleen,6,Saline,moDCs,3,136789,2.19316E-05,10_2,2
Spleen,6,Pam1ug,CD4+ T-cells,59095,247296,0.238964642,10_3,4
Spleen,6,Pam1ug,Neutrophils,7930,247296,0.032066835,10_3,4
Spleen,6,Pam1ug,Drop,5120,247296,0.020703934,10_3,4
Spleen,6,Pam1ug,B-cells,120539,247296,0.487428021,10_3,4
Spleen,6,Pam1ug,Ly6C-CD8+ T-cells,20788,247296,0.084061206,10_3,4
Spleen,6,Pam1ug,Ly6C+CD8+ T-cells,18817,247296,0.076091,10_3,4
Spleen,6,Pam1ug,CD206+ Macrophages,1914,247296,0.007739713,10_3,4
Spleen,6,Pam1ug,pDCs,1143,247296,0.004621991,10_3,4
Spleen,6,Pam1ug,CD103+CD4+ T-cells,1250,247296,0.005054671,10_3,4
Spleen,6,Pam1ug,Unknown Myeloid,1371,247296,0.005543964,10_3,4
Spleen,6,Pam1ug,cDC2,2053,247296,0.008301792,10_3,4
Spleen,6,Pam1ug,Ly6C+ NK cells,2024,247296,0.008184524,10_3,4
Spleen,6,Pam1ug,Ly6C- NK cells,3102,247296,0.012543672,10_3,4
Spleen,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,604,247296,0.002442417,10_3,4
Spleen,6,Pam1ug,cDC1,853,247296,0.003449308,10_3,4
Spleen,6,Pam1ug,Monocytes,683,247296,0.002761872,10_3,4
Spleen,6,Pam1ug,moDCs,6,247296,2.42624E-05,10_3,4
Spleen,6,Pam1ug,CD64+MHCII- Macrophages,4,247296,1.61749E-05,10_3,4
Spleen,6,Pam1ug,B-cells,83047,156743,0.529829083,10_4,5
Spleen,6,Pam1ug,Ly6C-CD8+ T-cells,10089,156743,0.064366511,10_4,5
Spleen,6,Pam1ug,CD4+ T-cells,34426,156743,0.219633413,10_4,5
Spleen,6,Pam1ug,Ly6C+CD8+ T-cells,11232,156743,0.071658702,10_4,5
Spleen,6,Pam1ug,Drop,3284,156743,0.020951494,10_4,5
Spleen,6,Pam1ug,Ly6C- NK cells,1773,156743,0.01131151,10_4,5
Spleen,6,Pam1ug,Neutrophils,5528,156743,0.035267923,10_4,5
Spleen,6,Pam1ug,Unknown Myeloid,844,156743,0.00538461,10_4,5
Spleen,6,Pam1ug,cDC2,1124,156743,0.007170974,10_4,5
Spleen,6,Pam1ug,cDC1,453,156743,0.002890081,10_4,5
Spleen,6,Pam1ug,CD206+ Macrophages,1222,156743,0.007796201,10_4,5
Spleen,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,462,156743,0.0029475,10_4,5
Spleen,6,Pam1ug,pDCs,862,156743,0.005499448,10_4,5
Spleen,6,Pam1ug,CD103+CD4+ T-cells,922,156743,0.00588224,10_4,5
Spleen,6,Pam1ug,Ly6C+ NK cells,1141,156743,0.007279432,10_4,5
Spleen,6,Pam1ug,Monocytes,320,156743,0.002041558,10_4,5
Spleen,6,Pam1ug,CD64+MHCII- Macrophages,13,156743,8.29383E-05,10_4,5
Spleen,6,Pam1ug,moDCs,1,156743,6.37987E-06,10_4,5
Spleen,6,Pam1ug,B-cells,85137,160575,0.530200841,10_5,6
Spleen,6,Pam1ug,Neutrophils,6182,160575,0.038499144,10_5,6
Spleen,6,Pam1ug,cDC2,1506,160575,0.009378795,10_5,6
Spleen,6,Pam1ug,Ly6C+CD8+ T-cells,11495,160575,0.071586486,10_5,6
Spleen,6,Pam1ug,CD206+ Macrophages,2043,160575,0.012723027,10_5,6
Spleen,6,Pam1ug,CD4+ T-cells,31869,160575,0.198468006,10_5,6
Spleen,6,Pam1ug,Ly6C-CD8+ T-cells,10177,160575,0.063378484,10_5,6
Spleen,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,820,160575,0.005106648,10_5,6
Spleen,6,Pam1ug,Monocytes,653,160575,0.004066636,10_5,6
Spleen,6,Pam1ug,CD103+CD4+ T-cells,773,160575,0.00481395,10_5,6
Spleen,6,Pam1ug,Drop,3257,160575,0.020283357,10_5,6
Spleen,6,Pam1ug,Unknown Myeloid,1290,160575,0.008033629,10_5,6
Spleen,6,Pam1ug,Ly6C+ NK cells,1215,160575,0.007566558,10_5,6
Spleen,6,Pam1ug,Ly6C- NK cells,2482,160575,0.015456952,10_5,6
Spleen,6,Pam1ug,pDCs,1018,160575,0.006339717,10_5,6
Spleen,6,Pam1ug,moDCs,6,160575,3.73657E-05,10_5,6
Spleen,6,Pam1ug,cDC1,650,160575,0.004047953,10_5,6
Spleen,6,Pam1ug,CD64+MHCII- Macrophages,2,160575,1.24552E-05,10_5,6
Lung,24,Saline,B-cells,39032,78398,0.497869844,11_1,1
Lung,24,Saline,Ly6C- NK cells,3270,78398,0.041710248,11_1,1
Lung,24,Saline,CD4+ T-cells,12163,78398,0.155144264,11_1,1
Lung,24,Saline,Ly6C+ NK cells,2477,78398,0.031595194,11_1,1
Lung,24,Saline,Ly6C-CD8+ T-cells,2371,78398,0.030243118,11_1,1
Lung,24,Saline,Unknown Myeloid,3983,78398,0.050804867,11_1,1
Lung,24,Saline,Drop,3827,78398,0.048815021,11_1,1
Lung,24,Saline,Monocytes,1520,78398,0.01938825,11_1,1
Lung,24,Saline,Neutrophils,2218,78398,0.028291538,11_1,1
Lung,24,Saline,CD206+ Macrophages,414,78398,0.005280747,11_1,1
Lung,24,Saline,Ly6C+CD8+ T-cells,3604,78398,0.04597056,11_1,1
Lung,24,Saline,CD103+CD4+ T-cells,392,78398,0.005000128,11_1,1
Lung,24,Saline,Ly6C(hi)CD64(hi) Monocytes,1506,78398,0.019209674,11_1,1
Lung,24,Saline,moDCs,882,78398,0.011250287,11_1,1
Lung,24,Saline,cDC2,126,78398,0.001607184,11_1,1
Lung,24,Saline,cDC1,159,78398,0.002028113,11_1,1
Lung,24,Saline,pDCs,408,78398,0.005204214,11_1,1
Lung,24,Saline,CD64+MHCII- Macrophages,46,78398,0.00058675,11_1,1
Lung,24,Saline,B-cells,16674,42527,0.392080325,11_2,2
Lung,24,Saline,Unknown Myeloid,2193,42527,0.05156724,11_2,2
Lung,24,Saline,Ly6C+ NK cells,2407,42527,0.056599337,11_2,2
Lung,24,Saline,CD4+ T-cells,9624,42527,0.22630329,11_2,2
Lung,24,Saline,Drop,2306,42527,0.054224375,11_2,2
Lung,24,Saline,Ly6C-CD8+ T-cells,1983,42527,0.0466292,11_2,2
Lung,24,Saline,Ly6C- NK cells,1818,42527,0.042749312,11_2,2
Lung,24,Saline,Ly6C+CD8+ T-cells,2529,42527,0.059468103,11_2,2
Lung,24,Saline,Neutrophils,761,42527,0.017894514,11_2,2
Lung,24,Saline,Ly6C(hi)CD64(hi) Monocytes,523,42527,0.012298069,11_2,2
Lung,24,Saline,moDCs,354,42527,0.008324123,11_2,2
Lung,24,Saline,Monocytes,459,42527,0.010793143,11_2,2
Lung,24,Saline,CD103+CD4+ T-cells,333,42527,0.00783032,11_2,2
Lung,24,Saline,CD206+ Macrophages,212,42527,0.004985068,11_2,2
Lung,24,Saline,pDCs,146,42527,0.003433113,11_2,2
Lung,24,Saline,CD64+MHCII- Macrophages,19,42527,0.000446775,11_2,2
Lung,24,Saline,cDC1,134,42527,0.003150939,11_2,2
Lung,24,Saline,cDC2,52,42527,0.001222753,11_2,2
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,2462,54832,0.044900788,11_3,1
Lung,24,Pam1ug,Neutrophils,18820,54832,0.343230231,11_3,1
Lung,24,Pam1ug,Drop,2868,54832,0.052305223,11_3,1
Lung,24,Pam1ug,CD4+ T-cells,7017,54832,0.127972717,11_3,1
Lung,24,Pam1ug,moDCs,439,54832,0.008006274,11_3,1
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,917,54832,0.016723811,11_3,1
Lung,24,Pam1ug,B-cells,12716,54832,0.231908375,11_3,1
Lung,24,Pam1ug,Ly6C+ NK cells,1752,54832,0.031952145,11_3,1
Lung,24,Pam1ug,Monocytes,483,54832,0.008808725,11_3,1
Lung,24,Pam1ug,Unknown Myeloid,1678,54832,0.030602568,11_3,1
Lung,24,Pam1ug,CD206+ Macrophages,300,54832,0.005471258,11_3,1
Lung,24,Pam1ug,Ly6C- NK cells,2420,54832,0.044134812,11_3,1
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,1252,54832,0.022833382,11_3,1
Lung,24,Pam1ug,pDCs,349,54832,0.006364896,11_3,1
Lung,24,Pam1ug,CD103+CD4+ T-cells,932,54832,0.016997374,11_3,1
Lung,24,Pam1ug,cDC1,150,54832,0.002735629,11_3,1
Lung,24,Pam1ug,cDC2,186,54832,0.00339218,11_3,1
Lung,24,Pam1ug,CD64+MHCII- Macrophages,91,54832,0.001659615,11_3,1
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,3325,103372,0.032165383,11_4,2
Lung,24,Pam1ug,Neutrophils,8803,103372,0.085158457,11_4,2
Lung,24,Pam1ug,Ly6C- NK cells,4167,103372,0.040310722,11_4,2
Lung,24,Pam1ug,B-cells,45023,103372,0.435543474,11_4,2
Lung,24,Pam1ug,CD4+ T-cells,16820,103372,0.162713307,11_4,2
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,4978,103372,0.048156174,11_4,2
Lung,24,Pam1ug,Drop,6276,103372,0.060712766,11_4,2
Lung,24,Pam1ug,Ly6C+ NK cells,3987,103372,0.038569439,11_4,2
Lung,24,Pam1ug,Unknown Myeloid,4122,103372,0.039875401,11_4,2
Lung,24,Pam1ug,moDCs,964,103372,0.009325543,11_4,2
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1284,103372,0.012421159,11_4,2
Lung,24,Pam1ug,CD103+CD4+ T-cells,703,103372,0.006800681,11_4,2
Lung,24,Pam1ug,cDC1,301,103372,0.002911814,11_4,2
Lung,24,Pam1ug,pDCs,624,103372,0.006036451,11_4,2
Lung,24,Pam1ug,CD206+ Macrophages,442,103372,0.004275819,11_4,2
Lung,24,Pam1ug,cDC2,135,103372,0.001305963,11_4,2
Lung,24,Pam1ug,Monocytes,1351,103372,0.013069303,11_4,2
Lung,24,Pam1ug,CD64+MHCII- Macrophages,67,103372,0.000648145,11_4,2
Lung,24,Pam1ug,B-cells,35205,89116,0.395046905,11_5,3
Lung,24,Pam1ug,Monocytes,1028,89116,0.011535527,11_5,3
Lung,24,Pam1ug,CD4+ T-cells,14420,89116,0.161811571,11_5,3
Lung,24,Pam1ug,Ly6C+ NK cells,4934,89116,0.05536604,11_5,3
Lung,24,Pam1ug,Drop,6156,89116,0.069078504,11_5,3
Lung,24,Pam1ug,Neutrophils,5632,89116,0.063198528,11_5,3
Lung,24,Pam1ug,Ly6C-CD8+ T-cells,3507,89116,0.039353203,11_5,3
Lung,24,Pam1ug,pDCs,566,89116,0.006351272,11_5,3
Lung,24,Pam1ug,Ly6C+CD8+ T-cells,3896,89116,0.0437183,11_5,3
Lung,24,Pam1ug,CD206+ Macrophages,398,89116,0.004466089,11_5,3
Lung,24,Pam1ug,Ly6C- NK cells,4676,89116,0.052470937,11_5,3
Lung,24,Pam1ug,CD103+CD4+ T-cells,588,89116,0.006598142,11_5,3
Lung,24,Pam1ug,Unknown Myeloid,5532,89116,0.062076395,11_5,3
Lung,24,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,1206,89116,0.013532923,11_5,3
Lung,24,Pam1ug,cDC1,250,89116,0.002805332,11_5,3
Lung,24,Pam1ug,moDCs,892,89116,0.010009426,11_5,3
Lung,24,Pam1ug,cDC2,157,89116,0.001761749,11_5,3
Lung,24,Pam1ug,CD64+MHCII- Macrophages,73,89116,0.000819157,11_5,3
