"","Cell_ID","Tissue","Timepoint","Treatment1","Treatment2","p.value","significance"
"14734","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Hh+NTHi",0.0821712942028985,""
"14735","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Pam1ug",0.894365011602877,""
"14736","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Pam1ug+IAV",0.912384464493132,""
"14737","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.823903570642493,""
"14738","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Pam1ug+NTHi",0.303549179672293,""
"14739","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Saline",0.721883344875713,""
"14740","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Saline+IAV",0.808475465222066,""
"14741","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Saline+IAV+NTHi",0.581392685087801,""
"14742","Ly6C- NK cells","Spleen","144","Hh+IAV+NTHi","Saline+NTHi",0.0154371852504635,"*"
"14743","Ly6C- NK cells","Spleen","144","Hh+NTHi","Pam1ug",0.0506004240251409,""
"14744","Ly6C- NK cells","Spleen","144","Hh+NTHi","Pam1ug+IAV",0.0539263313527192,""
"14745","Ly6C- NK cells","Spleen","144","Hh+NTHi","Pam1ug+IAV+NTHi",0.186506005666399,""
"14746","Ly6C- NK cells","Spleen","144","Hh+NTHi","Pam1ug+NTHi",0.721883344875713,""
"14747","Ly6C- NK cells","Spleen","144","Hh+NTHi","Saline",0.33010959942657,""
"14748","Ly6C- NK cells","Spleen","144","Hh+NTHi","Saline+IAV",0.186506005666399,""
"14749","Ly6C- NK cells","Spleen","144","Hh+NTHi","Saline+IAV+NTHi",0.471643250786159,""
"14750","Ly6C- NK cells","Spleen","144","Hh+NTHi","Saline+NTHi",0.720032687366025,""
"14751","Ly6C- NK cells","Spleen","144","Pam1ug","Pam1ug+IAV",0.987943702548569,""
"14752","Ly6C- NK cells","Spleen","144","Pam1ug","Pam1ug+IAV+NTHi",0.721883344875713,""
"14753","Ly6C- NK cells","Spleen","144","Pam1ug","Pam1ug+NTHi",0.186506005666399,""
"14754","Ly6C- NK cells","Spleen","144","Pam1ug","Saline",0.565597931252527,""
"14755","Ly6C- NK cells","Spleen","144","Pam1ug","Saline+IAV",0.721883344875713,""
"14756","Ly6C- NK cells","Spleen","144","Pam1ug","Saline+IAV+NTHi",0.479579215133263,""
"14757","Ly6C- NK cells","Spleen","144","Pam1ug","Saline+NTHi",0.00959556576937326,"**"
"14758","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.734768214498321,""
"14759","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Pam1ug+NTHi",0.20039953200367,""
"14760","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Saline",0.581392685087801,""
"14761","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Saline+IAV",0.721883344875713,""
"14762","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Saline+IAV+NTHi",0.50290209587961,""
"14763","Ly6C- NK cells","Spleen","144","Pam1ug+IAV","Saline+NTHi",0.00959556576937326,"**"
"14764","Ly6C- NK cells","Spleen","144","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.50290209587961,""
"14765","Ly6C- NK cells","Spleen","144","Pam1ug+IAV+NTHi","Saline",0.823903570642493,""
"14766","Ly6C- NK cells","Spleen","144","Pam1ug+IAV+NTHi","Saline+IAV",0.987943702548569,""
"14767","Ly6C- NK cells","Spleen","144","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.734768214498321,""
"14768","Ly6C- NK cells","Spleen","144","Pam1ug+IAV+NTHi","Saline+NTHi",0.0433393279115648,"*"
"14769","Ly6C- NK cells","Spleen","144","Pam1ug+NTHi","Saline",0.721883344875713,""
"14770","Ly6C- NK cells","Spleen","144","Pam1ug+NTHi","Saline+IAV",0.523325071180223,""
"14771","Ly6C- NK cells","Spleen","144","Pam1ug+NTHi","Saline+IAV+NTHi",0.734768214498321,""
"14772","Ly6C- NK cells","Spleen","144","Pam1ug+NTHi","Saline+NTHi",0.312755190222979,""
"14773","Ly6C- NK cells","Spleen","144","Saline","Saline+IAV",0.85108381172394,""
"14774","Ly6C- NK cells","Spleen","144","Saline","Saline+IAV+NTHi",0.912384464493132,""
"14775","Ly6C- NK cells","Spleen","144","Saline","Saline+NTHi",0.0782899820939599,""
"14776","Ly6C- NK cells","Spleen","144","Saline+IAV","Saline+IAV+NTHi",0.742559306088861,""
"14777","Ly6C- NK cells","Spleen","144","Saline+IAV","Saline+NTHi",0.0433393279115648,"*"
"14778","Ly6C- NK cells","Spleen","144","Saline+IAV+NTHi","Saline+NTHi",0.120455779119839,""
"14779","Ly6C- NK cells","Lung","2","Hh","Hh+IAV",0.999921788064253,""
"14780","Ly6C- NK cells","Lung","2","Hh","Hh+IAV+NTHi",0.999921788064253,""
"14781","Ly6C- NK cells","Lung","2","Hh","Hh+NTHi",0.999921788064253,""
"14782","Ly6C- NK cells","Lung","2","Hh","Pam1ug",0.86209211688364,""
"14783","Ly6C- NK cells","Lung","2","Hh","Pam1ug+IAV",0.86209211688364,""
"14784","Ly6C- NK cells","Lung","2","Hh","Pam1ug+IAV+NTHi",0.86209211688364,""
"14785","Ly6C- NK cells","Lung","2","Hh","Pam1ug+NTHi",0.86209211688364,""
"14786","Ly6C- NK cells","Lung","2","Hh","Saline",0.999921788064253,""
"14787","Ly6C- NK cells","Lung","2","Hh","Saline+IAV",0.999921788064253,""
"14788","Ly6C- NK cells","Lung","2","Hh","Saline+IAV+NTHi",0.999921788064253,""
"14789","Ly6C- NK cells","Lung","2","Hh","Saline+NTHi",0.999921788064253,""
"14790","Ly6C- NK cells","Lung","2","Hh+IAV","Hh+IAV+NTHi",0.999921788064253,""
"14791","Ly6C- NK cells","Lung","2","Hh+IAV","Hh+NTHi",0.999921788064253,""
"14792","Ly6C- NK cells","Lung","2","Hh+IAV","Pam1ug",0.86209211688364,""
"14793","Ly6C- NK cells","Lung","2","Hh+IAV","Pam1ug+IAV",0.86209211688364,""
"14794","Ly6C- NK cells","Lung","2","Hh+IAV","Pam1ug+IAV+NTHi",0.86209211688364,""
"14795","Ly6C- NK cells","Lung","2","Hh+IAV","Pam1ug+NTHi",0.86209211688364,""
"14796","Ly6C- NK cells","Lung","2","Hh+IAV","Saline",0.999921788064253,""
"14797","Ly6C- NK cells","Lung","2","Hh+IAV","Saline+IAV",0.999921788064253,""
"14798","Ly6C- NK cells","Lung","2","Hh+IAV","Saline+IAV+NTHi",0.999921788064253,""
"14799","Ly6C- NK cells","Lung","2","Hh+IAV","Saline+NTHi",0.999921788064253,""
"14800","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Hh+NTHi",0.999921788064253,""
"14801","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Pam1ug",0.86209211688364,""
"14802","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Pam1ug+IAV",0.86209211688364,""
"14803","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.86209211688364,""
"14804","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Pam1ug+NTHi",0.86209211688364,""
"14805","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Saline",0.999921788064253,""
"14806","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Saline+IAV",0.999921788064253,""
"14807","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Saline+IAV+NTHi",0.999921788064253,""
"14808","Ly6C- NK cells","Lung","2","Hh+IAV+NTHi","Saline+NTHi",0.999921788064253,""
"14809","Ly6C- NK cells","Lung","2","Hh+NTHi","Pam1ug",0.86209211688364,""
"14810","Ly6C- NK cells","Lung","2","Hh+NTHi","Pam1ug+IAV",0.86209211688364,""
"14811","Ly6C- NK cells","Lung","2","Hh+NTHi","Pam1ug+IAV+NTHi",0.86209211688364,""
"14812","Ly6C- NK cells","Lung","2","Hh+NTHi","Pam1ug+NTHi",0.86209211688364,""
"14813","Ly6C- NK cells","Lung","2","Hh+NTHi","Saline",0.999921788064253,""
"14814","Ly6C- NK cells","Lung","2","Hh+NTHi","Saline+IAV",0.999921788064253,""
"14815","Ly6C- NK cells","Lung","2","Hh+NTHi","Saline+IAV+NTHi",0.999921788064253,""
"14816","Ly6C- NK cells","Lung","2","Hh+NTHi","Saline+NTHi",0.999921788064253,""
"14817","Ly6C- NK cells","Lung","2","Pam1ug","Pam1ug+IAV",0.999921788064253,""
"14818","Ly6C- NK cells","Lung","2","Pam1ug","Pam1ug+IAV+NTHi",0.999921788064253,""
"14819","Ly6C- NK cells","Lung","2","Pam1ug","Pam1ug+NTHi",0.999921788064253,""
"14820","Ly6C- NK cells","Lung","2","Pam1ug","Saline",0.86209211688364,""
"14821","Ly6C- NK cells","Lung","2","Pam1ug","Saline+IAV",0.86209211688364,""
"14822","Ly6C- NK cells","Lung","2","Pam1ug","Saline+IAV+NTHi",0.86209211688364,""
"14823","Ly6C- NK cells","Lung","2","Pam1ug","Saline+NTHi",0.86209211688364,""
"14824","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.999921788064253,""
"14825","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Pam1ug+NTHi",0.999921788064253,""
"14826","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Saline",0.86209211688364,""
"14827","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Saline+IAV",0.86209211688364,""
"14828","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Saline+IAV+NTHi",0.86209211688364,""
"14829","Ly6C- NK cells","Lung","2","Pam1ug+IAV","Saline+NTHi",0.86209211688364,""
"14830","Ly6C- NK cells","Lung","2","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999921788064253,""
"14831","Ly6C- NK cells","Lung","2","Pam1ug+IAV+NTHi","Saline",0.86209211688364,""
"14832","Ly6C- NK cells","Lung","2","Pam1ug+IAV+NTHi","Saline+IAV",0.86209211688364,""
"14833","Ly6C- NK cells","Lung","2","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.86209211688364,""
"14834","Ly6C- NK cells","Lung","2","Pam1ug+IAV+NTHi","Saline+NTHi",0.86209211688364,""
"14835","Ly6C- NK cells","Lung","2","Pam1ug+NTHi","Saline",0.86209211688364,""
"14836","Ly6C- NK cells","Lung","2","Pam1ug+NTHi","Saline+IAV",0.86209211688364,""
"14837","Ly6C- NK cells","Lung","2","Pam1ug+NTHi","Saline+IAV+NTHi",0.86209211688364,""
"14838","Ly6C- NK cells","Lung","2","Pam1ug+NTHi","Saline+NTHi",0.86209211688364,""
"14839","Ly6C- NK cells","Lung","2","Saline","Saline+IAV",0.999921788064253,""
"14840","Ly6C- NK cells","Lung","2","Saline","Saline+IAV+NTHi",0.999921788064253,""
"14841","Ly6C- NK cells","Lung","2","Saline","Saline+NTHi",0.999921788064253,""
"14842","Ly6C- NK cells","Lung","2","Saline+IAV","Saline+IAV+NTHi",0.999921788064253,""
"14843","Ly6C- NK cells","Lung","2","Saline+IAV","Saline+NTHi",0.999921788064253,""
"14844","Ly6C- NK cells","Lung","2","Saline+IAV+NTHi","Saline+NTHi",0.999921788064253,""
"14845","Ly6C- NK cells","Nasal Tissue","2","Hh","Hh+IAV",0.999747711559702,""
"14846","Ly6C- NK cells","Nasal Tissue","2","Hh","Hh+IAV+NTHi",0.999747711559702,""
"14847","Ly6C- NK cells","Nasal Tissue","2","Hh","Hh+NTHi",0.999747711559702,""
"14848","Ly6C- NK cells","Nasal Tissue","2","Hh","Pam1ug",0.999747711559702,""
"14849","Ly6C- NK cells","Nasal Tissue","2","Hh","Pam1ug+IAV",0.999747711559702,""
"14850","Ly6C- NK cells","Nasal Tissue","2","Hh","Pam1ug+IAV+NTHi",0.999747711559702,""
"14851","Ly6C- NK cells","Nasal Tissue","2","Hh","Pam1ug+NTHi",0.999747711559702,""
"14852","Ly6C- NK cells","Nasal Tissue","2","Hh","Saline",0.0512545844491222,""
"14853","Ly6C- NK cells","Nasal Tissue","2","Hh","Saline+IAV",0.0512545844491222,""
"14854","Ly6C- NK cells","Nasal Tissue","2","Hh","Saline+IAV+NTHi",0.0512545844491222,""
"14855","Ly6C- NK cells","Nasal Tissue","2","Hh","Saline+NTHi",0.0512545844491222,""
"14856","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Hh+IAV+NTHi",0.999747711559702,""
"14857","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Hh+NTHi",0.999747711559702,""
"14858","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Pam1ug",0.999747711559702,""
"14859","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Pam1ug+IAV",0.999747711559702,""
"14860","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Pam1ug+IAV+NTHi",0.999747711559702,""
"14861","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Pam1ug+NTHi",0.999747711559702,""
"14862","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Saline",0.0512545844491222,""
"14863","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Saline+IAV",0.0512545844491222,""
"14864","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Saline+IAV+NTHi",0.0512545844491222,""
"14865","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV","Saline+NTHi",0.0512545844491222,""
"14866","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Hh+NTHi",0.999747711559702,""
"14867","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug",0.999747711559702,""
"14868","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+IAV",0.999747711559702,""
"14869","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.999747711559702,""
"14870","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+NTHi",0.999747711559702,""
"14871","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Saline",0.0512545844491222,""
"14872","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Saline+IAV",0.0512545844491222,""
"14873","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Saline+IAV+NTHi",0.0512545844491222,""
"14874","Ly6C- NK cells","Nasal Tissue","2","Hh+IAV+NTHi","Saline+NTHi",0.0512545844491222,""
"14875","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Pam1ug",0.999747711559702,""
"14876","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Pam1ug+IAV",0.999747711559702,""
"14877","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Pam1ug+IAV+NTHi",0.999747711559702,""
"14878","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Pam1ug+NTHi",0.999747711559702,""
"14879","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Saline",0.0512545844491222,""
"14880","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Saline+IAV",0.0512545844491222,""
"14881","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Saline+IAV+NTHi",0.0512545844491222,""
"14882","Ly6C- NK cells","Nasal Tissue","2","Hh+NTHi","Saline+NTHi",0.0512545844491222,""
"14883","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Pam1ug+IAV",0.999747711559702,""
"14884","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Pam1ug+IAV+NTHi",0.999747711559702,""
"14885","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Pam1ug+NTHi",0.999747711559702,""
"14886","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Saline",0.0512545844491222,""
"14887","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Saline+IAV",0.0512545844491222,""
"14888","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Saline+IAV+NTHi",0.0512545844491222,""
"14889","Ly6C- NK cells","Nasal Tissue","2","Pam1ug","Saline+NTHi",0.0512545844491222,""
"14890","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.999747711559702,""
"14891","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Pam1ug+NTHi",0.999747711559702,""
"14892","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Saline",0.0512545844491222,""
"14893","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Saline+IAV",0.0512545844491222,""
"14894","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Saline+IAV+NTHi",0.0512545844491222,""
"14895","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV","Saline+NTHi",0.0512545844491222,""
"14896","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999747711559702,""
"14897","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline",0.0512545844491222,""
"14898","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+IAV",0.0512545844491222,""
"14899","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.0512545844491222,""
"14900","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+NTHi",0.0512545844491222,""
"14901","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+NTHi","Saline",0.0512545844491222,""
"14902","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+NTHi","Saline+IAV",0.0512545844491222,""
"14903","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+NTHi","Saline+IAV+NTHi",0.0512545844491222,""
"14904","Ly6C- NK cells","Nasal Tissue","2","Pam1ug+NTHi","Saline+NTHi",0.0512545844491222,""
"14905","Ly6C- NK cells","Nasal Tissue","2","Saline","Saline+IAV",0.999747711559702,""
"14906","Ly6C- NK cells","Nasal Tissue","2","Saline","Saline+IAV+NTHi",0.999747711559702,""
"14907","Ly6C- NK cells","Nasal Tissue","2","Saline","Saline+NTHi",0.999747711559702,""
"14908","Ly6C- NK cells","Nasal Tissue","2","Saline+IAV","Saline+IAV+NTHi",0.999747711559702,""
"14909","Ly6C- NK cells","Nasal Tissue","2","Saline+IAV","Saline+NTHi",0.999747711559702,""
"14910","Ly6C- NK cells","Nasal Tissue","2","Saline+IAV+NTHi","Saline+NTHi",0.999747711559702,""
"14911","Ly6C- NK cells","Spleen","2","Hh","Hh+IAV",0.999548198513128,""
"14912","Ly6C- NK cells","Spleen","2","Hh","Hh+IAV+NTHi",0.999548198513128,""
"14913","Ly6C- NK cells","Spleen","2","Hh","Hh+NTHi",0.999548198513128,""
"14914","Ly6C- NK cells","Spleen","2","Hh","Pam1ug",0.999548198513128,""
"14915","Ly6C- NK cells","Spleen","2","Hh","Pam1ug+IAV",0.999548198513128,""
"14916","Ly6C- NK cells","Spleen","2","Hh","Pam1ug+IAV+NTHi",0.999548198513128,""
"14917","Ly6C- NK cells","Spleen","2","Hh","Pam1ug+NTHi",0.999548198513128,""
"14918","Ly6C- NK cells","Spleen","2","Hh","Saline",0.999548198513128,""
"14919","Ly6C- NK cells","Spleen","2","Hh","Saline+IAV",0.999548198513128,""
"14920","Ly6C- NK cells","Spleen","2","Hh","Saline+IAV+NTHi",0.999548198513128,""
"14921","Ly6C- NK cells","Spleen","2","Hh","Saline+NTHi",0.999548198513128,""
"14922","Ly6C- NK cells","Spleen","2","Hh+IAV","Hh+IAV+NTHi",0.999548198513128,""
"14923","Ly6C- NK cells","Spleen","2","Hh+IAV","Hh+NTHi",0.999548198513128,""
"14924","Ly6C- NK cells","Spleen","2","Hh+IAV","Pam1ug",0.999548198513128,""
"14925","Ly6C- NK cells","Spleen","2","Hh+IAV","Pam1ug+IAV",0.999548198513128,""
"14926","Ly6C- NK cells","Spleen","2","Hh+IAV","Pam1ug+IAV+NTHi",0.999548198513128,""
"14927","Ly6C- NK cells","Spleen","2","Hh+IAV","Pam1ug+NTHi",0.999548198513128,""
"14928","Ly6C- NK cells","Spleen","2","Hh+IAV","Saline",0.999548198513128,""
"14929","Ly6C- NK cells","Spleen","2","Hh+IAV","Saline+IAV",0.999548198513128,""
"14930","Ly6C- NK cells","Spleen","2","Hh+IAV","Saline+IAV+NTHi",0.999548198513128,""
"14931","Ly6C- NK cells","Spleen","2","Hh+IAV","Saline+NTHi",0.999548198513128,""
"14932","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Hh+NTHi",0.999548198513128,""
"14933","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Pam1ug",0.999548198513128,""
"14934","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Pam1ug+IAV",0.999548198513128,""
"14935","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.999548198513128,""
"14936","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Pam1ug+NTHi",0.999548198513128,""
"14937","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Saline",0.999548198513128,""
"14938","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Saline+IAV",0.999548198513128,""
"14939","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Saline+IAV+NTHi",0.999548198513128,""
"14940","Ly6C- NK cells","Spleen","2","Hh+IAV+NTHi","Saline+NTHi",0.999548198513128,""
"14941","Ly6C- NK cells","Spleen","2","Hh+NTHi","Pam1ug",0.999548198513128,""
"14942","Ly6C- NK cells","Spleen","2","Hh+NTHi","Pam1ug+IAV",0.999548198513128,""
"14943","Ly6C- NK cells","Spleen","2","Hh+NTHi","Pam1ug+IAV+NTHi",0.999548198513128,""
"14944","Ly6C- NK cells","Spleen","2","Hh+NTHi","Pam1ug+NTHi",0.999548198513128,""
"14945","Ly6C- NK cells","Spleen","2","Hh+NTHi","Saline",0.999548198513128,""
"14946","Ly6C- NK cells","Spleen","2","Hh+NTHi","Saline+IAV",0.999548198513128,""
"14947","Ly6C- NK cells","Spleen","2","Hh+NTHi","Saline+IAV+NTHi",0.999548198513128,""
"14948","Ly6C- NK cells","Spleen","2","Hh+NTHi","Saline+NTHi",0.999548198513128,""
"14949","Ly6C- NK cells","Spleen","2","Pam1ug","Pam1ug+IAV",0.999548198513128,""
"14950","Ly6C- NK cells","Spleen","2","Pam1ug","Pam1ug+IAV+NTHi",0.999548198513128,""
"14951","Ly6C- NK cells","Spleen","2","Pam1ug","Pam1ug+NTHi",0.999548198513128,""
"14952","Ly6C- NK cells","Spleen","2","Pam1ug","Saline",0.999548198513128,""
"14953","Ly6C- NK cells","Spleen","2","Pam1ug","Saline+IAV",0.999548198513128,""
"14954","Ly6C- NK cells","Spleen","2","Pam1ug","Saline+IAV+NTHi",0.999548198513128,""
"14955","Ly6C- NK cells","Spleen","2","Pam1ug","Saline+NTHi",0.999548198513128,""
"14956","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.999548198513128,""
"14957","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Pam1ug+NTHi",0.999548198513128,""
"14958","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Saline",0.999548198513128,""
"14959","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Saline+IAV",0.999548198513128,""
"14960","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Saline+IAV+NTHi",0.999548198513128,""
"14961","Ly6C- NK cells","Spleen","2","Pam1ug+IAV","Saline+NTHi",0.999548198513128,""
"14962","Ly6C- NK cells","Spleen","2","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999548198513128,""
"14963","Ly6C- NK cells","Spleen","2","Pam1ug+IAV+NTHi","Saline",0.999548198513128,""
"14964","Ly6C- NK cells","Spleen","2","Pam1ug+IAV+NTHi","Saline+IAV",0.999548198513128,""
"14965","Ly6C- NK cells","Spleen","2","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.999548198513128,""
"14966","Ly6C- NK cells","Spleen","2","Pam1ug+IAV+NTHi","Saline+NTHi",0.999548198513128,""
"14967","Ly6C- NK cells","Spleen","2","Pam1ug+NTHi","Saline",0.999548198513128,""
"14968","Ly6C- NK cells","Spleen","2","Pam1ug+NTHi","Saline+IAV",0.999548198513128,""
"14969","Ly6C- NK cells","Spleen","2","Pam1ug+NTHi","Saline+IAV+NTHi",0.999548198513128,""
"14970","Ly6C- NK cells","Spleen","2","Pam1ug+NTHi","Saline+NTHi",0.999548198513128,""
"14971","Ly6C- NK cells","Spleen","2","Saline","Saline+IAV",0.999548198513128,""
"14972","Ly6C- NK cells","Spleen","2","Saline","Saline+IAV+NTHi",0.999548198513128,""
"14973","Ly6C- NK cells","Spleen","2","Saline","Saline+NTHi",0.999548198513128,""
"14974","Ly6C- NK cells","Spleen","2","Saline+IAV","Saline+IAV+NTHi",0.999548198513128,""
"14975","Ly6C- NK cells","Spleen","2","Saline+IAV","Saline+NTHi",0.999548198513128,""
"14976","Ly6C- NK cells","Spleen","2","Saline+IAV+NTHi","Saline+NTHi",0.999548198513128,""
"14977","Ly6C- NK cells","Lung","24","Hh","Hh+IAV",0.999897368627063,""
"14978","Ly6C- NK cells","Lung","24","Hh","Hh+IAV+NTHi",0.999897368627063,""
"14979","Ly6C- NK cells","Lung","24","Hh","Hh+NTHi",0.999897368627063,""
"14980","Ly6C- NK cells","Lung","24","Hh","Pam10ug",0.803602072600152,""
"14981","Ly6C- NK cells","Lung","24","Hh","Pam1ug",0.444697256009421,""
"14982","Ly6C- NK cells","Lung","24","Hh","Pam1ug+IAV",0.444697256009421,""
"14983","Ly6C- NK cells","Lung","24","Hh","Pam1ug+IAV+NTHi",0.444697256009421,""
"14984","Ly6C- NK cells","Lung","24","Hh","Pam1ug+NTHi",0.444697256009421,""
"14985","Ly6C- NK cells","Lung","24","Hh","Saline",0.444697256009421,""
"14986","Ly6C- NK cells","Lung","24","Hh","Saline+IAV",0.444697256009421,""
"14987","Ly6C- NK cells","Lung","24","Hh","Saline+IAV+NTHi",0.444697256009421,""
"14988","Ly6C- NK cells","Lung","24","Hh","Saline+NTHi",0.444697256009421,""
"14989","Ly6C- NK cells","Lung","24","Hh+IAV","Hh+IAV+NTHi",0.999897368627063,""
"14990","Ly6C- NK cells","Lung","24","Hh+IAV","Hh+NTHi",0.999897368627063,""
"14991","Ly6C- NK cells","Lung","24","Hh+IAV","Pam10ug",0.803602072600152,""
"14992","Ly6C- NK cells","Lung","24","Hh+IAV","Pam1ug",0.444697256009421,""
"14993","Ly6C- NK cells","Lung","24","Hh+IAV","Pam1ug+IAV",0.444697256009421,""
"14994","Ly6C- NK cells","Lung","24","Hh+IAV","Pam1ug+IAV+NTHi",0.444697256009421,""
"14995","Ly6C- NK cells","Lung","24","Hh+IAV","Pam1ug+NTHi",0.444697256009421,""
"14996","Ly6C- NK cells","Lung","24","Hh+IAV","Saline",0.444697256009421,""
"14997","Ly6C- NK cells","Lung","24","Hh+IAV","Saline+IAV",0.444697256009421,""
"14998","Ly6C- NK cells","Lung","24","Hh+IAV","Saline+IAV+NTHi",0.444697256009421,""
"14999","Ly6C- NK cells","Lung","24","Hh+IAV","Saline+NTHi",0.444697256009421,""
"15000","Ly6C- NK cells","Lung","24","Hh+IAV+NTHi","Hh+NTHi",0.999897368627063,""
"15001","Ly6C- NK cells","Lung","24","Hh+IAV+NTHi","Pam10ug",0.803602072600152,""
"15002","Ly6C- NK cells","Lung","24","Hh+IAV+NTHi","Pam1ug",0.444697256009421,""
