"","Cell_ID","Tissue","Timepoint","Treatment1","Treatment2","p.value","significance"
"1293","Neutrophils","Lung","96","Hh+NTHi","Pam1ug+IAV+NTHi",0.930128368725587,""
"1294","Neutrophils","Lung","96","Hh+NTHi","Pam1ug+NTHi",0.934537822049702,""
"1295","Neutrophils","Lung","96","Hh+NTHi","Saline",0.934537822049702,""
"1296","Neutrophils","Lung","96","Hh+NTHi","Saline+IAV",0.930128368725587,""
"1297","Neutrophils","Lung","96","Hh+NTHi","Saline+IAV+NTHi",0.930128368725587,""
"1298","Neutrophils","Lung","96","Hh+NTHi","Saline+NTHi",0.934537822049702,""
"1299","Neutrophils","Lung","96","Pam1ug","Pam1ug+IAV",0.930128368725587,""
"1300","Neutrophils","Lung","96","Pam1ug","Pam1ug+IAV+NTHi",0.930128368725587,""
"1301","Neutrophils","Lung","96","Pam1ug","Pam1ug+NTHi",0.999309011830504,""
"1302","Neutrophils","Lung","96","Pam1ug","Saline",0.930128368725587,""
"1303","Neutrophils","Lung","96","Pam1ug","Saline+IAV",0.934537822049702,""
"1304","Neutrophils","Lung","96","Pam1ug","Saline+IAV+NTHi",0.934537822049702,""
"1305","Neutrophils","Lung","96","Pam1ug","Saline+NTHi",0.930128368725587,""
"1306","Neutrophils","Lung","96","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.999309011830504,""
"1307","Neutrophils","Lung","96","Pam1ug+IAV","Pam1ug+NTHi",0.930128368725587,""
"1308","Neutrophils","Lung","96","Pam1ug+IAV","Saline",0.930128368725587,""
"1309","Neutrophils","Lung","96","Pam1ug+IAV","Saline+IAV",0.934537822049702,""
"1310","Neutrophils","Lung","96","Pam1ug+IAV","Saline+IAV+NTHi",0.934537822049702,""
"1311","Neutrophils","Lung","96","Pam1ug+IAV","Saline+NTHi",0.930128368725587,""
"1312","Neutrophils","Lung","96","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.930128368725587,""
"1313","Neutrophils","Lung","96","Pam1ug+IAV+NTHi","Saline",0.930128368725587,""
"1314","Neutrophils","Lung","96","Pam1ug+IAV+NTHi","Saline+IAV",0.934537822049702,""
"1315","Neutrophils","Lung","96","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.934537822049702,""
"1316","Neutrophils","Lung","96","Pam1ug+IAV+NTHi","Saline+NTHi",0.930128368725587,""
"1317","Neutrophils","Lung","96","Pam1ug+NTHi","Saline",0.930128368725587,""
"1318","Neutrophils","Lung","96","Pam1ug+NTHi","Saline+IAV",0.934537822049702,""
"1319","Neutrophils","Lung","96","Pam1ug+NTHi","Saline+IAV+NTHi",0.934537822049702,""
"1320","Neutrophils","Lung","96","Pam1ug+NTHi","Saline+NTHi",0.930128368725587,""
"1321","Neutrophils","Lung","96","Saline","Saline+IAV",0.930128368725587,""
"1322","Neutrophils","Lung","96","Saline","Saline+IAV+NTHi",0.930128368725587,""
"1323","Neutrophils","Lung","96","Saline","Saline+NTHi",0.999309011830504,""
"1324","Neutrophils","Lung","96","Saline+IAV","Saline+IAV+NTHi",0.999309011830504,""
"1325","Neutrophils","Lung","96","Saline+IAV","Saline+NTHi",0.930128368725587,""
"1326","Neutrophils","Lung","96","Saline+IAV+NTHi","Saline+NTHi",0.930128368725587,""
"1327","Neutrophils","Nasal Tissue","96","Hh","Hh+IAV",0.960642705071229,""
"1328","Neutrophils","Nasal Tissue","96","Hh","Hh+IAV+NTHi",0.960642705071229,""
"1329","Neutrophils","Nasal Tissue","96","Hh","Hh+NTHi",0.998699935012414,""
"1330","Neutrophils","Nasal Tissue","96","Hh","Pam1ug",0.724641436184236,""
"1331","Neutrophils","Nasal Tissue","96","Hh","Pam1ug+IAV",0.796963330661676,""
"1332","Neutrophils","Nasal Tissue","96","Hh","Pam1ug+IAV+NTHi",0.796963330661676,""
"1333","Neutrophils","Nasal Tissue","96","Hh","Pam1ug+NTHi",0.724641436184236,""
"1334","Neutrophils","Nasal Tissue","96","Hh","Saline",0.770402669618463,""
"1335","Neutrophils","Nasal Tissue","96","Hh","Saline+IAV",0.770402669618463,""
"1336","Neutrophils","Nasal Tissue","96","Hh","Saline+IAV+NTHi",0.770402669618463,""
"1337","Neutrophils","Nasal Tissue","96","Hh","Saline+NTHi",0.770402669618463,""
"1338","Neutrophils","Nasal Tissue","96","Hh+IAV","Hh+IAV+NTHi",0.998699935012414,""
"1339","Neutrophils","Nasal Tissue","96","Hh+IAV","Hh+NTHi",0.960642705071229,""
"1340","Neutrophils","Nasal Tissue","96","Hh+IAV","Pam1ug",0.721986132484877,""
"1341","Neutrophils","Nasal Tissue","96","Hh+IAV","Pam1ug+IAV",0.770402669618463,""
"1342","Neutrophils","Nasal Tissue","96","Hh+IAV","Pam1ug+IAV+NTHi",0.770402669618463,""
"1343","Neutrophils","Nasal Tissue","96","Hh+IAV","Pam1ug+NTHi",0.721986132484877,""
"1344","Neutrophils","Nasal Tissue","96","Hh+IAV","Saline",0.770402669618463,""
"1345","Neutrophils","Nasal Tissue","96","Hh+IAV","Saline+IAV",0.770402669618463,""
"1346","Neutrophils","Nasal Tissue","96","Hh+IAV","Saline+IAV+NTHi",0.770402669618463,""
"1347","Neutrophils","Nasal Tissue","96","Hh+IAV","Saline+NTHi",0.770402669618463,""
"1348","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Hh+NTHi",0.960642705071229,""
"1349","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Pam1ug",0.721986132484877,""
"1350","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Pam1ug+IAV",0.770402669618463,""
"1351","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.770402669618463,""
"1352","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Pam1ug+NTHi",0.721986132484877,""
"1353","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Saline",0.770402669618463,""
"1354","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Saline+IAV",0.770402669618463,""
"1355","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Saline+IAV+NTHi",0.770402669618463,""
"1356","Neutrophils","Nasal Tissue","96","Hh+IAV+NTHi","Saline+NTHi",0.770402669618463,""
"1357","Neutrophils","Nasal Tissue","96","Hh+NTHi","Pam1ug",0.724641436184236,""
"1358","Neutrophils","Nasal Tissue","96","Hh+NTHi","Pam1ug+IAV",0.796963330661676,""
"1359","Neutrophils","Nasal Tissue","96","Hh+NTHi","Pam1ug+IAV+NTHi",0.796963330661676,""
"1360","Neutrophils","Nasal Tissue","96","Hh+NTHi","Pam1ug+NTHi",0.724641436184236,""
"1361","Neutrophils","Nasal Tissue","96","Hh+NTHi","Saline",0.770402669618463,""
"1362","Neutrophils","Nasal Tissue","96","Hh+NTHi","Saline+IAV",0.770402669618463,""
"1363","Neutrophils","Nasal Tissue","96","Hh+NTHi","Saline+IAV+NTHi",0.770402669618463,""
"1364","Neutrophils","Nasal Tissue","96","Hh+NTHi","Saline+NTHi",0.770402669618463,""
"1365","Neutrophils","Nasal Tissue","96","Pam1ug","Pam1ug+IAV",0.770402669618463,""
"1366","Neutrophils","Nasal Tissue","96","Pam1ug","Pam1ug+IAV+NTHi",0.770402669618463,""
"1367","Neutrophils","Nasal Tissue","96","Pam1ug","Pam1ug+NTHi",0.998699935012414,""
"1368","Neutrophils","Nasal Tissue","96","Pam1ug","Saline",0.516860082423023,""
"1369","Neutrophils","Nasal Tissue","96","Pam1ug","Saline+IAV",0.516860082423023,""
"1370","Neutrophils","Nasal Tissue","96","Pam1ug","Saline+IAV+NTHi",0.516860082423023,""
"1371","Neutrophils","Nasal Tissue","96","Pam1ug","Saline+NTHi",0.516860082423023,""
"1372","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.998699935012414,""
"1373","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Pam1ug+NTHi",0.770402669618463,""
"1374","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Saline",0.721986132484877,""
"1375","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Saline+IAV",0.721986132484877,""
"1376","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Saline+IAV+NTHi",0.721986132484877,""
"1377","Neutrophils","Nasal Tissue","96","Pam1ug+IAV","Saline+NTHi",0.721986132484877,""
"1378","Neutrophils","Nasal Tissue","96","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.770402669618463,""
"1379","Neutrophils","Nasal Tissue","96","Pam1ug+IAV+NTHi","Saline",0.721986132484877,""
"1380","Neutrophils","Nasal Tissue","96","Pam1ug+IAV+NTHi","Saline+IAV",0.721986132484877,""
"1381","Neutrophils","Nasal Tissue","96","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.721986132484877,""
"1382","Neutrophils","Nasal Tissue","96","Pam1ug+IAV+NTHi","Saline+NTHi",0.721986132484877,""
"1383","Neutrophils","Nasal Tissue","96","Pam1ug+NTHi","Saline",0.516860082423023,""
"1384","Neutrophils","Nasal Tissue","96","Pam1ug+NTHi","Saline+IAV",0.516860082423023,""
"1385","Neutrophils","Nasal Tissue","96","Pam1ug+NTHi","Saline+IAV+NTHi",0.516860082423023,""
"1386","Neutrophils","Nasal Tissue","96","Pam1ug+NTHi","Saline+NTHi",0.516860082423023,""
"1387","Neutrophils","Nasal Tissue","96","Saline","Saline+IAV",0.960642705071229,""
"1388","Neutrophils","Nasal Tissue","96","Saline","Saline+IAV+NTHi",0.960642705071229,""
"1389","Neutrophils","Nasal Tissue","96","Saline","Saline+NTHi",0.998699935012414,""
"1390","Neutrophils","Nasal Tissue","96","Saline+IAV","Saline+IAV+NTHi",0.998699935012414,""
"1391","Neutrophils","Nasal Tissue","96","Saline+IAV","Saline+NTHi",0.960642705071229,""
"1392","Neutrophils","Nasal Tissue","96","Saline+IAV+NTHi","Saline+NTHi",0.960642705071229,""
"1393","Neutrophils","Spleen","96","Hh","Hh+IAV",0.999483585344652,""
"1394","Neutrophils","Spleen","96","Hh","Hh+IAV+NTHi",0.999483585344652,""
"1395","Neutrophils","Spleen","96","Hh","Hh+NTHi",0.999483585344652,""
"1396","Neutrophils","Spleen","96","Hh","Pam1ug",0.999483585344652,""
"1397","Neutrophils","Spleen","96","Hh","Pam1ug+IAV",0.999483585344652,""
"1398","Neutrophils","Spleen","96","Hh","Pam1ug+IAV+NTHi",0.999483585344652,""
"1399","Neutrophils","Spleen","96","Hh","Pam1ug+NTHi",0.999483585344652,""
"1400","Neutrophils","Spleen","96","Hh","Saline",0.999483585344652,""
"1401","Neutrophils","Spleen","96","Hh","Saline+IAV",0.999483585344652,""
"1402","Neutrophils","Spleen","96","Hh","Saline+IAV+NTHi",0.999483585344652,""
"1403","Neutrophils","Spleen","96","Hh","Saline+NTHi",0.999483585344652,""
"1404","Neutrophils","Spleen","96","Hh+IAV","Hh+IAV+NTHi",0.999483585344652,""
"1405","Neutrophils","Spleen","96","Hh+IAV","Hh+NTHi",0.999483585344652,""
"1406","Neutrophils","Spleen","96","Hh+IAV","Pam1ug",0.999483585344652,""
"1407","Neutrophils","Spleen","96","Hh+IAV","Pam1ug+IAV",0.999483585344652,""
"1408","Neutrophils","Spleen","96","Hh+IAV","Pam1ug+IAV+NTHi",0.999483585344652,""
"1409","Neutrophils","Spleen","96","Hh+IAV","Pam1ug+NTHi",0.999483585344652,""
"1410","Neutrophils","Spleen","96","Hh+IAV","Saline",0.999483585344652,""
"1411","Neutrophils","Spleen","96","Hh+IAV","Saline+IAV",0.999483585344652,""
"1412","Neutrophils","Spleen","96","Hh+IAV","Saline+IAV+NTHi",0.999483585344652,""
"1413","Neutrophils","Spleen","96","Hh+IAV","Saline+NTHi",0.999483585344652,""
"1414","Neutrophils","Spleen","96","Hh+IAV+NTHi","Hh+NTHi",0.999483585344652,""
"1415","Neutrophils","Spleen","96","Hh+IAV+NTHi","Pam1ug",0.999483585344652,""
"1416","Neutrophils","Spleen","96","Hh+IAV+NTHi","Pam1ug+IAV",0.999483585344652,""
"1417","Neutrophils","Spleen","96","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.999483585344652,""
"1418","Neutrophils","Spleen","96","Hh+IAV+NTHi","Pam1ug+NTHi",0.999483585344652,""
"1419","Neutrophils","Spleen","96","Hh+IAV+NTHi","Saline",0.999483585344652,""
"1420","Neutrophils","Spleen","96","Hh+IAV+NTHi","Saline+IAV",0.999483585344652,""
"1421","Neutrophils","Spleen","96","Hh+IAV+NTHi","Saline+IAV+NTHi",0.999483585344652,""
"1422","Neutrophils","Spleen","96","Hh+IAV+NTHi","Saline+NTHi",0.999483585344652,""
"1423","Neutrophils","Spleen","96","Hh+NTHi","Pam1ug",0.999483585344652,""
"1424","Neutrophils","Spleen","96","Hh+NTHi","Pam1ug+IAV",0.999483585344652,""
"1425","Neutrophils","Spleen","96","Hh+NTHi","Pam1ug+IAV+NTHi",0.999483585344652,""
"1426","Neutrophils","Spleen","96","Hh+NTHi","Pam1ug+NTHi",0.999483585344652,""
"1427","Neutrophils","Spleen","96","Hh+NTHi","Saline",0.999483585344652,""
"1428","Neutrophils","Spleen","96","Hh+NTHi","Saline+IAV",0.999483585344652,""
"1429","Neutrophils","Spleen","96","Hh+NTHi","Saline+IAV+NTHi",0.999483585344652,""
"1430","Neutrophils","Spleen","96","Hh+NTHi","Saline+NTHi",0.999483585344652,""
"1431","Neutrophils","Spleen","96","Pam1ug","Pam1ug+IAV",0.999483585344652,""
"1432","Neutrophils","Spleen","96","Pam1ug","Pam1ug+IAV+NTHi",0.999483585344652,""
"1433","Neutrophils","Spleen","96","Pam1ug","Pam1ug+NTHi",0.999483585344652,""
"1434","Neutrophils","Spleen","96","Pam1ug","Saline",0.999483585344652,""
"1435","Neutrophils","Spleen","96","Pam1ug","Saline+IAV",0.999483585344652,""
"1436","Neutrophils","Spleen","96","Pam1ug","Saline+IAV+NTHi",0.999483585344652,""
"1437","Neutrophils","Spleen","96","Pam1ug","Saline+NTHi",0.999483585344652,""
"1438","Neutrophils","Spleen","96","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.999483585344652,""
"1439","Neutrophils","Spleen","96","Pam1ug+IAV","Pam1ug+NTHi",0.999483585344652,""
"1440","Neutrophils","Spleen","96","Pam1ug+IAV","Saline",0.999483585344652,""
"1441","Neutrophils","Spleen","96","Pam1ug+IAV","Saline+IAV",0.999483585344652,""
"1442","Neutrophils","Spleen","96","Pam1ug+IAV","Saline+IAV+NTHi",0.999483585344652,""
"1443","Neutrophils","Spleen","96","Pam1ug+IAV","Saline+NTHi",0.999483585344652,""
"1444","Neutrophils","Spleen","96","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999483585344652,""
"1445","Neutrophils","Spleen","96","Pam1ug+IAV+NTHi","Saline",0.999483585344652,""
"1446","Neutrophils","Spleen","96","Pam1ug+IAV+NTHi","Saline+IAV",0.999483585344652,""
"1447","Neutrophils","Spleen","96","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.999483585344652,""
"1448","Neutrophils","Spleen","96","Pam1ug+IAV+NTHi","Saline+NTHi",0.999483585344652,""
"1449","Neutrophils","Spleen","96","Pam1ug+NTHi","Saline",0.999483585344652,""
"1450","Neutrophils","Spleen","96","Pam1ug+NTHi","Saline+IAV",0.999483585344652,""
"1451","Neutrophils","Spleen","96","Pam1ug+NTHi","Saline+IAV+NTHi",0.999483585344652,""
"1452","Neutrophils","Spleen","96","Pam1ug+NTHi","Saline+NTHi",0.999483585344652,""
"1453","Neutrophils","Spleen","96","Saline","Saline+IAV",0.999483585344652,""
"1454","Neutrophils","Spleen","96","Saline","Saline+IAV+NTHi",0.999483585344652,""
"1455","Neutrophils","Spleen","96","Saline","Saline+NTHi",0.999483585344652,""
"1456","Neutrophils","Spleen","96","Saline+IAV","Saline+IAV+NTHi",0.999483585344652,""
"1457","Neutrophils","Spleen","96","Saline+IAV","Saline+NTHi",0.999483585344652,""
"1458","Neutrophils","Spleen","96","Saline+IAV+NTHi","Saline+NTHi",0.999483585344652,""
"1459","Monocytes","Lung","144","Hh","Hh+IAV",0.745726827441771,""
"1460","Monocytes","Lung","144","Hh","Hh+IAV+NTHi",0.889547037461706,""
"1461","Monocytes","Lung","144","Hh","Hh+NTHi",0.990791976410609,""
"1462","Monocytes","Lung","144","Hh","Pam1ug",0.792456247052783,""
"1463","Monocytes","Lung","144","Hh","Pam1ug+IAV",0.67084676045388,""
"1464","Monocytes","Lung","144","Hh","Pam1ug+IAV+NTHi",0.889547037461706,""
"1465","Monocytes","Lung","144","Hh","Pam1ug+NTHi",0.792456247052783,""
"1466","Monocytes","Lung","144","Hh","Saline",0.792456247052783,""
"1467","Monocytes","Lung","144","Hh","Saline+IAV",0.745726827441771,""
"1468","Monocytes","Lung","144","Hh","Saline+IAV+NTHi",0.792456247052783,""
"1469","Monocytes","Lung","144","Hh","Saline+NTHi",0.889547037461706,""
"1470","Monocytes","Lung","144","Hh+IAV","Hh+IAV+NTHi",0.67084676045388,""
"1471","Monocytes","Lung","144","Hh+IAV","Hh+NTHi",0.745726827441771,""
"1472","Monocytes","Lung","144","Hh+IAV","Pam1ug",0.793220356503155,""
"1473","Monocytes","Lung","144","Hh+IAV","Pam1ug+IAV",0.889547037461706,""
"1474","Monocytes","Lung","144","Hh+IAV","Pam1ug+IAV+NTHi",0.792456247052783,""
"1475","Monocytes","Lung","144","Hh+IAV","Pam1ug+NTHi",0.67084676045388,""
"1476","Monocytes","Lung","144","Hh+IAV","Saline",0.792456247052783,""
"1477","Monocytes","Lung","144","Hh+IAV","Saline+IAV",0.990791976410609,""
"1478","Monocytes","Lung","144","Hh+IAV","Saline+IAV+NTHi",0.67084676045388,""
"1479","Monocytes","Lung","144","Hh+IAV","Saline+NTHi",0.67084676045388,""
"1480","Monocytes","Lung","144","Hh+IAV+NTHi","Hh+NTHi",0.889547037461706,""
"1481","Monocytes","Lung","144","Hh+IAV+NTHi","Pam1ug",0.792456247052783,""
"1482","Monocytes","Lung","144","Hh+IAV+NTHi","Pam1ug+IAV",0.67084676045388,""
"1483","Monocytes","Lung","144","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.792456247052783,""
"1484","Monocytes","Lung","144","Hh+IAV+NTHi","Pam1ug+NTHi",0.792456247052783,""
"1485","Monocytes","Lung","144","Hh+IAV+NTHi","Saline",0.792456247052783,""
"1486","Monocytes","Lung","144","Hh+IAV+NTHi","Saline+IAV",0.67084676045388,""
"1487","Monocytes","Lung","144","Hh+IAV+NTHi","Saline+IAV+NTHi",0.889547037461706,""
"1488","Monocytes","Lung","144","Hh+IAV+NTHi","Saline+NTHi",0.982783483132352,""
"1489","Monocytes","Lung","144","Hh+NTHi","Pam1ug",0.792456247052783,""
"1490","Monocytes","Lung","144","Hh+NTHi","Pam1ug+IAV",0.67084676045388,""
"1491","Monocytes","Lung","144","Hh+NTHi","Pam1ug+IAV+NTHi",0.889547037461706,""
"1492","Monocytes","Lung","144","Hh+NTHi","Pam1ug+NTHi",0.792456247052783,""
"1493","Monocytes","Lung","144","Hh+NTHi","Saline",0.792456247052783,""
"1494","Monocytes","Lung","144","Hh+NTHi","Saline+IAV",0.745726827441771,""
"1495","Monocytes","Lung","144","Hh+NTHi","Saline+IAV+NTHi",0.792456247052783,""
"1496","Monocytes","Lung","144","Hh+NTHi","Saline+NTHi",0.889547037461706,""
"1497","Monocytes","Lung","144","Pam1ug","Pam1ug+IAV",0.792456247052783,""
"1498","Monocytes","Lung","144","Pam1ug","Pam1ug+IAV+NTHi",0.900976241703214,""
"1499","Monocytes","Lung","144","Pam1ug","Pam1ug+NTHi",0.67084676045388,""
"1500","Monocytes","Lung","144","Pam1ug","Saline",0.990791976410609,""
"1501","Monocytes","Lung","144","Pam1ug","Saline+IAV",0.792456247052783,""
"1502","Monocytes","Lung","144","Pam1ug","Saline+IAV+NTHi",0.745726827441771,""
"1503","Monocytes","Lung","144","Pam1ug","Saline+NTHi",0.792456247052783,""
"1504","Monocytes","Lung","144","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.792456247052783,""
"1505","Monocytes","Lung","144","Pam1ug+IAV","Pam1ug+NTHi",0.67084676045388,""
"1506","Monocytes","Lung","144","Pam1ug+IAV","Saline",0.792456247052783,""
"1507","Monocytes","Lung","144","Pam1ug+IAV","Saline+IAV",0.889547037461706,""
"1508","Monocytes","Lung","144","Pam1ug+IAV","Saline+IAV+NTHi",0.67084676045388,""
"1509","Monocytes","Lung","144","Pam1ug+IAV","Saline+NTHi",0.67084676045388,""
"1510","Monocytes","Lung","144","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.745237703845509,""
"1511","Monocytes","Lung","144","Pam1ug+IAV+NTHi","Saline",0.902913136896955,""
"1512","Monocytes","Lung","144","Pam1ug+IAV+NTHi","Saline+IAV",0.792456247052783,""
"1513","Monocytes","Lung","144","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.792456247052783,""
"1514","Monocytes","Lung","144","Pam1ug+IAV+NTHi","Saline+NTHi",0.792456247052783,""
"1515","Monocytes","Lung","144","Pam1ug+NTHi","Saline",0.67084676045388,""
"1516","Monocytes","Lung","144","Pam1ug+NTHi","Saline+IAV",0.67084676045388,""
"1517","Monocytes","Lung","144","Pam1ug+NTHi","Saline+IAV+NTHi",0.889547037461706,""
"1518","Monocytes","Lung","144","Pam1ug+NTHi","Saline+NTHi",0.792456247052783,""
"1519","Monocytes","Lung","144","Saline","Saline+IAV",0.792456247052783,""
"1520","Monocytes","Lung","144","Saline","Saline+IAV+NTHi",0.745726827441771,""
"1521","Monocytes","Lung","144","Saline","Saline+NTHi",0.792456247052783,""
"1522","Monocytes","Lung","144","Saline+IAV","Saline+IAV+NTHi",0.67084676045388,""
"1523","Monocytes","Lung","144","Saline+IAV","Saline+NTHi",0.67084676045388,""
"1524","Monocytes","Lung","144","Saline+IAV+NTHi","Saline+NTHi",0.900976241703214,""
"1525","Monocytes","Nasal Tissue","144","Hh","Hh+IAV",0.832474544589523,""
"1526","Monocytes","Nasal Tissue","144","Hh","Hh+IAV+NTHi",0.814480130615263,""
"1527","Monocytes","Nasal Tissue","144","Hh","Hh+NTHi",0.745688042611046,""
"1528","Monocytes","Nasal Tissue","144","Hh","Pam1ug",0.575069552677426,""
"1529","Monocytes","Nasal Tissue","144","Hh","Pam1ug+IAV",0.830420546531017,""
"1530","Monocytes","Nasal Tissue","144","Hh","Pam1ug+IAV+NTHi",0.292046045694528,""
"1531","Monocytes","Nasal Tissue","144","Hh","Pam1ug+NTHi",0.149337041611979,""
"1532","Monocytes","Nasal Tissue","144","Hh","Saline",0.832474544589523,""
"1533","Monocytes","Nasal Tissue","144","Hh","Saline+IAV",0.817675830638978,""
"1534","Monocytes","Nasal Tissue","144","Hh","Saline+IAV+NTHi",0.958073664231349,""
"1535","Monocytes","Nasal Tissue","144","Hh","Saline+NTHi",0.757230639829108,""
"1536","Monocytes","Nasal Tissue","144","Hh+IAV","Hh+IAV+NTHi",0.686924403840958,""
"1537","Monocytes","Nasal Tissue","144","Hh+IAV","Hh+NTHi",0.575069552677426,""
"1538","Monocytes","Nasal Tissue","144","Hh+IAV","Pam1ug",0.381838514370766,""
"1539","Monocytes","Nasal Tissue","144","Hh+IAV","Pam1ug+IAV",0.745688042611046,""
"1540","Monocytes","Nasal Tissue","144","Hh+IAV","Pam1ug+IAV+NTHi",0.156921207102145,""
"1541","Monocytes","Nasal Tissue","144","Hh+IAV","Pam1ug+NTHi",0.0831546761764656,""
"1542","Monocytes","Nasal Tissue","144","Hh+IAV","Saline",0.973048036526892,""
"1543","Monocytes","Nasal Tissue","144","Hh+IAV","Saline+IAV",0.958073664231349,""
"1544","Monocytes","Nasal Tissue","144","Hh+IAV","Saline+IAV+NTHi",0.830420546531017,""
"1545","Monocytes","Nasal Tissue","144","Hh+IAV","Saline+NTHi",0.602341331762412,""
"1546","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Hh+NTHi",0.918962922003057,""
"1547","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Pam1ug",0.757230639829108,""
"1548","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Pam1ug+IAV",0.948542772761745,""
"1549","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.541233395802936,""
"1550","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Pam1ug+NTHi",0.292046045694528,""
"1551","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Saline",0.686924403840958,""
"1552","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Saline+IAV",0.608345036537102,""
"1553","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Saline+IAV+NTHi",0.817675830638978,""
"1554","Monocytes","Nasal Tissue","144","Hh+IAV+NTHi","Saline+NTHi",0.948542772761745,""
"1555","Monocytes","Nasal Tissue","144","Hh+NTHi","Pam1ug",0.817675830638978,""
"1556","Monocytes","Nasal Tissue","144","Hh+NTHi","Pam1ug+IAV",0.832474544589523,""
"1557","Monocytes","Nasal Tissue","144","Hh+NTHi","Pam1ug+IAV+NTHi",0.575069552677426,""
"1558","Monocytes","Nasal Tissue","144","Hh+NTHi","Pam1ug+NTHi",0.354776096152215,""
"1559","Monocytes","Nasal Tissue","144","Hh+NTHi","Saline",0.586739783938437,""
"1560","Monocytes","Nasal Tissue","144","Hh+NTHi","Saline+IAV",0.575069552677426,""
"1561","Monocytes","Nasal Tissue","144","Hh+NTHi","Saline+IAV+NTHi",0.757230639829108,""
"1562","Monocytes","Nasal Tissue","144","Hh+NTHi","Saline+NTHi",0.958073664231349,""
"1563","Monocytes","Nasal Tissue","144","Pam1ug","Pam1ug+IAV",0.736267337190923,""
"1564","Monocytes","Nasal Tissue","144","Pam1ug","Pam1ug+IAV+NTHi",0.763322815968521,""
"1565","Monocytes","Nasal Tissue","144","Pam1ug","Pam1ug+NTHi",0.575069552677426,""
"1566","Monocytes","Nasal Tissue","144","Pam1ug","Saline",0.385698705975605,""
"1567","Monocytes","Nasal Tissue","144","Pam1ug","Saline+IAV",0.347420749423766,""
"1568","Monocytes","Nasal Tissue","144","Pam1ug","Saline+IAV+NTHi",0.575069552677426,""
"1569","Monocytes","Nasal Tissue","144","Pam1ug","Saline+NTHi",0.814480130615263,""
"1570","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Pam1ug+IAV+NTHi",0.438596947874607,""
"1571","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Pam1ug+NTHi",0.256613206855865,""
"1572","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Saline",0.745688042611046,""
"1573","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Saline+IAV",0.686924403840958,""
"1574","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Saline+IAV+NTHi",0.832474544589523,""
"1575","Monocytes","Nasal Tissue","144","Pam1ug+IAV","Saline+NTHi",0.876887850398161,""
"1576","Monocytes","Nasal Tissue","144","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.814480130615263,""
"1577","Monocytes","Nasal Tissue","144","Pam1ug+IAV+NTHi","Saline",0.156921207102145,""
"1578","Monocytes","Nasal Tissue","144","Pam1ug+IAV+NTHi","Saline+IAV",0.149337041611979,""
"1579","Monocytes","Nasal Tissue","144","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.304207334348256,""
"1580","Monocytes","Nasal Tissue","144","Pam1ug+IAV+NTHi","Saline+NTHi",0.575069552677426,""
"1581","Monocytes","Nasal Tissue","144","Pam1ug+NTHi","Saline",0.0831546761764656,""
"1582","Monocytes","Nasal Tissue","144","Pam1ug+NTHi","Saline+IAV",0.0831546761764656,""
