Tissue,Timepoint,Treatment,Cell_ID,mean_Proportion_idPerSample,sem_Proportion_idPerSample
Lung,96,Hh+IAV+NTHi,B-cells,0.36633974183333334,0.022829963860489383
Lung,96,Hh+IAV+NTHi,CD103+CD4+ T-cells,0.011679126666666666,0.001348860087170365
Lung,96,Hh+IAV+NTHi,CD206+ Macrophages,0.004147132833333333,9.090520266183676e-4
Lung,96,Hh+IAV+NTHi,CD4+ T-cells,0.17692633366666666,0.01714353761698703
Lung,96,Hh+IAV+NTHi,CD64+MHCII- Macrophages,0.0022358851666666665,2.1759248116167633e-4
Lung,96,Hh+IAV+NTHi,Drop,0.06045462833333333,0.0027393873036858523
Lung,96,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.044282711833333335,0.005180858744934778
Lung,96,Hh+IAV+NTHi,Ly6C+ NK cells,0.056575462666666666,0.005053880747994262
Lung,96,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,0.0807254055,0.007373456432541101
Lung,96,Hh+IAV+NTHi,Ly6C- NK cells,0.075885044,0.006438606092191954
Lung,96,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,0.02501242416666667,0.003511120383693829
Lung,96,Hh+IAV+NTHi,Monocytes,0.0143870335,0.002137330338964737
Lung,96,Hh+IAV+NTHi,Neutrophils,0.023409162166666667,0.00660422251686262
Lung,96,Hh+IAV+NTHi,Unknown Myeloid,0.031481107833333334,0.003219169859576176
Lung,96,Hh+IAV+NTHi,cDC1,0.005353035666666667,8.202550551967629e-4
Lung,96,Hh+IAV+NTHi,cDC2,3.9251633333333336e-4,7.136456917484411e-5
Lung,96,Hh+IAV+NTHi,moDCs,0.009166864666666667,0.00472765812463815
Lung,96,Hh+IAV+NTHi,pDCs,0.011546382833333334,0.0011836769443638309
Lung,96,Hh+NTHi,B-cells,0.3904119111666667,0.015973617157238502
Lung,96,Hh+NTHi,CD103+CD4+ T-cells,0.012899194499999999,0.0027129883278343672
Lung,96,Hh+NTHi,CD206+ Macrophages,0.0077179685,7.337313339127502e-4
Lung,96,Hh+NTHi,CD4+ T-cells,0.20103575816666666,0.017009989319231242
Lung,96,Hh+NTHi,CD64+MHCII- Macrophages,0.0016887123333333334,0.00050813448564119765
Lung,96,Hh+NTHi,Drop,0.04897184316666667,9.501704855335665e-4
Lung,96,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.020358237666666668,0.001786456476748793
Lung,96,Hh+NTHi,Ly6C+ NK cells,0.05321196466666667,0.003692440125594201
Lung,96,Hh+NTHi,Ly6C+CD8+ T-cells,0.05396665066666667,0.0027819964666865983
Lung,96,Hh+NTHi,Ly6C- NK cells,0.06958067,0.003817948702503829
Lung,96,Hh+NTHi,Ly6C-CD8+ T-cells,0.03722800116666666,0.0038079873149128125
Lung,96,Hh+NTHi,Monocytes,0.014520512666666667,0.0029796331842824957
Lung,96,Hh+NTHi,Neutrophils,0.0113877565,0.0010422383933008082
Lung,96,Hh+NTHi,Unknown Myeloid,0.04574568,0.00576635530598841
Lung,96,Hh+NTHi,cDC1,0.006913736,0.0010039779327640293
Lung,96,Hh+NTHi,cDC2,0.0015843211666666667,2.3689442070585185e-4
Lung,96,Hh+NTHi,moDCs,0.013979691833333334,0.003915183931163945
Lung,96,Hh+NTHi,pDCs,0.008797389333333334,0.0014416193999491145
Lung,96,Pam1ug,B-cells,0.4282228256666667,0.014017352920239416
Lung,96,Pam1ug,CD103+CD4+ T-cells,0.013013796833333334,0.002372232959863434
Lung,96,Pam1ug,CD206+ Macrophages,0.0079791035,0.0012501860517445328
Lung,96,Pam1ug,CD4+ T-cells,0.17255514033333333,0.010752326782076431
Lung,96,Pam1ug,CD64+MHCII- Macrophages,0.0025658676666666666,8.764838507170821e-4
Lung,96,Pam1ug,Drop,0.04984985583333333,0.005382297032178593
Lung,96,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,0.020481813,0.0036825240839480377
Lung,96,Pam1ug,Ly6C+ NK cells,0.0434271835,0.0041733006509844925
Lung,96,Pam1ug,Ly6C+CD8+ T-cells,0.06067826366666667,0.002881468175623759
Lung,96,Pam1ug,Ly6C- NK cells,0.05649093933333333,0.0032153935677315423
Lung,96,Pam1ug,Ly6C-CD8+ T-cells,0.041389392500000004,0.0037379560252271634
Lung,96,Pam1ug,Monocytes,0.012130562166666666,0.0012423712883580984
Lung,96,Pam1ug,Neutrophils,0.0142911795,0.0035020029813435985
Lung,96,Pam1ug,Unknown Myeloid,0.04711561216666667,0.0031491652151385495
Lung,96,Pam1ug,cDC1,0.006899608666666667,0.0015491567487489805
Lung,96,Pam1ug,cDC2,0.001630074,1.821103242451308e-4
Lung,96,Pam1ug,moDCs,0.013095182166666667,0.00229962390230799
Lung,96,Pam1ug,pDCs,0.008183598833333333,0.001576769357739794
Lung,96,Pam1ug+IAV,B-cells,0.3991459943333333,0.023693777984132296
Lung,96,Pam1ug+IAV,CD103+CD4+ T-cells,0.010959092333333333,0.001507497044076918
Lung,96,Pam1ug+IAV,CD206+ Macrophages,0.005137791166666667,0.0014541916444233759
Lung,96,Pam1ug+IAV,CD4+ T-cells,0.14787252816666666,0.00522904822000928
Lung,96,Pam1ug+IAV,CD64+MHCII- Macrophages,0.004180680333333333,0.0010872257925205377
Lung,96,Pam1ug+IAV,Drop,0.06126597316666667,0.003026079623102488
Lung,96,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,0.047281675833333335,0.0046888217000190325
Lung,96,Pam1ug+IAV,Ly6C+ NK cells,0.055125420833333334,0.004575734307703887
Lung,96,Pam1ug+IAV,Ly6C+CD8+ T-cells,0.0793023705,0.005647582338786494
Lung,96,Pam1ug+IAV,Ly6C- NK cells,0.06651640516666667,0.004531819965303643
Lung,96,Pam1ug+IAV,Ly6C-CD8+ T-cells,0.025727494833333333,0.004530254409100512
Lung,96,Pam1ug+IAV,Monocytes,0.0155448735,0.00233060081852667
Lung,96,Pam1ug+IAV,Neutrophils,0.021903494,0.003891870296438273
Lung,96,Pam1ug+IAV,Unknown Myeloid,0.03613752666666667,0.0044473884269673565
Lung,96,Pam1ug+IAV,cDC1,0.005996532666666667,0.0011840992434014605
Lung,96,Pam1ug+IAV,cDC2,4.952188333333333e-4,1.14519014187868e-4
Lung,96,Pam1ug+IAV,moDCs,0.006146138166666666,0.001261443511489051
Lung,96,Pam1ug+IAV,pDCs,0.011260788333333334,8.924689821654556e-4
Lung,96,Pam1ug+IAV+NTHi,B-cells,0.3991459943333333,0.023693777984132296
Lung,96,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,0.010959092333333333,0.001507497044076918
Lung,96,Pam1ug+IAV+NTHi,CD206+ Macrophages,0.005137791166666667,0.0014541916444233759
Lung,96,Pam1ug+IAV+NTHi,CD4+ T-cells,0.14787252816666666,0.00522904822000928
Lung,96,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,0.004180680333333333,0.0010872257925205377
Lung,96,Pam1ug+IAV+NTHi,Drop,0.06126597316666667,0.003026079623102488
Lung,96,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.047281675833333335,0.0046888217000190325
Lung,96,Pam1ug+IAV+NTHi,Ly6C+ NK cells,0.055125420833333334,0.004575734307703887
Lung,96,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,0.0793023705,0.005647582338786494
Lung,96,Pam1ug+IAV+NTHi,Ly6C- NK cells,0.06651640516666667,0.004531819965303643
Lung,96,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,0.025727494833333333,0.004530254409100512
Lung,96,Pam1ug+IAV+NTHi,Monocytes,0.0155448735,0.00233060081852667
Lung,96,Pam1ug+IAV+NTHi,Neutrophils,0.021903494,0.003891870296438273
Lung,96,Pam1ug+IAV+NTHi,Unknown Myeloid,0.03613752666666667,0.0044473884269673565
Lung,96,Pam1ug+IAV+NTHi,cDC1,0.005996532666666667,0.0011840992434014605
Lung,96,Pam1ug+IAV+NTHi,cDC2,4.952188333333333e-4,1.14519014187868e-4
Lung,96,Pam1ug+IAV+NTHi,moDCs,0.006146138166666666,0.001261443511489051
Lung,96,Pam1ug+IAV+NTHi,pDCs,0.011260788333333334,8.924689821654556e-4
Lung,96,Pam1ug+NTHi,B-cells,0.4282228256666667,0.014017352920239416
Lung,96,Pam1ug+NTHi,CD103+CD4+ T-cells,0.013013796833333334,0.002372232959863434
Lung,96,Pam1ug+NTHi,CD206+ Macrophages,0.0079791035,0.0012501860517445328
Lung,96,Pam1ug+NTHi,CD4+ T-cells,0.17255514033333333,0.010752326782076431
Lung,96,Pam1ug+NTHi,CD64+MHCII- Macrophages,0.0025658676666666666,8.764838507170821e-4
Lung,96,Pam1ug+NTHi,Drop,0.04984985583333333,0.005382297032178593
Lung,96,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.020481813,0.0036825240839480377
Lung,96,Pam1ug+NTHi,Ly6C+ NK cells,0.0434271835,0.0041733006509844925
Lung,96,Pam1ug+NTHi,Ly6C+CD8+ T-cells,0.06067826366666667,0.002881468175623759
Lung,96,Pam1ug+NTHi,Ly6C- NK cells,0.05649093933333333,0.0032153935677315423
Lung,96,Pam1ug+NTHi,Ly6C-CD8+ T-cells,0.041389392500000004,0.0037379560252271634
Lung,96,Pam1ug+NTHi,Monocytes,0.012130562166666666,0.0012423712883580984
Lung,96,Pam1ug+NTHi,Neutrophils,0.0142911795,0.0035020029813435985
Lung,96,Pam1ug+NTHi,Unknown Myeloid,0.04711561216666667,0.0031491652151385495
Lung,96,Pam1ug+NTHi,cDC1,0.006899608666666667,0.0015491567487489805
Lung,96,Pam1ug+NTHi,cDC2,0.001630074,1.821103242451308e-4
Lung,96,Pam1ug+NTHi,moDCs,0.013095182166666667,0.00229962390230799
Lung,96,Pam1ug+NTHi,pDCs,0.008183598833333333,0.001576769357739794
Lung,96,Saline,B-cells,0.428653409,0.01647553316923003
Lung,96,Saline,CD103+CD4+ T-cells,0.0072775286666666664,3.338762414426106e-4
Lung,96,Saline,CD206+ Macrophages,0.004884416,7.921227467905464e-4
Lung,96,Saline,CD4+ T-cells,0.192936822,0.008316798764746183
Lung,96,Saline,CD64+MHCII- Macrophages,6.360293333333334e-4,1.212810195393785e-4
Lung,96,Saline,Drop,0.046741676,0.002666057421382656
Lung,96,Saline,Ly6C(hi)CD64(hi) Monocytes,0.019950738833333332,0.002834931731218425
Lung,96,Saline,Ly6C+ NK cells,0.049414292,0.005398212131261306
Lung,96,Saline,Ly6C+CD8+ T-cells,0.05818538733333334,0.0032916628358866254
Lung,96,Saline,Ly6C- NK cells,0.058271306,0.005171805643877814
Lung,96,Saline,Ly6C-CD8+ T-cells,0.046296216,0.006238230544418169
Lung,96,Saline,Monocytes,0.013095526833333333,0.001277626831326305
Lung,96,Saline,Neutrophils,0.009001183500000001,0.0015021166843178942
Lung,96,Saline,Unknown Myeloid,0.03906047916666667,0.002796543819837663
Lung,96,Saline,cDC1,0.003394561,3.941424407760897e-4
Lung,96,Saline,cDC2,0.0012325146666666666,1.2945541101518743e-4
Lung,96,Saline,moDCs,0.015116704666666666,0.002295508830017297
Lung,96,Saline,pDCs,0.005851208666666666,5.48967181734371e-4
Lung,96,Saline+IAV,B-cells,0.3876614561666667,0.03022239325234414
Lung,96,Saline+IAV,CD103+CD4+ T-cells,0.0096851665,0.001043776582443253
Lung,96,Saline+IAV,CD206+ Macrophages,0.003059284166666667,4.466299311167592e-4
Lung,96,Saline+IAV,CD4+ T-cells,0.16098419,0.0034157378389563426
Lung,96,Saline+IAV,CD64+MHCII- Macrophages,0.002777665166666667,4.423678188289633e-4
Lung,96,Saline+IAV,Drop,0.06055666566666666,0.004549721812703583
Lung,96,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,0.050553124166666664,0.006268707223101632
Lung,96,Saline+IAV,Ly6C+ NK cells,0.06281164083333333,0.007268340243248421
Lung,96,Saline+IAV,Ly6C+CD8+ T-cells,0.087865753,0.004379271895752893
Lung,96,Saline+IAV,Ly6C- NK cells,0.06832244666666668,0.00436355195391657
Lung,96,Saline+IAV,Ly6C-CD8+ T-cells,0.0225981005,0.0015655621442831915
Lung,96,Saline+IAV,Monocytes,0.015524644666666667,0.001913290558271877
Lung,96,Saline+IAV,Neutrophils,0.0180041835,0.004517820127975318
Lung,96,Saline+IAV,Unknown Myeloid,0.027319859000000002,0.001946714198129813
Lung,96,Saline+IAV,cDC1,0.003919191,4.840583270323251e-4
Lung,96,Saline+IAV,cDC2,2.9589566666666665e-4,2.3151629629706658e-5
Lung,96,Saline+IAV,moDCs,0.005439657,0.0010724931460162034
Lung,96,Saline+IAV,pDCs,0.012621076333333333,0.0010395145350011758
Lung,96,Saline+IAV+NTHi,B-cells,0.3876614561666667,0.03022239325234414
Lung,96,Saline+IAV+NTHi,CD103+CD4+ T-cells,0.0096851665,0.001043776582443253
Lung,96,Saline+IAV+NTHi,CD206+ Macrophages,0.003059284166666667,4.466299311167592e-4
Lung,96,Saline+IAV+NTHi,CD4+ T-cells,0.16098419,0.0034157378389563426
Lung,96,Saline+IAV+NTHi,CD64+MHCII- Macrophages,0.002777665166666667,4.423678188289633e-4
Lung,96,Saline+IAV+NTHi,Drop,0.06055666566666666,0.004549721812703583
Lung,96,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.050553124166666664,0.006268707223101632
Lung,96,Saline+IAV+NTHi,Ly6C+ NK cells,0.06281164083333333,0.007268340243248421
Lung,96,Saline+IAV+NTHi,Ly6C+CD8+ T-cells,0.087865753,0.004379271895752893
Lung,96,Saline+IAV+NTHi,Ly6C- NK cells,0.06832244666666668,0.00436355195391657
Lung,96,Saline+IAV+NTHi,Ly6C-CD8+ T-cells,0.0225981005,0.0015655621442831915
Lung,96,Saline+IAV+NTHi,Monocytes,0.015524644666666667,0.001913290558271877
Lung,96,Saline+IAV+NTHi,Neutrophils,0.0180041835,0.004517820127975318
Lung,96,Saline+IAV+NTHi,Unknown Myeloid,0.027319859000000002,0.001946714198129813
Lung,96,Saline+IAV+NTHi,cDC1,0.003919191,4.840583270323251e-4
Lung,96,Saline+IAV+NTHi,cDC2,2.9589566666666665e-4,2.3151629629706658e-5
Lung,96,Saline+IAV+NTHi,moDCs,0.005439657,0.0010724931460162034
Lung,96,Saline+IAV+NTHi,pDCs,0.012621076333333333,0.0010395145350011758
Lung,96,Saline+NTHi,B-cells,0.428653409,0.01647553316923003
Lung,96,Saline+NTHi,CD103+CD4+ T-cells,0.0072775286666666664,3.338762414426106e-4
Lung,96,Saline+NTHi,CD206+ Macrophages,0.004884416,7.921227467905464e-4
Lung,96,Saline+NTHi,CD4+ T-cells,0.192936822,0.008316798764746183
Lung,96,Saline+NTHi,CD64+MHCII- Macrophages,6.360293333333334e-4,1.212810195393785e-4
Lung,96,Saline+NTHi,Drop,0.046741676,0.002666057421382656
Lung,96,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.019950738833333332,0.002834931731218425
Lung,96,Saline+NTHi,Ly6C+ NK cells,0.049414292,0.005398212131261306
Lung,96,Saline+NTHi,Ly6C+CD8+ T-cells,0.05818538733333334,0.0032916628358866254
Lung,96,Saline+NTHi,Ly6C- NK cells,0.058271306,0.005171805643877814
Lung,96,Saline+NTHi,Ly6C-CD8+ T-cells,0.046296216,0.006238230544418169
Lung,96,Saline+NTHi,Monocytes,0.013095526833333333,0.001277626831326305
Lung,96,Saline+NTHi,Neutrophils,0.009001183500000001,0.0015021166843178942
Lung,96,Saline+NTHi,Unknown Myeloid,0.03906047916666667,0.002796543819837663
Lung,96,Saline+NTHi,cDC1,0.003394561,3.941424407760897e-4
Lung,96,Saline+NTHi,cDC2,0.0012325146666666666,1.2945541101518743e-4
Lung,96,Saline+NTHi,moDCs,0.015116704666666666,0.002295508830017297
Lung,96,Saline+NTHi,pDCs,0.005851208666666666,5.48967181734371e-4
Lung,144,Hh,B-cells,0.325797717,0.029502596631078147
Lung,144,Hh,CD103+CD4+ T-cells,0.008560138833333333,2.6621944136963604e-4
Lung,144,Hh,CD206+ Macrophages,0.0036990315,5.510355554203224e-4
Lung,144,Hh,CD4+ T-cells,0.20505401683333332,0.02102788356826453
Lung,144,Hh,CD64+MHCII- Macrophages,3.7156388333333334e-4,8.474508402135751e-5
Lung,144,Hh,Drop,0.06510100866666667,0.004986006275929221
Lung,144,Hh,Ly6C(hi)CD64(hi) Monocytes,0.017535920666666666,0.002468638371669312
Lung,144,Hh,Ly6C+ NK cells,0.057973606,0.004204457978835561
Lung,144,Hh,Ly6C+CD8+ T-cells,0.06379541866666666,0.003986467709524106
Lung,144,Hh,Ly6C- NK cells,0.066973387,0.0038782797106469346
Lung,144,Hh,Ly6C-CD8+ T-cells,0.05308928216666667,0.009785436577951077
Lung,144,Hh,Monocytes,0.019415428833333335,0.003940003293491199
Lung,144,Hh,Neutrophils,0.023388391833333334,0.005154668724458761
Lung,144,Hh,Unknown Myeloid,0.048168161,0.006229179516024889
Lung,144,Hh,cDC1,0.0037662576666666666,4.4275190452032823e-4
Lung,144,Hh,cDC2,0.0014634603333333334,2.228176941812397e-4
Lung,144,Hh,moDCs,0.029822728,0.003791451856501394
Lung,144,Hh,pDCs,0.0060244815,3.9940563783399875e-4
Lung,144,Hh+IAV,B-cells,0.27820574583333335,0.027164484219278806
Lung,144,Hh+IAV,CD103+CD4+ T-cells,0.017761482166666665,0.0011585579218599139
Lung,144,Hh+IAV,CD206+ Macrophages,0.0076199575,6.23893480512646e-4
Lung,144,Hh+IAV,CD4+ T-cells,0.17155808916666668,0.015098612162729824
Lung,144,Hh+IAV,CD64+MHCII- Macrophages,0.005233783666666667,6.678918024345295e-4
Lung,144,Hh+IAV,Drop,0.0712980455,0.00586630879037442
Lung,144,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,0.07038933983333333,0.008469458447855863
Lung,144,Hh+IAV,Ly6C+ NK cells,0.0469106925,0.0034550158940317944
Lung,144,Hh+IAV,Ly6C+CD8+ T-cells,0.07538941033333334,0.003920260342909237
Lung,144,Hh+IAV,Ly6C- NK cells,0.0912999055,0.005755319880364066
Lung,144,Hh+IAV,Ly6C-CD8+ T-cells,0.020679889666666666,0.0024012894171127263
Lung,144,Hh+IAV,Monocytes,0.022192038,0.002319403965569215
Lung,144,Hh+IAV,Neutrophils,0.0462338775,0.009322201288905327
Lung,144,Hh+IAV,Unknown Myeloid,0.0447878685,0.004002103835336966
Lung,144,Hh+IAV,cDC1,0.006212059333333333,3.1057523202799756e-4
Lung,144,Hh+IAV,cDC2,5.568333333333333e-4,8.779060730118633e-5
Lung,144,Hh+IAV,moDCs,0.009668391833333333,7.128077272584999e-4
Lung,144,Hh+IAV,pDCs,0.0140025895,0.0013599216859844726
Lung,144,Hh+IAV+NTHi,B-cells,0.3348818986666667,0.026255959642766603
Lung,144,Hh+IAV+NTHi,CD103+CD4+ T-cells,0.015176521666666666,0.0016889872364888507
Lung,144,Hh+IAV+NTHi,CD206+ Macrophages,0.0052835481666666665,4.689970864196221e-4
Lung,144,Hh+IAV+NTHi,CD4+ T-cells,0.17218909066666666,0.005791945224275298
Lung,144,Hh+IAV+NTHi,CD64+MHCII- Macrophages,0.0031322336666666666,3.6507372211830194e-4
Lung,144,Hh+IAV+NTHi,Drop,0.06888245666666667,0.0030552603428230765
Lung,144,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.042716525666666665,0.007076651102622402
Lung,144,Hh+IAV+NTHi,Ly6C+ NK cells,0.043961355,0.00370522446256882
Lung,144,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,0.07851751283333333,0.004343117774667913
Lung,144,Hh+IAV+NTHi,Ly6C- NK cells,0.07948501216666667,0.004467896376580038
Lung,144,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,0.0250418915,0.0032416128948772895
Lung,144,Hh+IAV+NTHi,Monocytes,0.01740553066666667,0.0019699500321839246
Lung,144,Hh+IAV+NTHi,Neutrophils,0.04778425533333333,0.017933030604376014
Lung,144,Hh+IAV+NTHi,Unknown Myeloid,0.03997082783333333,0.0026075163793272383
Lung,144,Hh+IAV+NTHi,cDC1,0.00521895,4.4996594363610836e-4
Lung,144,Hh+IAV+NTHi,cDC2,4.80312e-4,8.23906037490522e-5
Lung,144,Hh+IAV+NTHi,moDCs,0.008155442833333333,0.0011604789120261633
Lung,144,Hh+IAV+NTHi,pDCs,0.011716634666666666,0.0010510014949683837
Lung,144,Hh+NTHi,B-cells,0.36444249483333335,0.01351350621215168
Lung,144,Hh+NTHi,CD103+CD4+ T-cells,0.0132290445,0.0011623378619215028
Lung,144,Hh+NTHi,CD206+ Macrophages,0.006201099833333334,5.208711141237288e-4
Lung,144,Hh+NTHi,CD4+ T-cells,0.18178818400000002,0.00785202689135589
Lung,144,Hh+NTHi,CD64+MHCII- Macrophages,0.0012148355,2.8849776969799384e-4
Lung,144,Hh+NTHi,Drop,0.0622028025,0.006748570697548104
Lung,144,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.019617141666666667,0.002540269455913023
Lung,144,Hh+NTHi,Ly6C+ NK cells,0.0537770065,0.002866597715442144
Lung,144,Hh+NTHi,Ly6C+CD8+ T-cells,0.060023382,0.0026700811982042164
Lung,144,Hh+NTHi,Ly6C- NK cells,0.06087278,0.003055605131434896
Lung,144,Hh+NTHi,Ly6C-CD8+ T-cells,0.040064448833333335,0.003736211260993133
Lung,144,Hh+NTHi,Monocytes,0.018451825833333334,0.0018298235271384947
Lung,144,Hh+NTHi,Neutrophils,0.0345235185,0.00831389896616697
Lung,144,Hh+NTHi,Unknown Myeloid,0.046931354,0.004529709801124469
Lung,144,Hh+NTHi,cDC1,0.005803829666666666,4.68509053484467e-4
Lung,144,Hh+NTHi,cDC2,0.0014138735000000001,1.942686500546344e-4
Lung,144,Hh+NTHi,moDCs,0.0206945065,0.005283222399952626
Lung,144,Hh+NTHi,pDCs,0.008747871833333334,0.0011394508495390348
Lung,144,Pam1ug,B-cells,0.3171843676666667,0.03129305845009715
Lung,144,Pam1ug,CD103+CD4+ T-cells,0.013546074833333333,0.0020521829023912304
Lung,144,Pam1ug,CD206+ Macrophages,0.007008151666666667,0.0011233642827203373
Lung,144,Pam1ug,CD4+ T-cells,0.19321609266666667,0.015610540527064095
Lung,144,Pam1ug,CD64+MHCII- Macrophages,0.0012520230000000001,4.499120326767593e-4
Lung,144,Pam1ug,Drop,0.0638385195,0.003985108010589364
Lung,144,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,0.020094881000000002,0.003688633359121118
Lung,144,Pam1ug,Ly6C+ NK cells,0.046481334666666665,0.0035003077129039345
Lung,144,Pam1ug,Ly6C+CD8+ T-cells,0.06637105266666667,0.0028132265617508744
Lung,144,Pam1ug,Ly6C- NK cells,0.0661538915,0.0027562787698074474
Lung,144,Pam1ug,Ly6C-CD8+ T-cells,0.05199420766666667,0.006706692214825724
Lung,144,Pam1ug,Monocytes,0.020611842166666665,0.003500949205515322
Lung,144,Pam1ug,Neutrophils,0.023158572333333332,0.007253076613028823
Lung,144,Pam1ug,Unknown Myeloid,0.052207117166666664,0.006605524396648927
Lung,144,Pam1ug,cDC1,0.007104578,0.0014947915749577263
Lung,144,Pam1ug,cDC2,0.002069994,2.433483463564115e-4
Lung,144,Pam1ug,moDCs,0.04130681,0.00814923821621517
Lung,144,Pam1ug,pDCs,0.006400489166666666,4.4306697232415597e-4
Lung,144,Pam1ug+IAV,B-cells,0.284985023,0.02804711130019313
Lung,144,Pam1ug+IAV,CD103+CD4+ T-cells,0.013805477833333333,0.001155612846452231
Lung,144,Pam1ug+IAV,CD206+ Macrophages,0.0076121895,0.0012694399455530183
Lung,144,Pam1ug+IAV,CD4+ T-cells,0.16454410816666667,0.011993152560517811
Lung,144,Pam1ug+IAV,CD64+MHCII- Macrophages,0.0039791286666666665,6.586588587993367e-4
Lung,144,Pam1ug+IAV,Drop,0.066887695,0.004994943923488519
Lung,144,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,0.0674906895,0.009797164346961805
Lung,144,Pam1ug+IAV,Ly6C+ NK cells,0.040447423,0.0028490669716331467
Lung,144,Pam1ug+IAV,Ly6C+CD8+ T-cells,0.07596224533333333,0.004425742232113666
Lung,144,Pam1ug+IAV,Ly6C- NK cells,0.08205270349999999,0.004569597266700162
Lung,144,Pam1ug+IAV,Ly6C-CD8+ T-cells,0.030846480666666665,0.00643100142882602
Lung,144,Pam1ug+IAV,Monocytes,0.023701620666666666,0.0027345507714355167
Lung,144,Pam1ug+IAV,Neutrophils,0.061918993166666665,0.01457459165457191
Lung,144,Pam1ug+IAV,Unknown Myeloid,0.04435548,0.0050337268495705325
Lung,144,Pam1ug+IAV,cDC1,0.0055118028333333334,4.953433085760096e-4
Lung,144,Pam1ug+IAV,cDC2,6.076541666666667e-4,1.294796111971345e-4
Lung,144,Pam1ug+IAV,moDCs,0.013464877333333333,0.0029402257104083093
Lung,144,Pam1ug+IAV,pDCs,0.011826408,0.0010920562570621837
Lung,144,Pam1ug+IAV+NTHi,B-cells,0.33790522833333336,0.01905797979337214
Lung,144,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,0.014780569,0.0018661102721287224
Lung,144,Pam1ug+IAV+NTHi,CD206+ Macrophages,0.005989260166666667,0.0010210985668588325
Lung,144,Pam1ug+IAV+NTHi,CD4+ T-cells,0.15888860016666667,0.011060339006951605
Lung,144,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,0.003408636,7.31473645744853e-4
Lung,144,Pam1ug+IAV+NTHi,Drop,0.068206691,0.0033505698084615705
Lung,144,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.0474614245,0.00412381340390056
Lung,144,Pam1ug+IAV+NTHi,Ly6C+ NK cells,0.0482639855,0.006427636525261868
Lung,144,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,0.0788948005,0.00548849050129618
Lung,144,Pam1ug+IAV+NTHi,Ly6C- NK cells,0.08074206483333334,0.008631889898211209
Lung,144,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,0.0252295245,0.0021044125823261426
Lung,144,Pam1ug+IAV+NTHi,Monocytes,0.020455673833333334,0.002867857437732722
Lung,144,Pam1ug+IAV+NTHi,Neutrophils,0.037892340499999996,0.006479312513754361
Lung,144,Pam1ug+IAV+NTHi,Unknown Myeloid,0.041861890166666665,0.0036530617107614575
Lung,144,Pam1ug+IAV+NTHi,cDC1,0.0058417316666666665,8.910684477123207e-4
Lung,144,Pam1ug+IAV+NTHi,cDC2,5.868558333333334e-4,9.444514230932038e-5
Lung,144,Pam1ug+IAV+NTHi,moDCs,0.0116856825,0.0017029963067267597
Lung,144,Pam1ug+IAV+NTHi,pDCs,0.011905041833333333,8.680728681264578e-4
Lung,144,Pam1ug+NTHi,B-cells,0.3157985918333333,0.02660448104079651
Lung,144,Pam1ug+NTHi,CD103+CD4+ T-cells,0.012837511333333333,0.0015380713882419256
Lung,144,Pam1ug+NTHi,CD206+ Macrophages,0.005705010333333333,6.967433746187888e-4
Lung,144,Pam1ug+NTHi,CD4+ T-cells,0.202631976,0.019193947028758745
Lung,144,Pam1ug+NTHi,CD64+MHCII- Macrophages,0.0014533756666666668,3.4300306902773403e-4
Lung,144,Pam1ug+NTHi,Drop,0.068491474,0.007156571183438249
Lung,144,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.020271059166666668,0.004015568791317609
Lung,144,Pam1ug+NTHi,Ly6C+ NK cells,0.049756792,0.0031493816643039427
Lung,144,Pam1ug+NTHi,Ly6C+CD8+ T-cells,0.069544311,0.0052573145600973
Lung,144,Pam1ug+NTHi,Ly6C- NK cells,0.06568742966666667,0.0038914005869909677
