Tissue,Timepoint,Treatment,Cell_ID,mean_Proportion_idPerSample,sem_Proportion_idPerSample
Lung,2,Hh,B-cells,0.306714452,0.01848907439180029
Lung,2,Hh,CD103+CD4+ T-cells,0.0093503835,4.928315950218528e-4
Lung,2,Hh,CD206+ Macrophages,0.0069661415,9.94866557852149e-4
Lung,2,Hh,CD4+ T-cells,0.24143409483333333,0.011233083430708427
Lung,2,Hh,CD64+MHCII- Macrophages,5.679341666666667e-4,9.856698147433101e-5
Lung,2,Hh,Drop,0.0876690495,0.006420451087665098
Lung,2,Hh,Ly6C(hi)CD64(hi) Monocytes,0.011801042166666668,0.0017126714979415916
Lung,2,Hh,Ly6C+ NK cells,0.048254024666666666,0.00403946399341632
Lung,2,Hh,Ly6C+CD8+ T-cells,0.056388199666666666,0.004290144085703834
Lung,2,Hh,Ly6C- NK cells,0.05913116783333333,0.0023679542650361933
Lung,2,Hh,Ly6C-CD8+ T-cells,0.04837630466666667,0.0038129473727056148
Lung,2,Hh,Monocytes,0.0087486545,0.001022422712843038
Lung,2,Hh,Neutrophils,0.025903064,0.0050079054504603695
Lung,2,Hh,Unknown Myeloid,0.042019605333333335,0.0037862150123792555
Lung,2,Hh,cDC1,0.004422864166666667,5.255446897068106e-4
Lung,2,Hh,cDC2,0.001464923,1.8408046128708686e-4
Lung,2,Hh,moDCs,0.036646847499999996,0.004773084817915215
Lung,2,Hh,pDCs,0.0041412474999999995,3.5078357426583797e-4
Lung,2,Hh+IAV,B-cells,0.306714452,0.01848907439180029
Lung,2,Hh+IAV,CD103+CD4+ T-cells,0.0093503835,4.928315950218528e-4
Lung,2,Hh+IAV,CD206+ Macrophages,0.0069661415,9.94866557852149e-4
Lung,2,Hh+IAV,CD4+ T-cells,0.24143409483333333,0.011233083430708427
Lung,2,Hh+IAV,CD64+MHCII- Macrophages,5.679341666666667e-4,9.856698147433101e-5
Lung,2,Hh+IAV,Drop,0.0876690495,0.006420451087665098
Lung,2,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,0.011801042166666668,0.0017126714979415916
Lung,2,Hh+IAV,Ly6C+ NK cells,0.048254024666666666,0.00403946399341632
Lung,2,Hh+IAV,Ly6C+CD8+ T-cells,0.056388199666666666,0.004290144085703834
Lung,2,Hh+IAV,Ly6C- NK cells,0.05913116783333333,0.0023679542650361933
Lung,2,Hh+IAV,Ly6C-CD8+ T-cells,0.04837630466666667,0.0038129473727056148
Lung,2,Hh+IAV,Monocytes,0.0087486545,0.001022422712843038
Lung,2,Hh+IAV,Neutrophils,0.025903064,0.0050079054504603695
Lung,2,Hh+IAV,Unknown Myeloid,0.042019605333333335,0.0037862150123792555
Lung,2,Hh+IAV,cDC1,0.004422864166666667,5.255446897068106e-4
Lung,2,Hh+IAV,cDC2,0.001464923,1.8408046128708686e-4
Lung,2,Hh+IAV,moDCs,0.036646847499999996,0.004773084817915215
Lung,2,Hh+IAV,pDCs,0.0041412474999999995,3.5078357426583797e-4
Lung,2,Hh+IAV+NTHi,B-cells,0.306714452,0.01848907439180029
Lung,2,Hh+IAV+NTHi,CD103+CD4+ T-cells,0.0093503835,4.928315950218528e-4
Lung,2,Hh+IAV+NTHi,CD206+ Macrophages,0.0069661415,9.94866557852149e-4
Lung,2,Hh+IAV+NTHi,CD4+ T-cells,0.24143409483333333,0.011233083430708427
Lung,2,Hh+IAV+NTHi,CD64+MHCII- Macrophages,5.679341666666667e-4,9.856698147433101e-5
Lung,2,Hh+IAV+NTHi,Drop,0.0876690495,0.006420451087665098
Lung,2,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.011801042166666668,0.0017126714979415916
Lung,2,Hh+IAV+NTHi,Ly6C+ NK cells,0.048254024666666666,0.00403946399341632
Lung,2,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,0.056388199666666666,0.004290144085703834
Lung,2,Hh+IAV+NTHi,Ly6C- NK cells,0.05913116783333333,0.0023679542650361933
Lung,2,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,0.04837630466666667,0.0038129473727056148
Lung,2,Hh+IAV+NTHi,Monocytes,0.0087486545,0.001022422712843038
Lung,2,Hh+IAV+NTHi,Neutrophils,0.025903064,0.0050079054504603695
Lung,2,Hh+IAV+NTHi,Unknown Myeloid,0.042019605333333335,0.0037862150123792555
Lung,2,Hh+IAV+NTHi,cDC1,0.004422864166666667,5.255446897068106e-4
Lung,2,Hh+IAV+NTHi,cDC2,0.001464923,1.8408046128708686e-4
Lung,2,Hh+IAV+NTHi,moDCs,0.036646847499999996,0.004773084817915215
Lung,2,Hh+IAV+NTHi,pDCs,0.0041412474999999995,3.5078357426583797e-4
Lung,2,Hh+NTHi,B-cells,0.306714452,0.01848907439180029
Lung,2,Hh+NTHi,CD103+CD4+ T-cells,0.0093503835,4.928315950218528e-4
Lung,2,Hh+NTHi,CD206+ Macrophages,0.0069661415,9.94866557852149e-4
Lung,2,Hh+NTHi,CD4+ T-cells,0.24143409483333333,0.011233083430708427
Lung,2,Hh+NTHi,CD64+MHCII- Macrophages,5.679341666666667e-4,9.856698147433101e-5
Lung,2,Hh+NTHi,Drop,0.0876690495,0.006420451087665098
Lung,2,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.011801042166666668,0.0017126714979415916
Lung,2,Hh+NTHi,Ly6C+ NK cells,0.048254024666666666,0.00403946399341632
Lung,2,Hh+NTHi,Ly6C+CD8+ T-cells,0.056388199666666666,0.004290144085703834
Lung,2,Hh+NTHi,Ly6C- NK cells,0.05913116783333333,0.0023679542650361933
Lung,2,Hh+NTHi,Ly6C-CD8+ T-cells,0.04837630466666667,0.0038129473727056148
Lung,2,Hh+NTHi,Monocytes,0.0087486545,0.001022422712843038
Lung,2,Hh+NTHi,Neutrophils,0.025903064,0.0050079054504603695
Lung,2,Hh+NTHi,Unknown Myeloid,0.042019605333333335,0.0037862150123792555
Lung,2,Hh+NTHi,cDC1,0.004422864166666667,5.255446897068106e-4
Lung,2,Hh+NTHi,cDC2,0.001464923,1.8408046128708686e-4
Lung,2,Hh+NTHi,moDCs,0.036646847499999996,0.004773084817915215
Lung,2,Hh+NTHi,pDCs,0.0041412474999999995,3.5078357426583797e-4
Lung,2,Pam1ug,B-cells,0.2537768501666667,0.021088399498933368
Lung,2,Pam1ug,CD103+CD4+ T-cells,0.008588581833333334,3.075913636825562e-4
Lung,2,Pam1ug,CD206+ Macrophages,0.005758765833333334,7.080174695721107e-4
Lung,2,Pam1ug,CD4+ T-cells,0.2434147045,0.007217330847170106
Lung,2,Pam1ug,CD64+MHCII- Macrophages,5.247806666666667e-4,1.3751718406940198e-4
Lung,2,Pam1ug,Drop,0.08140320766666667,0.00754934533124688
Lung,2,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,0.03897769783333333,0.00836200589681961
Lung,2,Pam1ug,Ly6C+ NK cells,0.04657594966666667,0.00947222460614688
Lung,2,Pam1ug,Ly6C+CD8+ T-cells,0.058831668499999996,0.0016401800051986722
Lung,2,Pam1ug,Ly6C- NK cells,0.053562035,0.00507304407561585
Lung,2,Pam1ug,Ly6C-CD8+ T-cells,0.047421884,0.00355411627242113
Lung,2,Pam1ug,Monocytes,0.020465411833333332,0.0056995621268819035
Lung,2,Pam1ug,Neutrophils,0.06368273099999999,0.020304569244946388
Lung,2,Pam1ug,Unknown Myeloid,0.033764203666666666,0.0020804173594582676
Lung,2,Pam1ug,cDC1,0.0042211961666666666,6.518695085672909e-4
Lung,2,Pam1ug,cDC2,0.0015583088333333333,1.9494360105005016e-4
Lung,2,Pam1ug,moDCs,0.032808679333333333,0.007114646591912334
Lung,2,Pam1ug,pDCs,0.004663343166666667,3.611095795157307e-4
Lung,2,Pam1ug+IAV,B-cells,0.2537768501666667,0.021088399498933368
Lung,2,Pam1ug+IAV,CD103+CD4+ T-cells,0.008588581833333334,3.075913636825562e-4
Lung,2,Pam1ug+IAV,CD206+ Macrophages,0.005758765833333334,7.080174695721107e-4
Lung,2,Pam1ug+IAV,CD4+ T-cells,0.2434147045,0.007217330847170106
Lung,2,Pam1ug+IAV,CD64+MHCII- Macrophages,5.247806666666667e-4,1.3751718406940198e-4
Lung,2,Pam1ug+IAV,Drop,0.08140320766666667,0.00754934533124688
Lung,2,Pam1ug+IAV,Ly6C(hi)CD64(hi) Monocytes,0.03897769783333333,0.00836200589681961
Lung,2,Pam1ug+IAV,Ly6C+ NK cells,0.04657594966666667,0.00947222460614688
Lung,2,Pam1ug+IAV,Ly6C+CD8+ T-cells,0.058831668499999996,0.0016401800051986722
Lung,2,Pam1ug+IAV,Ly6C- NK cells,0.053562035,0.00507304407561585
Lung,2,Pam1ug+IAV,Ly6C-CD8+ T-cells,0.047421884,0.00355411627242113
Lung,2,Pam1ug+IAV,Monocytes,0.020465411833333332,0.0056995621268819035
Lung,2,Pam1ug+IAV,Neutrophils,0.06368273099999999,0.020304569244946388
Lung,2,Pam1ug+IAV,Unknown Myeloid,0.033764203666666666,0.0020804173594582676
Lung,2,Pam1ug+IAV,cDC1,0.0042211961666666666,6.518695085672909e-4
Lung,2,Pam1ug+IAV,cDC2,0.0015583088333333333,1.9494360105005016e-4
Lung,2,Pam1ug+IAV,moDCs,0.032808679333333333,0.007114646591912334
Lung,2,Pam1ug+IAV,pDCs,0.004663343166666667,3.611095795157307e-4
Lung,2,Pam1ug+IAV+NTHi,B-cells,0.2537768501666667,0.021088399498933368
Lung,2,Pam1ug+IAV+NTHi,CD103+CD4+ T-cells,0.008588581833333334,3.075913636825562e-4
Lung,2,Pam1ug+IAV+NTHi,CD206+ Macrophages,0.005758765833333334,7.080174695721107e-4
Lung,2,Pam1ug+IAV+NTHi,CD4+ T-cells,0.2434147045,0.007217330847170106
Lung,2,Pam1ug+IAV+NTHi,CD64+MHCII- Macrophages,5.247806666666667e-4,1.3751718406940198e-4
Lung,2,Pam1ug+IAV+NTHi,Drop,0.08140320766666667,0.00754934533124688
Lung,2,Pam1ug+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.03897769783333333,0.00836200589681961
Lung,2,Pam1ug+IAV+NTHi,Ly6C+ NK cells,0.04657594966666667,0.00947222460614688
Lung,2,Pam1ug+IAV+NTHi,Ly6C+CD8+ T-cells,0.058831668499999996,0.0016401800051986722
Lung,2,Pam1ug+IAV+NTHi,Ly6C- NK cells,0.053562035,0.00507304407561585
Lung,2,Pam1ug+IAV+NTHi,Ly6C-CD8+ T-cells,0.047421884,0.00355411627242113
Lung,2,Pam1ug+IAV+NTHi,Monocytes,0.020465411833333332,0.0056995621268819035
Lung,2,Pam1ug+IAV+NTHi,Neutrophils,0.06368273099999999,0.020304569244946388
Lung,2,Pam1ug+IAV+NTHi,Unknown Myeloid,0.033764203666666666,0.0020804173594582676
Lung,2,Pam1ug+IAV+NTHi,cDC1,0.0042211961666666666,6.518695085672909e-4
Lung,2,Pam1ug+IAV+NTHi,cDC2,0.0015583088333333333,1.9494360105005016e-4
Lung,2,Pam1ug+IAV+NTHi,moDCs,0.032808679333333333,0.007114646591912334
Lung,2,Pam1ug+IAV+NTHi,pDCs,0.004663343166666667,3.611095795157307e-4
Lung,2,Pam1ug+NTHi,B-cells,0.2537768501666667,0.021088399498933368
Lung,2,Pam1ug+NTHi,CD103+CD4+ T-cells,0.008588581833333334,3.075913636825562e-4
Lung,2,Pam1ug+NTHi,CD206+ Macrophages,0.005758765833333334,7.080174695721107e-4
Lung,2,Pam1ug+NTHi,CD4+ T-cells,0.2434147045,0.007217330847170106
Lung,2,Pam1ug+NTHi,CD64+MHCII- Macrophages,5.247806666666667e-4,1.3751718406940198e-4
Lung,2,Pam1ug+NTHi,Drop,0.08140320766666667,0.00754934533124688
Lung,2,Pam1ug+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.03897769783333333,0.00836200589681961
Lung,2,Pam1ug+NTHi,Ly6C+ NK cells,0.04657594966666667,0.00947222460614688
Lung,2,Pam1ug+NTHi,Ly6C+CD8+ T-cells,0.058831668499999996,0.0016401800051986722
Lung,2,Pam1ug+NTHi,Ly6C- NK cells,0.053562035,0.00507304407561585
Lung,2,Pam1ug+NTHi,Ly6C-CD8+ T-cells,0.047421884,0.00355411627242113
Lung,2,Pam1ug+NTHi,Monocytes,0.020465411833333332,0.0056995621268819035
Lung,2,Pam1ug+NTHi,Neutrophils,0.06368273099999999,0.020304569244946388
Lung,2,Pam1ug+NTHi,Unknown Myeloid,0.033764203666666666,0.0020804173594582676
Lung,2,Pam1ug+NTHi,cDC1,0.0042211961666666666,6.518695085672909e-4
Lung,2,Pam1ug+NTHi,cDC2,0.0015583088333333333,1.9494360105005016e-4
Lung,2,Pam1ug+NTHi,moDCs,0.032808679333333333,0.007114646591912334
Lung,2,Pam1ug+NTHi,pDCs,0.004663343166666667,3.611095795157307e-4
Lung,2,Saline,B-cells,0.32095503233333333,0.023245863639763695
Lung,2,Saline,CD103+CD4+ T-cells,0.008390452333333333,4.599119973512083e-4
Lung,2,Saline,CD206+ Macrophages,0.005884375333333333,9.665663543973817e-4
Lung,2,Saline,CD4+ T-cells,0.2358138215,0.013594068304133941
Lung,2,Saline,CD64+MHCII- Macrophages,7.145113333333333e-4,2.466349972321672e-4
Lung,2,Saline,Drop,0.0947607835,0.0052021410232593705
Lung,2,Saline,Ly6C(hi)CD64(hi) Monocytes,0.010636585666666667,0.0016040193319717744
Lung,2,Saline,Ly6C+ NK cells,0.052128270666666664,0.0038529538565886972
Lung,2,Saline,Ly6C+CD8+ T-cells,0.056102627833333335,0.004549403653713289
Lung,2,Saline,Ly6C- NK cells,0.058589910499999995,0.0054932934657044175
Lung,2,Saline,Ly6C-CD8+ T-cells,0.05372282233333334,0.00737001250788499
Lung,2,Saline,Monocytes,0.007941669666666666,7.556852564674735e-4
Lung,2,Saline,Neutrophils,0.009906895166666667,0.0019495253811072993
Lung,2,Saline,Unknown Myeloid,0.04147276816666667,0.002456186874891409
Lung,2,Saline,cDC1,0.0038062335,3.1766622773583706e-4
Lung,2,Saline,cDC2,0.0015289203333333334,1.3298132853917672e-4
Lung,2,Saline,moDCs,0.03392857966666667,0.004828050221481406
Lung,2,Saline,pDCs,0.0037157396666666668,3.727185464597174e-4
Lung,2,Saline+IAV,B-cells,0.32095503233333333,0.023245863639763695
Lung,2,Saline+IAV,CD103+CD4+ T-cells,0.008390452333333333,4.599119973512083e-4
Lung,2,Saline+IAV,CD206+ Macrophages,0.005884375333333333,9.665663543973817e-4
Lung,2,Saline+IAV,CD4+ T-cells,0.2358138215,0.013594068304133941
Lung,2,Saline+IAV,CD64+MHCII- Macrophages,7.145113333333333e-4,2.466349972321672e-4
Lung,2,Saline+IAV,Drop,0.0947607835,0.0052021410232593705
Lung,2,Saline+IAV,Ly6C(hi)CD64(hi) Monocytes,0.010636585666666667,0.0016040193319717744
Lung,2,Saline+IAV,Ly6C+ NK cells,0.052128270666666664,0.0038529538565886972
Lung,2,Saline+IAV,Ly6C+CD8+ T-cells,0.056102627833333335,0.004549403653713289
Lung,2,Saline+IAV,Ly6C- NK cells,0.058589910499999995,0.0054932934657044175
Lung,2,Saline+IAV,Ly6C-CD8+ T-cells,0.05372282233333334,0.00737001250788499
Lung,2,Saline+IAV,Monocytes,0.007941669666666666,7.556852564674735e-4
Lung,2,Saline+IAV,Neutrophils,0.009906895166666667,0.0019495253811072993
Lung,2,Saline+IAV,Unknown Myeloid,0.04147276816666667,0.002456186874891409
Lung,2,Saline+IAV,cDC1,0.0038062335,3.1766622773583706e-4
Lung,2,Saline+IAV,cDC2,0.0015289203333333334,1.3298132853917672e-4
Lung,2,Saline+IAV,moDCs,0.03392857966666667,0.004828050221481406
Lung,2,Saline+IAV,pDCs,0.0037157396666666668,3.727185464597174e-4
Lung,2,Saline+IAV+NTHi,B-cells,0.32095503233333333,0.023245863639763695
Lung,2,Saline+IAV+NTHi,CD103+CD4+ T-cells,0.008390452333333333,4.599119973512083e-4
Lung,2,Saline+IAV+NTHi,CD206+ Macrophages,0.005884375333333333,9.665663543973817e-4
Lung,2,Saline+IAV+NTHi,CD4+ T-cells,0.2358138215,0.013594068304133941
Lung,2,Saline+IAV+NTHi,CD64+MHCII- Macrophages,7.145113333333333e-4,2.466349972321672e-4
Lung,2,Saline+IAV+NTHi,Drop,0.0947607835,0.0052021410232593705
Lung,2,Saline+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.010636585666666667,0.0016040193319717744
Lung,2,Saline+IAV+NTHi,Ly6C+ NK cells,0.052128270666666664,0.0038529538565886972
Lung,2,Saline+IAV+NTHi,Ly6C+CD8+ T-cells,0.056102627833333335,0.004549403653713289
Lung,2,Saline+IAV+NTHi,Ly6C- NK cells,0.058589910499999995,0.0054932934657044175
Lung,2,Saline+IAV+NTHi,Ly6C-CD8+ T-cells,0.05372282233333334,0.00737001250788499
Lung,2,Saline+IAV+NTHi,Monocytes,0.007941669666666666,7.556852564674735e-4
Lung,2,Saline+IAV+NTHi,Neutrophils,0.009906895166666667,0.0019495253811072993
Lung,2,Saline+IAV+NTHi,Unknown Myeloid,0.04147276816666667,0.002456186874891409
Lung,2,Saline+IAV+NTHi,cDC1,0.0038062335,3.1766622773583706e-4
Lung,2,Saline+IAV+NTHi,cDC2,0.0015289203333333334,1.3298132853917672e-4
Lung,2,Saline+IAV+NTHi,moDCs,0.03392857966666667,0.004828050221481406
Lung,2,Saline+IAV+NTHi,pDCs,0.0037157396666666668,3.727185464597174e-4
Lung,2,Saline+NTHi,B-cells,0.32095503233333333,0.023245863639763695
Lung,2,Saline+NTHi,CD103+CD4+ T-cells,0.008390452333333333,4.599119973512083e-4
Lung,2,Saline+NTHi,CD206+ Macrophages,0.005884375333333333,9.665663543973817e-4
Lung,2,Saline+NTHi,CD4+ T-cells,0.2358138215,0.013594068304133941
Lung,2,Saline+NTHi,CD64+MHCII- Macrophages,7.145113333333333e-4,2.466349972321672e-4
Lung,2,Saline+NTHi,Drop,0.0947607835,0.0052021410232593705
Lung,2,Saline+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.010636585666666667,0.0016040193319717744
Lung,2,Saline+NTHi,Ly6C+ NK cells,0.052128270666666664,0.0038529538565886972
Lung,2,Saline+NTHi,Ly6C+CD8+ T-cells,0.056102627833333335,0.004549403653713289
Lung,2,Saline+NTHi,Ly6C- NK cells,0.058589910499999995,0.0054932934657044175
Lung,2,Saline+NTHi,Ly6C-CD8+ T-cells,0.05372282233333334,0.00737001250788499
Lung,2,Saline+NTHi,Monocytes,0.007941669666666666,7.556852564674735e-4
Lung,2,Saline+NTHi,Neutrophils,0.009906895166666667,0.0019495253811072993
Lung,2,Saline+NTHi,Unknown Myeloid,0.04147276816666667,0.002456186874891409
Lung,2,Saline+NTHi,cDC1,0.0038062335,3.1766622773583706e-4
Lung,2,Saline+NTHi,cDC2,0.0015289203333333334,1.3298132853917672e-4
Lung,2,Saline+NTHi,moDCs,0.03392857966666667,0.004828050221481406
Lung,2,Saline+NTHi,pDCs,0.0037157396666666668,3.727185464597174e-4
Lung,6,Hh,B-cells,0.19992282833333333,0.010357937352474597
Lung,6,Hh,CD103+CD4+ T-cells,0.006003521166666667,0.0010244002310424516
Lung,6,Hh,CD206+ Macrophages,0.008080809333333333,0.0017505539343649424
Lung,6,Hh,CD4+ T-cells,0.2106780895,0.02954567855263394
Lung,6,Hh,CD64+MHCII- Macrophages,8.258795e-4,1.9144352587516944e-4
Lung,6,Hh,Drop,0.042646521,0.0037822418854135975
Lung,6,Hh,Ly6C(hi)CD64(hi) Monocytes,0.025170652166666665,0.002975899576466041
Lung,6,Hh,Ly6C+ NK cells,0.03491603716666667,0.0062374512479155654
Lung,6,Hh,Ly6C+CD8+ T-cells,0.0495891895,0.003747794764827595
Lung,6,Hh,Ly6C- NK cells,0.04056966433333333,0.009191090544472811
Lung,6,Hh,Ly6C-CD8+ T-cells,0.0411402635,0.008907348263140612
Lung,6,Hh,Monocytes,0.013138377333333333,0.0010236512551418627
Lung,6,Hh,Neutrophils,0.25032316683333333,0.05968729791930451
Lung,6,Hh,Unknown Myeloid,0.04286185083333333,0.005876739438062387
Lung,6,Hh,cDC1,0.0047745608333333335,8.024899746958181e-4
Lung,6,Hh,cDC2,9.646516666666667e-4,1.0336290335694803e-4
Lung,6,Hh,moDCs,0.024571343666666665,0.004222581595923516
Lung,6,Hh,pDCs,0.003822593,4.388415622382032e-4
Lung,6,Hh+IAV,B-cells,0.19992282833333333,0.010357937352474597
Lung,6,Hh+IAV,CD103+CD4+ T-cells,0.006003521166666667,0.0010244002310424516
Lung,6,Hh+IAV,CD206+ Macrophages,0.008080809333333333,0.0017505539343649424
Lung,6,Hh+IAV,CD4+ T-cells,0.2106780895,0.02954567855263394
Lung,6,Hh+IAV,CD64+MHCII- Macrophages,8.258795e-4,1.9144352587516944e-4
Lung,6,Hh+IAV,Drop,0.042646521,0.0037822418854135975
Lung,6,Hh+IAV,Ly6C(hi)CD64(hi) Monocytes,0.025170652166666665,0.002975899576466041
Lung,6,Hh+IAV,Ly6C+ NK cells,0.03491603716666667,0.0062374512479155654
Lung,6,Hh+IAV,Ly6C+CD8+ T-cells,0.0495891895,0.003747794764827595
Lung,6,Hh+IAV,Ly6C- NK cells,0.04056966433333333,0.009191090544472811
Lung,6,Hh+IAV,Ly6C-CD8+ T-cells,0.0411402635,0.008907348263140612
Lung,6,Hh+IAV,Monocytes,0.013138377333333333,0.0010236512551418627
Lung,6,Hh+IAV,Neutrophils,0.25032316683333333,0.05968729791930451
Lung,6,Hh+IAV,Unknown Myeloid,0.04286185083333333,0.005876739438062387
Lung,6,Hh+IAV,cDC1,0.0047745608333333335,8.024899746958181e-4
Lung,6,Hh+IAV,cDC2,9.646516666666667e-4,1.0336290335694803e-4
Lung,6,Hh+IAV,moDCs,0.024571343666666665,0.004222581595923516
Lung,6,Hh+IAV,pDCs,0.003822593,4.388415622382032e-4
Lung,6,Hh+IAV+NTHi,B-cells,0.19992282833333333,0.010357937352474597
Lung,6,Hh+IAV+NTHi,CD103+CD4+ T-cells,0.006003521166666667,0.0010244002310424516
Lung,6,Hh+IAV+NTHi,CD206+ Macrophages,0.008080809333333333,0.0017505539343649424
Lung,6,Hh+IAV+NTHi,CD4+ T-cells,0.2106780895,0.02954567855263394
Lung,6,Hh+IAV+NTHi,CD64+MHCII- Macrophages,8.258795e-4,1.9144352587516944e-4
Lung,6,Hh+IAV+NTHi,Drop,0.042646521,0.0037822418854135975
Lung,6,Hh+IAV+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.025170652166666665,0.002975899576466041
Lung,6,Hh+IAV+NTHi,Ly6C+ NK cells,0.03491603716666667,0.0062374512479155654
Lung,6,Hh+IAV+NTHi,Ly6C+CD8+ T-cells,0.0495891895,0.003747794764827595
Lung,6,Hh+IAV+NTHi,Ly6C- NK cells,0.04056966433333333,0.009191090544472811
Lung,6,Hh+IAV+NTHi,Ly6C-CD8+ T-cells,0.0411402635,0.008907348263140612
Lung,6,Hh+IAV+NTHi,Monocytes,0.013138377333333333,0.0010236512551418627
Lung,6,Hh+IAV+NTHi,Neutrophils,0.25032316683333333,0.05968729791930451
Lung,6,Hh+IAV+NTHi,Unknown Myeloid,0.04286185083333333,0.005876739438062387
Lung,6,Hh+IAV+NTHi,cDC1,0.0047745608333333335,8.024899746958181e-4
Lung,6,Hh+IAV+NTHi,cDC2,9.646516666666667e-4,1.0336290335694803e-4
Lung,6,Hh+IAV+NTHi,moDCs,0.024571343666666665,0.004222581595923516
Lung,6,Hh+IAV+NTHi,pDCs,0.003822593,4.388415622382032e-4
Lung,6,Hh+NTHi,B-cells,0.19992282833333333,0.010357937352474597
Lung,6,Hh+NTHi,CD103+CD4+ T-cells,0.006003521166666667,0.0010244002310424516
Lung,6,Hh+NTHi,CD206+ Macrophages,0.008080809333333333,0.0017505539343649424
Lung,6,Hh+NTHi,CD4+ T-cells,0.2106780895,0.02954567855263394
Lung,6,Hh+NTHi,CD64+MHCII- Macrophages,8.258795e-4,1.9144352587516944e-4
Lung,6,Hh+NTHi,Drop,0.042646521,0.0037822418854135975
Lung,6,Hh+NTHi,Ly6C(hi)CD64(hi) Monocytes,0.025170652166666665,0.002975899576466041
Lung,6,Hh+NTHi,Ly6C+ NK cells,0.03491603716666667,0.0062374512479155654
Lung,6,Hh+NTHi,Ly6C+CD8+ T-cells,0.0495891895,0.003747794764827595
Lung,6,Hh+NTHi,Ly6C- NK cells,0.04056966433333333,0.009191090544472811
Lung,6,Hh+NTHi,Ly6C-CD8+ T-cells,0.0411402635,0.008907348263140612
Lung,6,Hh+NTHi,Monocytes,0.013138377333333333,0.0010236512551418627
Lung,6,Hh+NTHi,Neutrophils,0.25032316683333333,0.05968729791930451
Lung,6,Hh+NTHi,Unknown Myeloid,0.04286185083333333,0.005876739438062387
Lung,6,Hh+NTHi,cDC1,0.0047745608333333335,8.024899746958181e-4
Lung,6,Hh+NTHi,cDC2,9.646516666666667e-4,1.0336290335694803e-4
Lung,6,Hh+NTHi,moDCs,0.024571343666666665,0.004222581595923516
Lung,6,Hh+NTHi,pDCs,0.003822593,4.388415622382032e-4
Lung,6,Pam10ug,B-cells,0.145955524,0.01647460729878104
Lung,6,Pam10ug,CD103+CD4+ T-cells,0.00856959975,0.001723006954538701
Lung,6,Pam10ug,CD206+ Macrophages,0.00364288575,1.7286075305399963e-4
Lung,6,Pam10ug,CD4+ T-cells,0.20257267725,0.0399263189467657
Lung,6,Pam10ug,CD64+MHCII- Macrophages,4.204935e-4,9.548706043621826e-5
Lung,6,Pam10ug,Drop,0.04617977175,0.012723762464369081
Lung,6,Pam10ug,Ly6C(hi)CD64(hi) Monocytes,0.054717706500000005,0.01709275216127444
Lung,6,Pam10ug,Ly6C+ NK cells,0.04446800325,0.013314109023602883
Lung,6,Pam10ug,Ly6C+CD8+ T-cells,0.046167664,0.009369745893327853
Lung,6,Pam10ug,Ly6C- NK cells,0.0787170935,0.020984034543180357
Lung,6,Pam10ug,Ly6C-CD8+ T-cells,0.039534266,0.007978679193572005
Lung,6,Pam10ug,Monocytes,0.0315935515,0.007187848120153178
Lung,6,Pam10ug,Neutrophils,0.227062442,0.09970883807376509
Lung,6,Pam10ug,Unknown Myeloid,0.0310385755,0.006182178508718178
Lung,6,Pam10ug,cDC1,0.003375774,1.6048821633430493e-4
Lung,6,Pam10ug,cDC2,0.00126080825,1.3199505972849576e-4
Lung,6,Pam10ug,moDCs,0.03161397925,0.008895962195299967
Lung,6,Pam10ug,pDCs,0.00310918475,4.726754477636452e-4
Lung,6,Pam1ug,B-cells,0.22247540700000001,0.028187570350455524
Lung,6,Pam1ug,CD103+CD4+ T-cells,0.007129353,0.0010132021886762451
Lung,6,Pam1ug,CD206+ Macrophages,0.005470171,0.0010287264338715452
Lung,6,Pam1ug,CD4+ T-cells,0.2033879185,0.012654787897843725
Lung,6,Pam1ug,CD64+MHCII- Macrophages,7.361145e-4,1.907496661081831e-4
Lung,6,Pam1ug,Drop,0.050653122,0.008655314687935496
Lung,6,Pam1ug,Ly6C(hi)CD64(hi) Monocytes,0.05127759466666666,0.007748762262243628
Lung,6,Pam1ug,Ly6C+ NK cells,0.033873952,0.0030254498179453472
Lung,6,Pam1ug,Ly6C+CD8+ T-cells,0.04350941766666667,0.002020536856679708
Lung,6,Pam1ug,Ly6C- NK cells,0.04625230166666667,0.0038201712082540115
Lung,6,Pam1ug,Ly6C-CD8+ T-cells,0.040531633666666664,0.002534580154261736
Lung,6,Pam1ug,Monocytes,0.030039781166666668,0.0023566952860484876
Lung,6,Pam1ug,Neutrophils,0.18721733916666666,0.04878475443344295
Lung,6,Pam1ug,Unknown Myeloid,0.0471207965,0.006530068383966107
Lung,6,Pam1ug,cDC1,0.0038807485,2.5496639417496445e-4
