"","Cell_ID","Tissue","Timepoint","Treatment1","Treatment2","ratio","SE","df","null","p.value","significance"
"4562","CD206+ Macrophages","Spleen","144","Pam1ug+IAV+NTHi","Saline+NTHi",1.36068354348958,0.281363564590785,Inf,1,0.281268353244818,""
"4563","CD206+ Macrophages","Spleen","144","Pam1ug+NTHi","Saline",1.09774484353531,0.225780067177856,Inf,1,0.796248321290199,""
"4564","CD206+ Macrophages","Spleen","144","Pam1ug+NTHi","Saline+IAV",0.640746758978218,0.131114656809538,Inf,1,0.0781700464362254,""
"4565","CD206+ Macrophages","Spleen","144","Pam1ug+NTHi","Saline+IAV+NTHi",1.16325153177902,0.239238148639419,Inf,1,0.677852112873733,""
"4566","CD206+ Macrophages","Spleen","144","Pam1ug+NTHi","Saline+NTHi",1.44970027057371,0.299506410951395,Inf,1,0.164453378464616,""
"4567","CD206+ Macrophages","Spleen","144","Saline","Saline+IAV",0.583693708744445,0.119776848012766,Inf,1,0.0319007234793471,"*"
"4568","CD206+ Macrophages","Spleen","144","Saline","Saline+IAV+NTHi",1.05967387469819,0.21854281389608,Inf,1,0.834994886387624,""
"4569","CD206+ Macrophages","Spleen","144","Saline","Saline+NTHi",1.3206167891483,0.273590160492873,Inf,1,0.358945380805937,""
"4570","CD206+ Macrophages","Spleen","144","Saline+IAV","Saline+IAV+NTHi",1.81546221729476,0.372499470365683,Inf,1,0.0172360082728616,"*"
"4571","CD206+ Macrophages","Spleen","144","Saline+IAV","Saline+NTHi",2.26251674356575,0.46637504370479,Inf,1,0.00123168929195535,"**"
"4572","CD206+ Macrophages","Spleen","144","Saline+IAV+NTHi","Saline+NTHi",1.24624832288559,0.258168105773789,Inf,1,0.507479685028856,""
"4573","CD206+ Macrophages","Lung","2","Hh","Hh+IAV",0.999569573668145,0.182514618437602,Inf,1,0.999926457828498,""
"4574","CD206+ Macrophages","Lung","2","Hh","Hh+IAV+NTHi",0.999660991567885,0.182528361678766,Inf,1,0.999926457828498,""
"4575","CD206+ Macrophages","Lung","2","Hh","Hh+NTHi",0.999639486664448,0.182525128752236,Inf,1,0.999926457828498,""
"4576","CD206+ Macrophages","Lung","2","Hh","Pam1ug",1.19182823086867,0.253339257114947,Inf,1,0.844383471213691,""
"4577","CD206+ Macrophages","Lung","2","Hh","Pam1ug+IAV",1.19171166061098,0.253317572111355,Inf,1,0.844383471213691,""
"4578","CD206+ Macrophages","Lung","2","Hh","Pam1ug+IAV+NTHi",1.19195972854856,0.253363719064501,Inf,1,0.844383471213691,""
"4579","CD206+ Macrophages","Lung","2","Hh","Pam1ug+NTHi",1.19167263307863,0.253310312020711,Inf,1,0.844383471213691,""
"4580","CD206+ Macrophages","Lung","2","Hh","Saline",1.20007665113202,0.255219052045299,Inf,1,0.844383471213691,""
"4581","CD206+ Macrophages","Lung","2","Hh","Saline+IAV",1.2001598915069,0.255234547707833,Inf,1,0.844383471213691,""
"4582","CD206+ Macrophages","Lung","2","Hh","Saline+IAV+NTHi",1.20031533115318,0.255263483746941,Inf,1,0.844383471213691,""
"4583","CD206+ Macrophages","Lung","2","Hh","Saline+NTHi",1.20018041270766,0.255238367848995,Inf,1,0.844383471213691,""
"4584","CD206+ Macrophages","Lung","2","Hh+IAV","Hh+IAV+NTHi",1.00009145726536,0.182620844666827,Inf,1,0.999926457828498,""
"4585","CD206+ Macrophages","Lung","2","Hh+IAV","Hh+NTHi",1.00006994310166,0.182617609925568,Inf,1,0.999926457828498,""
"4586","CD206+ Macrophages","Lung","2","Hh+IAV","Pam1ug",1.1923414460236,0.253462569527588,Inf,1,0.844383471213691,""
"4587","CD206+ Macrophages","Lung","2","Hh+IAV","Pam1ug+IAV",1.1922248255694,0.253440873300185,Inf,1,0.844383471213691,""
"4588","CD206+ Macrophages","Lung","2","Hh+IAV","Pam1ug+IAV+NTHi",1.19247300032793,0.253487044138551,Inf,1,0.844383471213691,""
"4589","CD206+ Macrophages","Lung","2","Hh+IAV","Pam1ug+NTHi",1.19218578123133,0.253433609451803,Inf,1,0.844383471213691,""
"4590","CD206+ Macrophages","Lung","2","Hh+IAV","Saline",1.20059341815304,0.255343258299661,Inf,1,0.844383471213691,""
"4591","CD206+ Macrophages","Lung","2","Hh+IAV","Saline+IAV",1.2006766943722,0.255358761979428,Inf,1,0.844383471213691,""
"4592","CD206+ Macrophages","Lung","2","Hh+IAV","Saline+IAV+NTHi",1.20083220095261,0.255387712989566,Inf,1,0.844383471213691,""
"4593","CD206+ Macrophages","Lung","2","Hh+IAV","Saline+NTHi",1.20069722440963,0.255362584097011,Inf,1,0.844383471213691,""
"4594","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Hh+NTHi",0.999978487803747,0.182597960203776,Inf,1,0.999926457828498,""
"4595","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Pam1ug",1.19223240770792,0.253436369243479,Inf,1,0.844383471213691,""
"4596","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Pam1ug+IAV",1.19211579791853,0.253414675400894,Inf,1,0.844383471213691,""
"4597","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",1.19236394998176,0.253460841164229,Inf,1,0.844383471213691,""
"4598","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Pam1ug+NTHi",1.19207675715103,0.253407412350943,Inf,1,0.844383471213691,""
"4599","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Saline",1.20048362520358,0.25531686808802,Inf,1,0.844383471213691,""
"4600","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Saline+IAV",1.20056689380722,0.255332370064319,Inf,1,0.844383471213691,""
"4601","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Saline+IAV+NTHi",1.20072238616672,0.255361317893463,Inf,1,0.844383471213691,""
"4602","CD206+ Macrophages","Lung","2","Hh+IAV+NTHi","Saline+NTHi",1.20058742196719,0.255336191761947,Inf,1,0.844383471213691,""
"4603","CD206+ Macrophages","Lung","2","Hh+NTHi","Pam1ug",1.1922580557972,0.253442532043667,Inf,1,0.844383471213691,""
"4604","CD206+ Macrophages","Lung","2","Hh+NTHi","Pam1ug+IAV",1.19214144349923,0.25342083764013,Inf,1,0.844383471213691,""
"4605","CD206+ Macrophages","Lung","2","Hh+NTHi","Pam1ug+IAV+NTHi",1.19238960090086,0.253467004597203,Inf,1,0.844383471213691,""
"4606","CD206+ Macrophages","Lung","2","Hh+NTHi","Pam1ug+NTHi",1.19210240189185,0.253413574402373,Inf,1,0.844383471213691,""
"4607","CD206+ Macrophages","Lung","2","Hh+NTHi","Saline",1.20050945079848,0.255323075562802,Inf,1,0.844383471213691,""
"4608","CD206+ Macrophages","Lung","2","Hh+NTHi","Saline+IAV",1.20059272119345,0.255338577939788,Inf,1,0.844383471213691,""
"4609","CD206+ Macrophages","Lung","2","Hh+NTHi","Saline+IAV+NTHi",1.20074821689801,0.255367526517159,Inf,1,0.844383471213691,""
"4610","CD206+ Macrophages","Lung","2","Hh+NTHi","Saline+NTHi",1.20061324979505,0.255342399736197,Inf,1,0.844383471213691,""
"4611","CD206+ Macrophages","Lung","2","Pam1ug","Pam1ug+IAV",0.999902192065373,0.185321230857202,Inf,1,0.999926457828498,""
"4612","CD206+ Macrophages","Lung","2","Pam1ug","Pam1ug+IAV+NTHi",1.00011033274467,0.185353472459385,Inf,1,0.999926457828498,""
"4613","CD206+ Macrophages","Lung","2","Pam1ug","Pam1ug+NTHi",0.999869446128214,0.185316158434084,Inf,1,0.999926457828498,""
"4614","CD206+ Macrophages","Lung","2","Pam1ug","Saline",1.00692081295753,0.215304481207329,Inf,1,0.999926457828498,""
"4615","CD206+ Macrophages","Lung","2","Pam1ug","Saline+IAV",1.00699065555122,0.215317573291245,Inf,1,0.999926457828498,""
"4616","CD206+ Macrophages","Lung","2","Pam1ug","Saline+IAV+NTHi",1.00712107673295,0.21534202097429,Inf,1,0.999926457828498,""
"4617","CD206+ Macrophages","Lung","2","Pam1ug","Saline+NTHi",1.00700787380485,0.215320800878795,Inf,1,0.999926457828498,""
"4618","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Pam1ug+IAV+NTHi",1.0002081610391,0.185374580972722,Inf,1,0.999926457828498,""
"4619","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Pam1ug+NTHi",0.999967250859715,0.185337262294153,Inf,1,0.999926457828498,""
"4620","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Saline",1.00701930743612,0.215328139575845,Inf,1,0.999926457828498,""
"4621","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Saline+IAV",1.00708915686164,0.215341233184898,Inf,1,0.999926457828498,""
"4622","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Saline+IAV+NTHi",1.00721959080084,0.215365683715928,Inf,1,0.999926457828498,""
"4623","CD206+ Macrophages","Lung","2","Pam1ug+IAV","Saline+NTHi",1.00710637679951,0.215344461148439,Inf,1,0.999926457828498,""
"4624","CD206+ Macrophages","Lung","2","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999759139958289,0.185292357822872,Inf,1,0.999926457828498,""
"4625","CD206+ Macrophages","Lung","2","Pam1ug+IAV+NTHi","Saline",1.00680972887678,0.215277799485975,Inf,1,0.999926457828498,""
"4626","CD206+ Macrophages","Lung","2","Pam1ug+IAV+NTHi","Saline+IAV",1.0068795637654,0.215290889849871,Inf,1,0.999926457828498,""
"4627","CD206+ Macrophages","Lung","2","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",1.00700997055898,0.215315334321013,Inf,1,0.999926457828498,""
"4628","CD206+ Macrophages","Lung","2","Pam1ug+IAV+NTHi","Saline+NTHi",1.0068967801195,0.215294117013385,Inf,1,0.999926457828498,""
"4629","CD206+ Macrophages","Lung","2","Pam1ug+NTHi","Saline",1.00705228753276,0.215336061518042,Inf,1,0.999926457828498,""
"4630","CD206+ Macrophages","Lung","2","Pam1ug+NTHi","Saline+IAV",1.00712213924586,0.215349155637785,Inf,1,0.999926457828498,""
"4631","CD206+ Macrophages","Lung","2","Pam1ug+NTHi","Saline+IAV+NTHi",1.0072525774568,0.215373607122462,Inf,1,0.999926457828498,""
"4632","CD206+ Macrophages","Lung","2","Pam1ug+NTHi","Saline+NTHi",1.00713935974769,0.215352383727227,Inf,1,0.999926457828498,""
"4633","CD206+ Macrophages","Lung","2","Saline","Saline+IAV",1.00006936254847,0.185523886779399,Inf,1,0.999926457828498,""
"4634","CD206+ Macrophages","Lung","2","Saline","Saline+IAV+NTHi",1.00019888731352,0.185543978088298,Inf,1,0.999926457828498,""
"4635","CD206+ Macrophages","Lung","2","Saline","Saline+NTHi",1.00008646245683,0.185526539237258,Inf,1,0.999926457828498,""
"4636","CD206+ Macrophages","Lung","2","Saline+IAV","Saline+IAV+NTHi",1.0001295157815,0.185529000401618,Inf,1,0.999926457828498,""
"4637","CD206+ Macrophages","Lung","2","Saline+IAV","Saline+NTHi",1.00001709872235,0.185511563091336,Inf,1,0.999926457828498,""
"4638","CD206+ Macrophages","Lung","2","Saline+IAV+NTHi","Saline+NTHi",0.999887597498742,0.185483603655481,Inf,1,0.999926457828498,""
"4639","CD206+ Macrophages","Nasal Tissue","2","Hh","Hh+IAV",0.999449738158487,0.174022488324402,Inf,1,0.999970889795437,""
"4640","CD206+ Macrophages","Nasal Tissue","2","Hh","Hh+IAV+NTHi",0.999418194964167,0.174018198667397,Inf,1,0.999970889795437,""
"4641","CD206+ Macrophages","Nasal Tissue","2","Hh","Hh+NTHi",0.999403529654423,0.174016204286872,Inf,1,0.999970889795437,""
"4642","CD206+ Macrophages","Nasal Tissue","2","Hh","Pam1ug",1.09594673335813,0.223781827677761,Inf,1,0.900405695422813,""
"4643","CD206+ Macrophages","Nasal Tissue","2","Hh","Pam1ug+IAV",1.0956167538835,0.223725101496055,Inf,1,0.900405695422813,""
"4644","CD206+ Macrophages","Nasal Tissue","2","Hh","Pam1ug+IAV+NTHi",1.09584068217479,0.223763596571236,Inf,1,0.900405695422813,""
"4645","CD206+ Macrophages","Nasal Tissue","2","Hh","Pam1ug+NTHi",1.09558412436028,0.223719492231443,Inf,1,0.900405695422813,""
"4646","CD206+ Macrophages","Nasal Tissue","2","Hh","Saline",0.846221565510788,0.172287597950005,Inf,1,0.85449488894105,""
"4647","CD206+ Macrophages","Nasal Tissue","2","Hh","Saline+IAV",0.846269840097438,0.172295838338267,Inf,1,0.85449488894105,""
"4648","CD206+ Macrophages","Nasal Tissue","2","Hh","Saline+IAV+NTHi",0.846357119839417,0.172310736862361,Inf,1,0.85449488894105,""
"4649","CD206+ Macrophages","Nasal Tissue","2","Hh","Saline+NTHi",0.846351765226295,0.172309822836752,Inf,1,0.85449488894105,""
"4650","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Hh+IAV+NTHi",0.999968439439108,0.17413497908167,Inf,1,0.999970889795437,""
"4651","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Hh+NTHi",0.999953766055161,0.174132983149488,Inf,1,0.999970889795437,""
"4652","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Pam1ug",1.09655012304815,0.22392464350761,Inf,1,0.900405695422813,""
"4653","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Pam1ug+IAV",1.09621996189843,0.223867877758361,Inf,1,0.900405695422813,""
"4654","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Pam1ug+IAV+NTHi",1.09644401347676,0.223906399684437,Inf,1,0.900405695422813,""
"4655","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Pam1ug+NTHi",1.09618731441055,0.223862264581247,Inf,1,0.900405695422813,""
"4656","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Saline",0.846687465314638,0.172397644862577,Inf,1,0.85449488894105,""
"4657","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Saline+IAV",0.846735766479576,0.172405891017189,Inf,1,0.85449488894105,""
"4658","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Saline+IAV+NTHi",0.846823094274709,0.172420799966764,Inf,1,0.85449488894105,""
"4659","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV","Saline+NTHi",0.846817736713525,0.172419885301571,Inf,1,0.85449488894105,""
"4660","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Hh+NTHi",0.999985326152938,0.174139681990078,Inf,1,0.999970889795437,""
"4661","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug",1.09658473187735,0.223932835740116,Inf,1,0.900405695422813,""
"4662","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+IAV",1.09625456030724,0.223876067720987,Inf,1,0.900405695422813,""
"4663","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",1.09647861895698,0.22391459118743,Inf,1,0.900405695422813,""
"4664","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Pam1ug+NTHi",1.09622191178895,0.22387045431942,Inf,1,0.900405695422813,""
"4665","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Saline",0.84671418808933,0.172403957387693,Inf,1,0.85449488894105,""
"4666","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Saline+IAV",0.846762490778727,0.172412203873106,Inf,1,0.85449488894105,""
"4667","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Saline+IAV+NTHi",0.846849821330061,0.172427113420764,Inf,1,0.85449488894105,""
"4668","CD206+ Macrophages","Nasal Tissue","2","Hh+IAV+NTHi","Saline+NTHi",0.846844463599785,0.172426198718879,Inf,1,0.85449488894105,""
"4669","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Pam1ug",1.09660082323012,0.223936644738753,Inf,1,0.900405695422813,""
"4670","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Pam1ug+IAV",1.09627064681505,0.223879875664234,Inf,1,0.900405695422813,""
"4671","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Pam1ug+IAV+NTHi",1.09649470875264,0.223918399846877,Inf,1,0.900405695422813,""
"4672","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Pam1ug+NTHi",1.09623799781767,0.223874262158307,Inf,1,0.900405695422813,""
"4673","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Saline",0.84672661282615,0.172406892411854,Inf,1,0.85449488894105,""
"4674","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Saline+IAV",0.846774916224344,0.172415139051074,Inf,1,0.85449488894105,""
"4675","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Saline+IAV+NTHi",0.846862248057172,0.172430048876814,Inf,1,0.85449488894105,""
"4676","CD206+ Macrophages","Nasal Tissue","2","Hh+NTHi","Saline+NTHi",0.846856890248275,0.172429134157868,Inf,1,0.85449488894105,""
"4677","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Pam1ug+IAV",0.999698909203714,0.174574690823017,Inf,1,0.999970889795437,""
"4678","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Pam1ug+IAV+NTHi",0.999903233268449,0.174602654644898,Inf,1,0.999970889795437,""
"4679","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Pam1ug+NTHi",0.999669136293934,0.174570616104462,Inf,1,0.999970889795437,""
"4680","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Saline",0.772137495148008,0.157415564705636,Inf,1,0.84777470455393,""
"4681","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Saline+IAV",0.772181543444499,0.15742309773156,Inf,1,0.84777470455393,""
"4682","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Saline+IAV+NTHi",0.772261182116091,0.157436717352894,Inf,1,0.84777470455393,""
"4683","CD206+ Macrophages","Nasal Tissue","2","Pam1ug","Saline+NTHi",0.77225629628272,0.157435881788137,Inf,1,0.84777470455393,""
"4684","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Pam1ug+IAV+NTHi",1.00020438560336,0.174666614842887,Inf,1,0.999970889795437,""
"4685","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Pam1ug+NTHi",0.999970218123171,0.174634562737192,Inf,1,0.999970889795437,""
"4686","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Saline",0.772370048660987,0.157470499331458,Inf,1,0.84777470455393,""
"4687","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Saline+IAV",0.772414110224009,0.157478035235198,Inf,1,0.84777470455393,""
"4688","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Saline+IAV+NTHi",0.772493772881294,0.157491660059593,Inf,1,0.84777470455393,""
"4689","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV","Saline+NTHi",0.7724888855764,0.157490824175628,Inf,1,0.84777470455393,""
"4690","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV+NTHi","Pam1ug+NTHi",0.999765880370494,0.174591162770382,Inf,1,0.999970889795437,""
"4691","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline",0.772212219600562,0.157433215863947,Inf,1,0.84777470455393,""
"4692","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+IAV",0.772256272159876,0.157440749814535,Inf,1,0.84777470455393,""
"4693","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+IAV+NTHi",0.772335918538587,0.157454371107653,Inf,1,0.84777470455393,""
"4694","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+IAV+NTHi","Saline+NTHi",0.772331032232384,0.157453535440332,Inf,1,0.84777470455393,""
"4695","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+NTHi","Saline",0.772393051975724,0.157475933516298,Inf,1,0.84777470455393,""
"4696","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+NTHi","Saline+IAV",0.772437114851022,0.15748346970472,Inf,1,0.84777470455393,""
"4697","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+NTHi","Saline+IAV+NTHi",0.77251677988088,0.157497095043819,Inf,1,0.84777470455393,""
"4698","CD206+ Macrophages","Nasal Tissue","2","Pam1ug+NTHi","Saline+NTHi",0.77251189243043,0.157496259128276,Inf,1,0.84777470455393,""
"4699","CD206+ Macrophages","Nasal Tissue","2","Saline","Saline+IAV",1.00005704721862,0.173428418383156,Inf,1,0.999970889795437,""
"4700","CD206+ Macrophages","Nasal Tissue","2","Saline","Saline+IAV+NTHi",1.00016018775006,0.173442319980991,Inf,1,0.999970889795437,""
"4701","CD206+ Macrophages","Nasal Tissue","2","Saline","Saline+NTHi",1.00015386007733,0.173441467117359,Inf,1,0.999970889795437,""
"4702","CD206+ Macrophages","Nasal Tissue","2","Saline+IAV","Saline+IAV+NTHi",1.00010313464789,0.173430221694639,Inf,1,0.999970889795437,""
"4703","CD206+ Macrophages","Nasal Tissue","2","Saline+IAV","Saline+NTHi",1.00009680733612,0.17342936890023,Inf,1,0.999970889795437,""
"4704","CD206+ Macrophages","Nasal Tissue","2","Saline+IAV+NTHi","Saline+NTHi",0.999993673340725,0.173407499656102,Inf,1,0.999970889795437,""
"4705","CD206+ Macrophages","Spleen","2","Hh","Hh+IAV",1.00054333673168,0.177347948581355,Inf,1,0.999909482928852,""
"4706","CD206+ Macrophages","Spleen","2","Hh","Hh+IAV+NTHi",1.00051716134447,0.177344249107638,Inf,1,0.999909482928852,""
"4707","CD206+ Macrophages","Spleen","2","Hh","Hh+NTHi",1.00043699173417,0.177332918421291,Inf,1,0.999909482928852,""
"4708","CD206+ Macrophages","Spleen","2","Hh","Pam1ug",0.924038833926625,0.190789899871959,Inf,1,0.999909482928852,""
"4709","CD206+ Macrophages","Spleen","2","Hh","Pam1ug+IAV",0.923829965819223,0.190753276345874,Inf,1,0.999909482928852,""
"4710","CD206+ Macrophages","Spleen","2","Hh","Pam1ug+IAV+NTHi",0.924020331746055,0.190786655640214,Inf,1,0.999909482928852,""
"4711","CD206+ Macrophages","Spleen","2","Hh","Pam1ug+NTHi",0.923705279862773,0.190731413638813,Inf,1,0.999909482928852,""
"4712","CD206+ Macrophages","Spleen","2","Hh","Saline",0.860634317985266,0.177445261368182,Inf,1,0.999909482928852,""
"4713","CD206+ Macrophages","Spleen","2","Hh","Saline+IAV",0.860681020627628,0.177453420254164,Inf,1,0.999909482928852,""
"4714","CD206+ Macrophages","Spleen","2","Hh","Saline+IAV+NTHi",0.860785787935792,0.177471722988336,Inf,1,0.999909482928852,""
"4715","CD206+ Macrophages","Spleen","2","Hh","Saline+NTHi",0.860741870990078,0.1774640507404,Inf,1,0.999909482928852,""
"4716","CD206+ Macrophages","Spleen","2","Hh+IAV","Hh+IAV+NTHi",0.999973838827118,0.177228424066581,Inf,1,0.999909482928852,""
"4717","CD206+ Macrophages","Spleen","2","Hh+IAV","Hh+NTHi",0.999893712752259,0.177217101803229,Inf,1,0.999909482928852,""
"4718","CD206+ Macrophages","Spleen","2","Hh+IAV","Pam1ug",0.923537042328464,0.190670827062636,Inf,1,0.999909482928852,""
"4719","CD206+ Macrophages","Spleen","2","Hh+IAV","Pam1ug+IAV",0.923328287645149,0.19063422832373,Inf,1,0.999909482928852,""
"4720","CD206+ Macrophages","Spleen","2","Hh+IAV","Pam1ug+IAV+NTHi",0.923518550195348,0.190667585026613,Inf,1,0.999909482928852,""
"4721","CD206+ Macrophages","Spleen","2","Hh+IAV","Pam1ug+NTHi",0.923203669398369,0.190612380413581,Inf,1,0.999909482928852,""
"4722","CD206+ Macrophages","Spleen","2","Hh+IAV","Saline",0.860166957681782,0.177334500531286,Inf,1,0.999909482928852,""
"4723","CD206+ Macrophages","Spleen","2","Hh+IAV","Saline+IAV",0.860213634962663,0.177342653888584,Inf,1,0.999909482928852,""
"4724","CD206+ Macrophages","Spleen","2","Hh+IAV","Saline+IAV+NTHi",0.860318345377812,0.177360944220283,Inf,1,0.999909482928852,""
"4725","CD206+ Macrophages","Spleen","2","Hh+IAV","Saline+NTHi",0.86027445228083,0.177353277171339,Inf,1,0.999909482928852,""
"4726","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Hh+NTHi",0.999919871828895,0.177222677912558,Inf,1,0.999909482928852,""
"4727","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Pam1ug",0.923561203772783,0.190676560056111,Inf,1,0.999909482928852,""
"4728","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Pam1ug+IAV",0.923352443628058,0.190639960123868,Inf,1,0.999909482928852,""
"4729","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Pam1ug+IAV+NTHi",0.923542711155879,0.190673317914378,Inf,1,0.999909482928852,""
"4730","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Pam1ug+NTHi",0.923227822121033,0.190618111501348,Inf,1,0.999909482928852,""
"4731","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Saline",0.86018946124699,0.177339833337061,Inf,1,0.999909482928852,""
"4732","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Saline+IAV",0.860236139749035,0.177347986960529,Inf,1,0.999909482928852,""
"4733","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Saline+IAV+NTHi",0.860340852903603,0.177366277889323,Inf,1,0.999909482928852,""
"4734","CD206+ Macrophages","Spleen","2","Hh+IAV+NTHi","Saline+NTHi",0.860296958658296,0.177358610590085,Inf,1,0.999909482928852,""
"4735","CD206+ Macrophages","Spleen","2","Hh+NTHi","Pam1ug",0.923635212973167,0.190694121111877,Inf,1,0.999909482928852,""
"4736","CD206+ Macrophages","Spleen","2","Hh+NTHi","Pam1ug+IAV",0.923426436099533,0.190657517524231,Inf,1,0.999909482928852,""
"4737","CD206+ Macrophages","Spleen","2","Hh+NTHi","Pam1ug+IAV+NTHi",0.923616718874365,0.190690878646337,Inf,1,0.999909482928852,""
"4738","CD206+ Macrophages","Spleen","2","Hh+NTHi","Pam1ug+NTHi",0.923301804606015,0.190635666719594,Inf,1,0.999909482928852,""
"4739","CD206+ Macrophages","Spleen","2","Hh+NTHi","Saline",0.860258392178633,0.177356168555573,Inf,1,0.999909482928852,""
"4740","CD206+ Macrophages","Spleen","2","Hh+NTHi","Saline+IAV",0.860305074421241,0.177364322994366,Inf,1,0.999909482928852,""
"4741","CD206+ Macrophages","Spleen","2","Hh+NTHi","Saline+IAV+NTHi",0.860409795966955,0.177382615752169,Inf,1,0.999909482928852,""
"4742","CD206+ Macrophages","Spleen","2","Hh+NTHi","Saline+NTHi",0.8603658982042,0.177374947686236,Inf,1,0.999909482928852,""
"4743","CD206+ Macrophages","Spleen","2","Pam1ug","Pam1ug+IAV",0.999773961764665,0.176468379384471,Inf,1,0.999909482928852,""
"4744","CD206+ Macrophages","Spleen","2","Pam1ug","Pam1ug+IAV+NTHi",0.999979976836588,0.176497237040361,Inf,1,0.999909482928852,""
"4745","CD206+ Macrophages","Spleen","2","Pam1ug","Pam1ug+NTHi",0.999639025924446,0.176449478235254,Inf,1,0.999909482928852,""
"4746","CD206+ Macrophages","Spleen","2","Pam1ug","Saline",0.931383277830514,0.191928513314331,Inf,1,0.999909482928852,""
"4747","CD206+ Macrophages","Spleen","2","Pam1ug","Saline+IAV",0.931433819691577,0.191937336972657,Inf,1,0.999909482928852,""
"4748","CD206+ Macrophages","Spleen","2","Pam1ug","Saline+IAV+NTHi",0.931547199459091,0.19195713098293,Inf,1,0.999909482928852,""
"4749","CD206+ Macrophages","Spleen","2","Pam1ug","Saline+NTHi",0.931499672294537,0.191948833613129,Inf,1,0.999909482928852,""
